L1,L2,L3,RAM
45,54,69,1215
48,45,72,297
51,51,69,1221
45,45,69,294
45,51,75,1212
48,45,63,294
51,48,63,294
45,51,69,1257
45,45,69,294
54,45,63,1209
51,48,72,294
45,54,72,1218
45,45,72,297
54,45,69,1218
45,51,69,294
45,51,69,1215
45,45,72,300
54,45,72,1200
45,45,72,294
45,51,78,1224
51,45,72,294
54,45,72,1215
45,45,69,291
45,48,72,1224
51,45,72,456
48,45,69,294
45,54,69,1230
45,45,75,291
51,51,63,1230
48,45,72,294
45,48,72,1239
51,48,69,294
45,48,72,1230
48,51,72,291
45,54,75,1236
51,45,72,294
45,45,69,1227
48,45,72,294
45,45,69,1224
51,45,72,294
45,45,72,1200
48,45,72,291
51,45,72,306
45,45,69,291
45,51,69,1083
48,54,69,294
51,45,69,1212
45,51,72,294
45,54,75,1203
54,45,72,294
51,45,75,1212
45,45,69,294
45,45,72,1218
54,45,69,294
45,51,72,1209
45,45,69,294
45,45,63,1191
54,45,69,297
45,54,69,1218
45,48,72,294
51,54,69,300
54,45,72,306
45,45,69,711
45,45,78,294
51,48,69,1212
48,45,72,291
45,45,72,1233
45,45,72,294
51,45,69,1248
48,45,72,294
45,51,72,1233
51,54,72,294
45,48,72,1218
48,51,69,294
45,45,69,1209
51,51,72,294
45,45,69,1218
48,51,78,291
45,45,72,384
51,54,69,300
45,45,69,1182
48,51,72,294
51,48,72,1224
45,51,72,294
45,48,72,1215
48,51,72,291
51,48,72,1224
45,45,72,294
45,48,72,1188
54,51,72,297
51,54,72,1221
45,45,69,294
45,51,78,1212
54,45,69,294
45,45,69,1221
45,45,69,294
45,54,72,876
54,51,63,294
45,45,69,1215
45,45,63,294
51,48,69,1218
54,45,72,294
45,48,72,1224
45,45,72,294
51,45,69,1191
48,48,72,291
45,51,69,1224
45,45,78,294
51,45,72,1215
48,45,72,297
45,45,72,1221
51,51,63,294
45,45,69,1197
48,54,72,294
45,45,72,306
51,51,72,474
45,45,63,291
48,45,75,1230
45,51,69,294
51,45,72,1239
45,45,69,297
48,45,78,1230
51,48,69,291
45,45,72,1236
45,45,72,294
48,45,72,1245
51,45,72,294
45,45,63,1224
45,54,75,294
54,48,69,1179
51,45,72,291
45,45,72,1224
45,51,72,306
54,45,72,318
45,51,72,291
45,45,72,1155
45,45,78,294
54,48,72,1032
45,51,69,294
45,45,69,1218
51,45,69,297
54,51,72,1218
45,48,72,294
45,51,63,1215
51,45,69,294
48,51,69,1179
45,48,72,294
45,45,69,1224
51,45,72,294
48,45,72,1215
45,51,69,309
51,51,78,294
45,45,69,906
48,45,72,291
45,51,69,1233
51,48,69,294
45,45,72,1248
48,45,72,294
45,51,72,1233
51,45,72,294
45,45,72,1203
48,45,72,291
51,45,69,1221
45,45,72,294
45,51,69,1218
48,48,78,297
51,51,69,1218
45,45,63,294
51,45,69,300
45,54,72,306
45,45,69,480
48,48,69,294
51,45,72,1215
45,45,72,291
45,45,72,1224
54,45,69,294
54,45,69,1179
45,45,72,297
45,45,72,1221
51,45,72,294
48,54,81,1212
45,45,72,294
45,45,72,1221
51,45,72,294
48,48,69,1176
45,51,69,294
51,45,69,300
45,51,72,675
48,54,72,294
45,45,69,291
51,51,69,285
45,45,72,300
48,54,69,252
45,48,69,303
51,45,72,465
45,45,84,300
48,51,72,306
51,45,63,294
45,51,69,981
45,45,72,294
45,45,72,1176
54,45,72,294
45,45,72,1221
45,45,72,294
51,51,69,294
54,45,69,300
45,45,72,300
45,51,69,309
51,54,72,603
45,48,75,294
48,45,72,1245
45,45,69,291
51,54,72,1236
45,45,69,294
48,45,72,1245
51,45,72,294
45,45,72,1200
45,51,72,294
48,45,72,1215
51,48,72,291
45,51,75,1224
45,45,69,294
54,48,69,309
51,51,72,306
45,45,84,306
45,45,69,726
54,45,69,294
45,45,69,1209
45,48,69,294
45,48,69,1218
54,54,72,297
45,45,72,1218
45,45,69,294
51,45,72,1179
45,45,69,294
48,48,72,1218
45,51,69,294
51,48,72,1224
45,45,78,294
48,51,63,1218
54,45,69,309
51,51,69,294
45,45,72,1119
45,51,72,294
54,54,72,1212
45,45,72,294
45,48,69,1221
45,45,69,294
54,51,72,1158
45,45,69,294
45,48,69,1218
51,48,69,294
54,48,69,1209
45,48,75,294
45,45,69,1218
51,48,72,297
48,54,75,1182
45,45,72,294
45,51,72,300
51,45,69,303
48,45,72,300
45,54,72,1095
51,45,63,294
45,45,69,1215
48,45,72,291
45,48,69,1185
51,45,69,294
45,48,69,1215
48,51,78,297
45,45,69,1221
51,51,72,294
45,45,72,1212
48,45,69,294
51,51,72,1182
45,45,72,294
45,48,63,1212
48,51,72,603
51,45,72,291
45,48,69,1209
45,48,72,294
54,45,69,1179
51,45,72,294
45,54,75,1218
45,48,69,294
54,45,69,1224
45,51,72,294
45,51,72,1215
45,45,69,291
54,51,72,1188
45,45,72,294
45,48,72,1215
51,51,63,297
54,45,69,1221
45,48,69,294
45,48,72,309
51,54,69,306
48,51,72,300
45,45,75,567
45,45,72,294
51,45,69,1218
48,45,69,294
45,45,72,1209
51,51,69,294
45,48,72,1218
48,45,72,291
45,48,69,1164
51,54,72,294
45,45,72,1215
48,51,72,294
45,48,72,1218
51,45,72,291
45,45,69,1224
48,48,72,1200
51,45,72,297
45,45,72,1221
45,45,69,294
48,45,72,1212
51,45,69,294
45,48,72,1221
45,45,72,294
54,45,69,1194
51,45,69,294
45,51,69,1218
45,51,72,294
54,45,72,1209
45,45,69,294
45,45,75,1218
45,51,72,297
54,51,63,1209
45,45,69,294
45,45,69,300
51,54,69,300
54,45,72,300
45,45,72,591
45,51,72,294
51,45,72,1215
48,51,72,294
45,45,69,1212
45,45,72,294
51,45,72,1215
48,48,72,297
45,45,84,1221
51,51,63,294
45,45,72,1212
48,48,69,300
45,51,69,1203
51,54,72,294
45,45,69,1212
48,51,72,300
45,48,69,306
51,45,72,300
45,51,72,399
48,45,72,294
51,45,69,300
45,45,72,300
45,45,69,309
48,45,78,306
51,45,72,579
45,45,72,294
45,48,63,1215
54,45,72,291
51,45,69,1212
45,45,72,294
45,51,69,1212
54,45,72,294
45,48,69,1221
45,45,63,1131
45,54,72,294
54,54,72,1194
45,48,69,294
45,45,78,1218
51,45,69,297
54,45,69,1218
45,51,63,294
45,51,69,1215
51,45,72,294
48,48,72,1200
45,45,69,294
45,48,72,1224
51,45,69,294
48,45,72,1215
45,45,69,291
51,48,69,1224
45,45,69,294
48,45,72,309
45,48,75,501
51,51,72,294
45,48,69,1212
48,45,72,294
45,48,69,1218
51,45,72,294
45,45,69,1209
48,54,63,294
51,45,72,1218
45,45,72,297
45,54,72,1218
48,45,69,294
51,54,72,1215
45,45,72,294
45,51,69,1218
54,51,78,294
51,45,69,1197
45,48,69,300
45,45,72,591
54,45,69,294
45,51,72,1215
45,45,72,297
45,54,72,1221
54,54,69,291
45,48,72,1185
45,54,69,294
51,45,69,1221
54,54,69,294
45,45,69,1212
45,45,75,294
51,51,72,1218
48,51,69,294
45,51,72,1194
45,45,69,294
51,51,72,1218
48,45,63,303
45,45,72,471
51,51,72,294
45,48,72,1224
48,45,69,297
45,45,72,1200
51,45,72,291
45,45,72,1224
48,54,63,294
45,45,78,1215
51,45,69,297
45,51,69,1221
48,45,72,294
51,45,72,1197
45,51,72,294
45,45,72,1221
48,45,69,294
51,54,69,1212
45,45,72,306
45,45,69,726
54,45,72,294
51,51,69,1218
45,45,72,297
45,54,78,1218
54,45,72,294
45,45,69,1215
45,51,72,294
45,48,69,1218
54,48,72,294
45,51,72,1215
45,45,72,294
51,54,72,1215
54,45,72,291
45,51,69,1224
45,45,72,294
51,45,69,1215
48,45,72,294
45,45,69,294
45,45,78,300
51,45,72,300
48,45,69,306
45,45,72,663
51,45,69,294
45,48,72,1143
45,51,72,294
45,54,69,1188
51,45,72,294
48,45,69,1218
45,51,72,294
45,48,72,1224
51,48,72,294
48,51,72,1215
45,45,72,294
51,57,78,1215
45,81,69,309
48,429,72,438
45,51,72,294
51,45,72,1212
45,51,72,294
48,45,69,1221
45,51,63,294
51,45,69,1194
45,48,72,294
48,54,72,1218
51,48,72,294
45,48,72,1209
45,45,69,294
48,51,75,1218
51,45,72,291
45,54,69,1209
45,45,69,294
54,45,69,1215
51,48,69,303
45,51,72,306
45,45,72,300
54,45,72,531
45,51,69,303
45,45,69,1197
45,45,72,297
54,54,69,1221
45,45,72,294
45,45,69,1212
51,54,75,294
54,45,72,1221
45,51,69,294
45,45,69,1212
51,48,72,294
48,45,72,1218
45,45,72,294
45,45,69,1212
51,48,72,294
48,51,72,816
45,48,69,294
51,51,72,1215
45,45,72,294
48,51,72,1218
45,45,72,294
51,51,78,1224
45,45,72,294
48,45,69,1215
45,48,72,294
51,45,72,1212
45,45,72,294
48,48,72,1215
51,48,69,297
45,45,72,1221
45,48,69,294
48,45,72,1212
51,51,72,300
45,51,69,537
45,48,63,294
54,54,78,1209
51,45,63,294
45,45,72,1218
45,54,72,297
54,45,69,1218
45,54,69,294
45,51,72,1215
45,45,72,294
54,54,72,1218
45,45,72,294
45,45,69,1224
51,51,72,294
54,45,69,1215
45,45,72,294
45,51,69,1215
51,45,75,294
48,54,69,309
45,45,69,303
45,51,72,309
51,45,72,618
48,45,69,294
45,45,72,1203
51,45,69,294
45,45,72,1212
48,51,72,294
45,45,72,1218
51,45,72,294
45,45,75,1209
48,54,63,294
45,45,72,1200
51,45,75,297
45,48,72,1221
48,45,72,294
51,45,69,480
45,48,72,294
45,51,69,1215
48,45,69,291
51,45,72,1212
45,45,72,294
45,54,69,1215
54,45,72,297
51,51,72,1221
45,45,69,294
45,45,69,1011
54,45,75,960
45,45,69,294
45,45,72,1212
45,51,69,294
54,45,69,1218
45,51,69,294
45,45,69,1212
51,45,69,294
54,48,69,939
45,48,72,294
45,45,69,1215
51,45,69,294
48,45,72,1218
45,45,72,294
45,45,69,1224
51,51,84,294
48,45,72,1215
45,45,72,294
51,51,72,1212
45,45,72,294
48,54,69,1215
45,45,69,297
51,48,72,1221
45,48,69,294
48,45,69,1212
45,51,63,306
51,45,72,408
45,45,69,294
48,45,69,1209
51,54,75,294
45,45,72,1218
45,45,69,297
48,48,72,1218
51,54,72,294
45,45,72,1215
45,51,69,294
54,51,72,1218
51,54,69,294
45,45,72,1224
45,54,69,294
54,48,72,1215
45,51,72,294
45,48,69,1215
45,45,72,300
54,51,72,300
45,48,72,300
45,51,72,300
51,45,72,645
54,45,69,294
45,54,72,1203
45,48,69,294
51,51,72,1212
48,45,72,294
45,51,72,1218
45,54,72,294
51,45,72,1209
48,48,72,294
45,45,72,1200
51,45,63,297
45,45,75,1221
48,51,69,294
45,45,69,309
51,51,72,303
45,45,72,294
48,45,72,924
45,48,72,297
51,45,69,1200
45,51,72,291
48,45,69,1224
51,51,69,294
45,45,72,1215
45,51,69,297
48,45,72,1221
51,54,81,294
45,48,69,1158
45,51,69,294
54,45,69,1221
51,54,72,294
45,48,72,1212
45,45,63,309
54,45,72,285
45,45,72,297
45,51,72,1182
45,45,69,294
54,48,69,1215
45,48,69,294
45,45,72,1218
51,45,72,294
54,51,78,1224
45,45,69,294
45,45,72,1179
51,45,72,291
48,54,69,1224
45,48,72,294
45,48,72,1215
51,45,72,297
48,54,72,1224
45,45,72,297
51,51,69,300
45,45,72,306
48,45,72,300
45,45,72,354
51,51,69,294
45,48,78,1218
48,51,72,294
45,48,69,1173
45,51,69,294
48,45,69,1218
51,54,69,297
45,54,69,1218
45,45,69,294
54,48,72,1215
51,51,69,294
45,54,72,1182
45,45,69,291
51,45,69,282
48,51,72,294
45,48,78,1215
45,45,69,297
51,45,69,1221
48,51,72,294
48,51,72,1176
51,45,63,294
45,45,69,1221
45,48,69,294
48,54,72,1212
51,45,72,294
45,45,72,1218
45,51,72,294
54,51,72,1173
51,45,72,294
45,51,69,1218
45,51,75,291
54,45,72,300
45,54,72,300
45,45,69,300
45,45,69,660
51,45,69,294
48,51,69,1188
45,54,69,294
51,51,72,1215
45,48,69,291
48,45,72,1224
45,48,69,294
51,48,72,1215
45,54,69,297
45,45,72,1185
54,51,78,294
51,45,72,1212
45,54,72,297
45,45,72,1221
54,54,69,300
45,48,69,504
45,45,75,294
45,45,72,1179
54,45,72,297
45,45,69,1218
45,48,75,294
51,45,72,1215
54,51,69,294
45,51,69,1218
45,45,75,294
51,48,72,1215
48,45,69,294
45,51,72,1215
45,45,69,291
51,45,72,1224
48,45,72,294
45,48,72,1215
51,45,69,294
45,45,63,306
48,45,72,300
45,54,75,306
51,45,69,588
45,45,72,294
48,51,69,1212
45,45,75,294
51,54,72,1203
45,45,69,294
45,51,69,1209
54,45,72,294
45,51,63,1218
45,45,69,297
45,54,72,1218
54,45,69,294
45,51,72,1200
45,54,72,294
51,45,72,1218
54,54,72,300
45,45,69,294
45,45,72,1101
51,45,78,297
48,45,69,1221
45,45,72,294
45,51,69,1197
54,45,69,294
45,51,72,1221
45,45,72,294
51,48,72,1212
54,45,69,294
45,48,69,1218
45,51,72,294
51,51,72,1209
48,48,69,294
45,51,69,1218
45,45,78,297
51,45,69,303
48,51,69,309
45,45,69,303
51,45,72,621
45,48,69,294
48,51,69,1224
45,45,72,294
51,51,69,1215
45,45,72,291
48,51,69,1224
45,45,69,294
51,45,69,1197
45,54,72,297
48,45,69,1221
51,45,75,294
45,45,72,1212
45,45,72,297
48,48,69,1221
51,45,69,303
45,45,72,513
45,45,69,294
54,45,63,1218
51,45,69,297
45,51,72,1218
45,51,69,294
54,45,69,1215
45,51,72,294
45,45,72,1200
45,45,72,294
54,51,75,1224
45,45,72,294
45,45,72,1215
51,48,72,291
54,45,69,1224
45,45,72,294
45,51,72,1200
51,45,72,294
48,45,72,306
45,51,69,300
45,45,72,306
51,54,72,651
48,45,72,294
45,45,72,1212
51,45,78,297
45,45,72,1203
48,51,72,294
45,45,72,1209
51,48,72,294
45,51,72,1218
48,45,72,297
45,51,69,1218
51,51,72,294
45,45,72,1200
48,51,72,297
51,45,69,294
45,51,69,309
45,48,69,303
48,51,72,309
51,45,78,366
45,45,69,291
48,48,72,1212
45,51,69,294
51,48,69,1212
45,54,72,294
48,54,69,1221
51,45,69,294
45,51,69,1212
48,54,72,792
45,48,69,294
51,45,72,1209
45,51,69,294
48,45,72,1218
45,48,75,306
51,45,69,303
45,45,69,309
48,45,72,600
51,45,72,294
45,51,72,1224
45,48,69,294
48,45,69,1215
51,45,72,291
45,54,72,1224
45,45,69,294
54,54,69,1197
51,48,69,297
45,54,72,1221
45,45,75,294
54,48,84,1212
45,45,69,297
45,54,63,1221
45,51,69,300
54,45,72,492
45,45,72,294
45,51,72,1218
51,45,69,297
54,48,69,1218
45,51,72,294
45,45,69,1215
51,45,63,294
48,45,69,1200
45,45,72,294
45,45,72,1224
51,45,84,294
48,45,69,1215
45,45,69,291
51,51,69,1224
45,54,72,294
48,51,72,1200
45,54,72,300
51,48,69,300
45,54,69,465
48,45,72,294
45,45,72,1212
51,45,69,294
45,45,72,1218
48,45,72,294
51,54,78,1209
45,48,69,294
45,45,69,1218
48,45,72,297
51,48,72,1218
45,45,69,294
45,45,69,1215
54,45,69,300
51,45,72,1200
45,45,69,291
45,45,72,300
54,45,72,1188
45,45,72,297
45,51,69,1221
45,45,72,294
54,51,75,1197
45,45,72,294
45,45,69,1221
51,54,69,294
54,45,72,1212
45,48,72,294
45,51,72,1218
51,45,72,294
48,45,69,300
45,45,72,300
45,51,69,306
51,51,72,300
48,45,69,717
45,45,72,303
51,45,69,300
45,54,78,306
48,54,72,300
45,48,69,591
51,51,69,294
45,48,69,1215
48,54,69,291
45,48,69,1224
51,45,69,294
45,45,69,1215
48,51,63,291
51,48,72,1212
45,51,69,294
45,45,72,1212
48,45,72,294
51,45,72,1221
45,51,69,294
45,45,72,315
54,51,63,294
51,48,72,1164
45,54,72,291
45,54,69,1236
54,45,69,294
45,48,72,1245
45,45,72,294
45,45,69,1251
54,45,69,294
45,45,72,1227
45,51,69,294
51,45,72,1233
54,54,75,294
45,51,72,1215
45,45,72,297
51,51,72,1221
48,48,72,294
45,45,72,294
45,51,72,306
51,45,72,300
48,45,72,306
45,45,72,510
51,48,63,294
45,45,72,1209
48,51,72,294
45,45,72,1218
51,48,84,297
45,51,69,1218
48,48,72,294
45,45,69,1215
51,51,72,294
45,45,72,1218
48,54,72,294
51,54,72,1215
45,45,69,294
45,45,72,309
48,45,72,300
51,48,69,294
45,54,72,906
45,51,69,294
54,45,72,1203
51,51,75,294
45,45,72,1212
45,48,69,294
54,45,72,1218
45,54,72,294
45,45,69,1209
45,45,72,294
54,54,72,1200
45,45,72,297
45,45,69,1218
51,51,72,294
54,54,72,1215
45,45,72,300
45,75,69,300
51,48,69,294
48,51,78,825
45,45,72,291
45,51,69,1224
51,45,69,294
48,45,63,1215
45,51,69,297
51,45,72,1221
45,51,69,294
48,45,72,1197
45,45,72,294
51,45,69,1221
45,48,69,294
48,45,72,1212
45,45,69,294
51,45,84,1221
45,45,72,840
48,51,69,294
51,45,69,1188
45,54,72,294
45,54,72,1218
48,45,72,294
51,51,72,1224
45,45,72,294
45,51,72,1215
54,51,72,294
51,45,63,1212
45,54,72,294
45,45,69,1215
54,48,72,297
45,48,75,1221
45,48,72,294
45,45,72,1212
54,45,72,294
45,45,69,609
45,45,69,294
51,51,69,1218
54,45,72,294
45,45,72,1209
45,51,69,294
51,45,69,1218
48,51,69,297
45,45,72,1182
45,45,72,294
51,45,72,1215
48,54,75,294
45,48,72,1218
51,51,72,294
45,51,72,1224
48,48,72,294
45,51,69,1188
51,45,72,294
45,45,72,495
48,45,69,294
45,51,72,1212
51,45,69,294
45,45,69,1221
48,45,72,294
51,54,63,1185
45,45,81,294
45,45,69,1218
48,45,72,294
51,45,69,1209
45,45,69,294
45,45,69,1218
54,45,69,291
51,51,72,1209
45,48,69,294
45,45,72,1215
54,45,72,297
45,45,72,309
45,54,72,294
45,51,69,1113
54,45,69,294
45,51,78,1212
45,48,72,294
51,48,72,1215
54,51,72,297
45,45,69,1221
45,48,69,294
51,51,69,1212
48,45,72,294
45,48,72,1194
45,45,69,294
51,51,69,1212
48,51,69,294
45,48,72,1221
51,51,72,294
45,45,72,300
48,51,78,300
45,45,69,306
51,45,72,294
45,45,72,1014
48,45,72,294
45,45,72,1224
51,45,72,294
45,48,72,1215
48,51,69,294
51,45,69,1212
45,54,72,294
45,51,72,1215
48,45,69,297
51,48,72,1221
45,51,78,294
45,45,72,1212
54,45,69,294
51,45,69,309
45,54,69,303
45,48,72,309
54,48,72,585
45,45,69,294
45,45,63,1209
45,45,81,294
54,45,69,1200
45,48,69,297
45,51,69,1218
51,51,72,294
54,48,63,1215
45,51,84,294
45,45,69,1218
51,51,72,294
48,45,69,1215
45,48,72,294
45,51,72,1215
51,45,69,1122
48,51,81,294
45,48,75,1197
51,51,72,294
45,45,69,1221
48,45,69,294
45,51,69,1212
51,45,63,294
45,45,75,1218
48,45,72,294
45,48,69,1209
51,54,69,294
45,48,69,1218
48,48,72,291
51,45,72,1209
45,51,69,294
45,45,69,1215
48,45,72,297
51,51,72,396
45,45,69,294
45,51,69,1215
54,45,72,294
51,51,69,1212
45,45,84,294
45,45,72,1215
54,51,69,297
45,45,63,1221
45,51,72,294
45,51,72,1212
54,45,72,300
45,51,63,1203
45,45,72,294
51,45,72,1212
54,48,72,294
45,45,72,1221
45,45,72,294
51,51,72,300
48,45,72,309
45,45,78,309
45,51,72,294
51,45,72,1077
48,45,69,294
45,48,72,1224
51,48,72,294
45,45,69,1215
48,48,72,291
45,51,69,1185
51,48,72,294
45,45,72,1215
48,51,72,297
45,45,69,1221
51,45,72,294
45,45,78,1212
48,51,72,294
51,45,72,495
45,45,72,294
45,48,72,1218
48,45,72,294
51,45,69,1209
45,45,69,294
45,48,72,1218
54,51,72,291
51,45,69,1164
45,54,72,294
45,45,63,1215
54,51,72,294
45,45,69,1218
45,48,78,294
45,51,69,1224
45,45,69,294
54,48,69,1179
51,54,72,291
45,51,69,504
45,45,69,294
54,45,72,1197
45,45,72,294
45,54,69,1221
45,45,72,294
54,45,75,1173
45,45,69,294
45,45,72,1218
51,51,72,294
54,48,84,1209
45,54,72,294
45,54,72,1218
54,45,63,297
45,51,69,1182
45,45,69,294
45,45,72,1215
54,45,69,297
45,48,72,300
45,51,72,300
51,45,72,306
51,45,69,621
45,54,72,291
45,45,69,1224
48,45,78,294
51,45,69,1215
45,54,72,297
45,45,69,1221
54,51,72,294
51,45,72,1176
45,45,72,294
48,54,72,1221
51,45,72,294
45,45,72,1212
45,45,69,294
48,45,72,1218
51,51,72,309
45,45,69,300
45,45,72,309
54,45,84,471
51,51,69,294
45,51,72,1218
45,45,72,294
54,54,72,1224
45,51,72,294
45,45,72,1179
48,45,72,291
45,45,69,1224
51,45,72,294
45,45,72,1215
48,45,69,297
51,51,72,1221
45,48,69,294
48,51,69,1197
45,48,72,303
45,48,69,708
51,51,72,294
48,45,72,1218
45,51,72,294
51,48,69,1209
45,45,69,294
45,45,63,1191
48,54,72,297
51,45,72,1218
45,48,72,294
45,48,72,1215
54,48,72,294
51,51,72,1218
45,45,78,294
45,51,69,1215
54,54,72,294
45,45,75,1215
45,51,69,303
45,45,72,531
54,45,72,294
45,51,69,1212
45,45,69,294
54,48,72,1203
51,48,72,294
45,45,72,1212
45,45,69,294
54,54,72,1218
45,48,72,294
45,45,78,1209
45,48,69,294
45,45,72,1191
54,54,63,297
45,48,69,1218
45,45,72,294
51,45,72,1218
54,45,63,291
45,45,72,834
45,51,69,294
51,45,72,1200
48,45,69,291
45,45,72,1224
45,45,69,294
51,45,78,1215
48,45,69,297
45,45,72,1221
51,48,69,294
45,54,72,1197
48,48,69,294
45,54,72,1221
51,54,69,294
45,45,69,1212
48,51,72,294
45,45,72,1218
51,48,63,309
45,54,72,306
48,45,72,300
51,54,72,711
45,45,81,294
45,45,72,1218
48,51,72,294
51,45,72,1224
45,51,69,294
45,45,72,1200
54,45,63,291
51,51,72,1224
45,48,69,294
45,51,69,1215
54,48,72,297
45,51,72,1221
45,45,69,294
45,51,72,1197
54,45,69,294
45,45,75,300
45,51,69,306
51,45,69,300
54,54,72,639
45,48,72,294
45,51,72,1209
54,48,69,294
45,45,72,1218
45,48,69,297
45,51,72,1218
54,48,69,294
45,54,72,1215
45,48,72,294
51,54,69,1218
54,45,78,294
45,45,69,1200
45,51,69,294
51,45,72,516
48,54,69,291
45,45,69,1212
45,48,72,294
51,45,72,1212
45,45,72,300
45,51,72,1203
51,45,63,294
54,45,72,1212
45,51,69,294
45,45,69,1218
51,45,72,294
48,45,78,1209
45,45,72,294
45,51,69,1218
51,45,72,297
48,45,69,1218
45,51,72,294
51,45,72,300
45,51,72,306
48,48,75,300
45,48,72,636
51,45,69,294
45,48,72,1215
48,51,69,291
45,48,72,1224
51,51,72,294
45,45,78,1215
48,45,69,297
51,54,72,1212
45,51,69,294
48,51,75,1212
45,45,69,294
51,45,69,1221
45,45,69,294
48,45,72,1212
45,51,69,303
51,48,72,309
45,51,63,297
48,45,69,966
51,45,69,294
45,54,78,1215
45,51,72,294
48,45,69,1218
51,45,72,294
45,48,72,1215
45,45,69,294
54,51,72,1215
51,45,72,291
45,45,69,1224
45,48,72,294
54,45,69,1215
45,45,72,297
45,48,72,1212
45,51,72,297
54,45,72,1203
45,51,75,294
45,45,69,1212
51,51,69,294
54,45,69,1218
45,54,69,294
45,51,63,1194
51,45,69,294
48,45,69,1218
45,45,72,297
45,51,69,1218
51,45,69,294
48,51,69,1215
45,45,69,294
51,45,72,1200
45,54,75,291
48,51,69,1224
45,45,69,306
51,48,69,300
45,51,72,393
48,45,69,294
45,45,69,1215
51,45,69,291
45,51,72,1212
48,48,69,294
51,45,63,1212
45,51,72,294
45,45,72,1221
48,45,69,294
51,45,72,1212
45,51,78,297
45,45,69,1203
54,51,69,294
51,45,72,1212
45,45,69,294
45,51,69,387
54,45,69,300
45,51,72,1200
45,48,69,294
45,51,69,1215
54,54,69,294
45,45,69,1215
45,45,69,291
51,54,63,1224
54,48,69,294
45,48,75,1215
45,45,69,291
51,51,69,1212
48,48,69,294
45,51,72,1212
45,45,72,294
51,51,63,1221
48,48,63,294
45,51,69,303
51,51,69,303
45,45,72,309
48,45,69,438
45,45,72,294
51,51,72,1218
45,48,66,297
48,54,69,1218
45,45,69,294
51,51,72,1200
45,45,69,294
48,45,69,1218
51,45,72,294
45,51,72,1224
45,45,72,294
48,45,72,1215
51,45,69,294
45,45,72,1212
45,48,72,303
54,45,69,366
51,45,72,294
45,45,78,1221
45,45,69,294
54,51,72,1212
45,48,69,294
45,45,69,1203
45,45,69,294
54,51,72,1209
45,45,69,294
45,45,72,1218
51,54,69,300
54,45,72,678
45,51,69,294
45,45,69,1200
51,45,69,294
48,51,78,1218
45,45,69,294
45,51,72,309
51,45,69,303
48,45,72,309
45,51,63,441
51,45,72,303
45,51,69,1197
48,45,69,297
45,51,69,1221
51,45,72,294
45,51,72,1212
48,45,72,294
45,45,72,1221
51,51,69,294
45,54,75,1212
48,45,63,294
51,54,69,1221
45,45,63,294
45,51,72,1209
48,45,69,306
51,45,72,444
45,54,72,300
45,48,69,1200
54,45,69,294
51,45,69,1224
45,48,69,294
45,45,72,1215
54,45,72,291
45,45,75,1224
45,45,69,303
45,45,72,1197
54,48,69,297
45,45,69,1221
45,45,69,294
51,54,69,1212
54,45,69,294
45,54,69,1221
45,45,69,294
51,60,69,303
48,60,72,309
45,45,72,303
45,54,72,603
51,45,69,294
48,51,81,1218
45,45,72,297
51,51,69,1209
45,45,69,294
48,54,69,1215
45,48,69,294
51,54,69,1218
45,45,72,294
48,51,69,1224
45,48,72,294
51,48,69,1200
45,51,72,291
48,45,72,303
51,54,69,456
45,45,69,294
45,45,75,294
48,54,69,300
51,45,72,309
45,48,69,306
45,45,72,294
54,48,72,1023
51,51,69,297
45,45,72,1218
45,51,72,294
54,45,69,1215
45,51,69,294
45,45,72,1200
45,51,63,294
54,48,69,1224
45,51,78,294
45,45,69,591
51,54,72,294
54,45,69,1215
45,51,72,297
45,45,69,1212
51,51,69,294
48,51,72,1212
45,45,72,294
45,45,69,1221
51,51,72,294
48,45,72,1212
45,51,69,294
51,45,69,1203
45,45,72,294
48,54,69,1209
45,45,72,294
51,51,69,1218
45,45,72,291
48,45,69,297
45,45,69,309
51,51,72,306
45,54,72,300
48,45,69,636
51,45,69,291
45,51,69,1224
45,45,63,294
48,45,69,1215
51,51,72,297
45,51,78,1212
45,45,69,294
54,51,69,1212
51,45,72,294
45,45,69,1221
45,45,69,294
54,48,69,1212
45,51,69,294
45,48,69,300
45,45,69,300
54,45,69,300
45,45,69,519
45,54,72,297
51,45,69,1218
54,51,72,294
45,51,75,1215
45,45,69,300
51,51,69,1200
48,45,72,294
45,51,69,1224
45,48,69,294
51,45,69,1215
48,48,69,291
45,51,69,1224
51,48,72,303
45,45,69,1200
48,48,69,309
45,45,69,501
51,45,69,294
45,45,72,1212
48,45,75,294
45,45,69,1218
51,54,69,294
45,45,69,1209
48,54,72,294
51,48,69,1218
45,48,69,297
45,51,69,1218
48,45,69,294
51,45,69,1215
45,48,72,300
45,45,72,1200
54,45,69,294
51,45,63,1227
45,45,81,300
45,45,69,306
54,45,69,300
45,51,72,534
45,45,72,291
45,48,72,1212
54,48,69,294
45,51,72,1212
45,45,69,294
51,51,63,1221
54,45,69,294
45,45,63,1212
45,45,72,297
51,45,69,1203
48,51,72,294
45,45,75,1209
45,51,63,294
51,51,69,1218
48,45,72,501
45,45,69,294
51,48,69,1215
45,51,69,294
48,45,72,1215
45,45,69,291
51,45,69,1224
45,45,72,294
48,54,69,1215
45,54,69,297
51,48,69,1212
45,45,72,294
48,45,75,1212
51,45,69,294
45,45,72,1221
45,45,63,294
48,51,72,1212
