L1,L2,L3,RAM
45,51,69,294
51,45,72,1218
48,45,69,300
45,51,69,1209
45,45,84,294
51,51,63,1227
48,45,69,291
45,54,72,1218
51,45,69,294
45,51,63,1224
48,45,72,300
45,54,69,1200
51,45,69,291
45,45,69,294
48,45,69,309
45,45,69,303
51,45,72,309
45,54,72,690
45,45,69,297
51,48,84,1194
45,45,69,297
48,45,69,1218
45,54,72,294
51,48,69,1209
45,45,63,294
48,48,69,1218
45,51,69,300
51,51,72,1209
45,45,69,294
48,45,69,1227
51,45,72,294
45,51,69,300
45,48,72,300
48,45,69,309
51,51,75,294
45,45,69,1212
45,48,69,294
54,45,63,1215
51,45,69,294
45,51,69,1221
45,51,72,294
54,48,69,1212
45,51,69,300
45,45,69,1203
48,45,72,294
51,48,69,1212
45,45,69,297
45,45,69,1221
54,45,69,294
51,45,69,399
45,48,69,294
48,45,69,1215
51,48,69,291
45,45,69,1218
45,48,69,294
48,54,69,1224
51,45,72,297
45,48,69,1215
45,54,72,294
54,48,69,1212
51,54,72,294
45,45,72,1215
45,45,69,294
54,45,75,1221
45,54,72,294
45,45,69,1212
45,51,72,294
54,45,69,300
45,45,63,300
45,45,63,564
51,54,72,294
54,51,69,1209
45,51,69,294
45,48,69,1218
51,45,69,300
48,48,63,1209
45,45,72,294
45,45,69,1227
51,51,75,291
48,51,69,1218
45,51,72,294
51,45,69,1224
45,51,69,297
48,45,72,1200
45,51,69,291
51,45,69,504
45,51,72,294
48,51,69,1212
45,54,69,291
51,45,69,1221
45,51,69,297
48,45,69,1194
51,51,75,297
45,51,72,1218
45,45,69,294
48,45,72,1209
51,45,63,294
45,51,69,1218
45,45,69,300
54,45,72,1209
51,51,69,294
45,45,72,1227
45,51,69,294
54,48,72,303
45,45,69,300
45,51,72,609
45,45,69,294
54,48,75,1212
45,51,69,294
45,45,69,1215
51,45,69,294
54,45,63,1221
45,45,69,294
45,48,72,1212
54,45,72,300
45,45,69,1203
45,45,69,294
45,45,69,1212
54,45,69,297
45,51,69,1221
45,45,72,294
51,45,69,300
51,45,75,444
45,45,69,294
45,51,72,1218
54,45,72,294
45,51,69,1227
45,45,69,291
45,45,72,1218
54,45,72,294
45,51,69,1215
45,45,69,297
51,45,69,1215
54,54,69,291
45,48,72,1224
45,48,72,294
51,54,75,1215
48,45,69,294
45,51,72,1212
45,48,69,618
51,45,72,297
48,51,69,1218
45,45,69,294
51,54,69,1209
45,54,69,294
48,45,69,1218
45,45,69,300
51,45,69,1209
45,45,72,294
48,45,69,1227
45,45,69,291
51,45,75,1218
45,51,69,294
48,45,69,1224
51,51,72,297
45,45,69,1200
45,45,63,294
48,51,72,303
51,54,72,294
45,48,69,867
45,51,72,294
54,45,69,1212
51,45,72,300
45,45,69,1203
45,45,69,294
54,54,72,1212
45,45,75,297
45,45,69,1218
45,45,72,294
54,51,69,1209
45,51,69,294
45,45,72,1218
54,45,72,294
51,54,72,1221
45,45,69,294
45,45,69,300
54,51,69,306
45,45,69,309
45,45,69,294
45,45,72,909
54,51,75,294
45,45,69,1248
45,45,69,294
51,48,69,1233
54,48,72,294
45,54,69,1248
45,45,72,294
54,48,72,1221
45,51,63,297
45,45,72,1218
45,54,72,294
54,51,63,1209
45,45,69,294
45,45,69,294
51,45,69,309
54,45,84,300
45,48,69,300
45,54,69,573
51,45,72,294
48,45,69,1224
45,45,72,297
45,54,69,1215
51,48,69,297
48,45,72,1197
45,45,72,294
51,45,69,1215
45,51,72,294
48,45,69,1221
45,45,72,294
51,45,69,1215
45,51,75,294
48,45,72,300
45,45,69,300
51,45,69,300
45,45,69,771
48,54,72,294
51,51,72,1218
45,51,72,294
45,45,69,1191
48,51,69,291
51,48,69,1218
45,45,72,294
45,51,69,1224
54,45,72,297
51,51,84,1215
45,51,72,291
45,45,69,1212
54,51,69,294
45,45,63,1215
45,51,69,294
45,45,69,309
54,45,72,303
45,51,72,309
45,45,72,615
51,45,69,294
54,51,72,1212
45,48,69,297
45,45,69,1218
51,51,69,294
48,45,75,1209
45,45,69,294
45,51,72,1218
51,45,69,300
48,54,69,1209
45,45,63,294
51,51,72,1227
45,45,69,294
48,48,69,525
45,48,69,294
51,45,72,1212
45,54,72,300
48,45,69,1197
45,51,69,294
51,45,75,1221
45,48,69,294
48,45,63,1212
51,45,69,291
45,45,69,1221
45,45,72,294
48,45,72,1212
51,45,63,297
45,45,72,1218
45,45,69,294
54,45,69,1209
51,45,69,297
45,48,69,309
45,51,69,294
54,45,69,1113
45,48,75,291
45,48,69,1218
45,48,69,294
54,51,72,1224
45,45,63,297
45,54,69,1215
51,45,72,294
54,4458,69,1212
45,45,72,294
45,45,69,1215
51,45,63,294
48,45,69,1221
45,45,72,294
45,48,72,1215
51,45,69,300
48,45,78,528
45,45,69,294
51,45,69,1209
45,51,63,294
48,48,72,1218
45,48,69,294
51,51,69,1218
45,51,63,294
48,45,72,1215
45,51,63,291
51,45,69,1218
45,45,72,294
48,51,69,1224
51,45,69,297
45,45,75,1215
45,45,69,294
48,45,69,1212
51,51,72,297
45,45,69,318
45,51,69,294
54,45,69,1212
51,45,69,291
45,45,63,1221
45,51,69,297
54,48,69,1194
45,45,69,297
45,51,69,1218
45,45,72,294
54,45,69,1209
45,48,78,294
45,45,69,1218
51,45,69,300
54,45,72,1209
45,48,72,294
45,45,69,1227
51,54,72,294
48,45,69,498
45,45,72,291
45,45,69,1224
51,45,72,300
48,45,69,1197
45,54,69,294
51,45,72,1221
45,45,69,294
48,45,78,1212
45,48,69,291
51,45,69,1221
45,45,69,294
48,48,69,1212
45,51,69,297
51,45,72,1218
45,48,72,294
48,54,72,1209
51,51,69,297
45,51,69,303
45,45,69,306
48,48,69,300
51,51,69,636
45,45,78,291
45,51,72,1218
54,45,72,294
51,45,69,1224
45,45,72,297
45,48,72,1200
54,54,72,291
45,45,72,1224
45,45,69,294
45,48,69,1215
54,45,72,294
45,54,72,1221
45,45,72,294
51,45,69,1197
54,45,69,1212
45,45,72,294
45,48,69,1209
51,51,72,294
48,51,72,1218
45,54,72,294
45,45,72,1218
51,45,72,294
48,45,63,1215
45,45,72,291
51,51,72,1218
45,54,72,294
48,45,69,1224
45,51,72,297
51,45,72,1215
45,51,75,294
48,45,69,1149
45,51,72,297
51,51,69,306
45,45,69,300
48,51,69,306
51,48,72,618
45,51,63,291
45,45,72,1182
48,51,69,294
51,48,72,1212
45,54,72,297
45,45,69,1218
54,51,72,294
51,45,72,1209
45,51,75,294
45,45,69,1179
54,45,69,294
45,51,72,1218
45,45,69,294
45,45,69,1227
54,45,69,300
45,51,69,480
45,54,69,291
51,45,69,1185
54,48,69,294
45,51,72,1215
45,48,69,294
51,51,72,1221
48,48,78,294
45,45,69,1212
45,51,63,291
48,51,72,1182
45,45,72,294
51,45,69,1212
45,51,69,297
48,51,72,1218
45,45,69,294
51,45,72,1212
45,45,72,300
48,51,72,300
51,45,72,300
45,51,72,300
45,45,72,555
48,45,75,291
51,48,69,1218
45,54,69,294
45,45,69,1224
54,45,75,297
51,51,69,1179
45,45,72,291
45,45,72,1224
54,48,72,294
45,45,69,1215
45,54,72,294
45,45,72,1224
54,48,69,294
45,54,69,303
45,45,75,309
51,45,69,303
54,45,72,780
45,48,72,294
45,51,69,1218
51,45,72,294
45,48,69,1182
48,51,72,294
45,45,72,1227
51,45,69,291
45,51,72,1218
54,45,72,294
57,51,72,1224
51,45,72,297
45,54,69,1179
51,45,78,291
45,51,72,1224
48,45,72,306
54,51,72,540
51,45,72,252
51,45,72,300
48,51,72,627
48,45,72,294
57,45,72,1173
54,51,72,297
48,48,72,1218
54,48,72,294
48,45,72,1209
60,51,63,294
63,45,72,1218
45,51,84,300
54,45,72,1164
51,51,72,294
60,45,72,1227
51,54,72,291
57,45,69,303
48,45,72,309
48,45,72,354
45,45,72,294
48,45,72,1224
48,45,69,294
54,45,69,1248
48,54,72,294
45,45,69,1233
48,51,75,294
48,54,69,1248
45,48,72,294
57,51,72,1212
51,45,72,297
51,45,69,1218
57,51,69,294
45,45,72,1209
54,51,69,297
51,45,69,840
54,45,72,294
60,45,63,1215
69,45,72,291
48,45,69,1218
51,48,63,294
45,48,78,1224
54,51,72,297
45,48,69,1215
45,48,69,294
48,45,69,1212
51,45,72,294
45,45,72,1215
45,54,72,294
48,45,69,1221
57,45,69,294
51,45,72,1215
51,45,69,300
45,45,72,309
45,48,72,327
48,51,78,297
51,45,72,1218
51,45,72,294
48,48,69,567
45,51,72,300
48,51,72,300
51,48,69,294
45,51,75,816
45,45,69,294
54,51,69,1227
45,45,69,291
45,54,72,1218
51,51,72,294
45,45,72,1215
57,48,69,297
51,45,78,1218
54,51,63,306
51,45,69,306
45,45,72,294
45,45,72,1122
51,51,72,291
48,45,72,1203
45,51,72,294
60,45,72,750
48,51,69,306
54,48,72,252
51,54,72,654
45,45,72,294
51,48,69,1218
45,45,72,300
45,48,78,1209
51,45,72,294
48,45,69,1227
51,51,72,294
66,45,69,306
54,45,69,306
54,54,69,300
57,45,72,525
54,45,72,291
48,45,69,1224
45,54,69,294
51,45,72,1215
48,45,72,294
63,48,72,1221
54,51,75,294
48,45,69,1197
45,45,72,291
45,51,69,1221
51,45,69,294
57,54,69,1212
54,51,69,291
51,45,69,1218
51,51,72,303
57,45,72,300
60,45,72,300
60,45,72,555
51,45,72,291
54,48,72,1218
57,54,69,294
66,45,78,1224
51,51,72,297
51,51,72,1200
54,45,69,291
57,45,72,1224
57,51,72,294
51,48,72,1215
57,51,69,294
57,45,72,1221
60,45,69,294
51,51,69,1197
57,45,72,291
57,48,69,1137
60,45,72,297
54,54,72,1218
57,45,84,294
51,51,72,1209
60,51,63,294
60,45,72,1200
45,45,72,294
48,51,72,1218
45,45,72,294
45,48,69,1227
48,51,72,291
51,51,69,1218
57,45,72,294
51,51,72,1215
48,48,72,297
51,48,72,1218
57,51,75,303
54,51,69,456
54,48,72,294
54,51,72,1212
48,45,72,291
48,51,63,1203
48,45,72,294
45,48,72,1212
54,45,72,297
54,51,72,1218
51,48,72,294
48,45,69,294
45,45,72,300
51,45,72,393
45,45,72,294
51,45,84,294
60,51,72,255
51,45,69,300
54,45,69,432
54,45,69,297
51,51,69,1200
57,45,69,294
54,45,72,1212
45,54,69,294
48,45,72,1215
45,51,72,294
45,51,72,1221
54,45,69,294
57,48,69,1212
54,45,72,300
57,45,78,1203
45,45,72,294
45,45,69,1212
51,45,72,297
45,51,72,1221
57,48,72,294
51,48,72,300
48,45,72,291
45,45,69,948
45,45,72,291
45,45,72,1218
54,45,69,294
60,45,72,1224
51,51,72,297
51,48,75,1215
48,45,72,294
48,45,72,1212
48,45,72,294
45,51,72,1215
48,45,72,294
51,45,72,1221
51,45,69,294
45,45,72,1212
48,45,69,294
48,51,72,252
48,51,69,261
51,45,63,300
51,45,72,294
57,48,72,291
54,51,81,294
57,45,69,348
60,51,69,573
51,48,72,294
45,45,72,1050
57,51,69,291
45,51,72,1218
45,48,69,294
51,51,72,1224
45,45,69,297
45,45,72,1200
54,45,69,291
54,45,69,1224
45,45,72,300
45,45,69,309
48,51,75,300
54,45,72,801
54,51,72,291
48,45,72,1221
45,45,72,294
48,51,72,1239
45,48,69,294
54,48,72,1245
45,48,69,300
45,45,72,1254
54,45,72,291
60,51,69,1200
54,48,69,294
54,54,69,1224
48,45,69,297
48,51,69,1215
48,45,72,306
48,54,69,300
60,48,72,294
51,51,72,1017
48,51,72,294
45,51,63,1212
48,45,72,291
45,45,69,1221
51,51,72,294
60,51,69,543
57,45,69,294
60,54,72,300
51,51,72,261
54,54,78,303
48,51,69,309
48,45,69,303
48,45,69,300
54,48,72,840
54,54,69,303
54,45,69,303
63,45,72,300
45,51,69,579
51,51,72,294
51,48,69,1236
45,54,72,294
48,45,69,1248
48,51,69,294
51,48,75,1224
48,45,72,294
45,48,69,1248
51,45,69,294
45,51,63,1212
54,45,72,297
60,48,69,1218
54,45,72,294
51,51,72,1194
45,45,69,309
51,45,69,300
48,45,69,306
48,45,69,696
51,45,72,291
54,51,69,1218
45,54,75,294
51,45,72,1215
57,45,72,297
45,51,72,1215
45,48,69,291
54,45,72,1224
45,45,72,294
54,45,63,1215
57,51,72,294
54,51,72,1212
48,45,69,294
45,51,69,1212
45,48,69,303
51,51,72,309
48,45,69,435
57,51,78,294
45,51,72,1218
48,45,72,294
45,54,72,1215
48,48,72,291
45,51,69,1218
45,54,69,294
45,45,69,1224
45,51,69,297
51,45,72,1215
57,48,72,294
45,51,69,1212
45,45,72,294
45,51,75,1215
51,48,84,294
45,45,72,552
45,45,69,744
51,45,81,294
45,45,69,1221
45,48,72,294
45,51,69,1239
57,45,63,291
45,48,72,1230
48,45,69,294
51,51,63,1239
48,45,69,294
45,54,69,1230
48,45,72,294
45,51,72,1227
45,48,78,291
48,54,69,1218
45,48,63,294
45,51,69,1224
45,45,72,294
48,45,72,1269
54,54,72,294
51,45,72,1233
57,45,72,294
54,45,72,1239
51,45,72,291
45,45,72,1230
51,45,72,294
54,51,69,1227
45,51,72,294
48,45,78,1245
45,51,69,294
51,45,72,1227
48,45,72,291
45,45,69,1218
54,51,72,294
45,45,72,1215
45,48,72,645
51,45,69,300
48,45,72,1197
45,45,72,294
51,48,69,1221
45,45,69,294
48,51,69,1212
45,45,78,300
51,54,69,1203
54,48,69,294
45,51,69,1212
45,45,72,297
51,45,69,1218
45,51,63,294
45,48,69,1209
51,45,69,294
48,45,69,1191
45,57,69,294
48,45,72,303
54,51,69,300
51,45,72,462
48,45,69,261
45,48,75,300
54,51,72,303
54,48,69,297
54,45,72,843
45,45,69,294
45,45,72,1215
54,45,72,294
45,48,72,1221
51,51,72,294
45,45,72,1176
45,45,72,291
45,48,72,1221
51,51,69,294
45,54,72,1212
48,45,78,873
54,48,72,294
45,51,69,309
45,45,69,303
54,45,69,306
48,51,63,687
45,45,72,294
51,54,72,1215
57,45,72,294
51,45,72,1218
48,45,72,294
57,45,69,1188
51,51,72,294
45,45,72,1215
45,54,72,291
51,45,78,1224
45,51,69,294
48,45,69,1215
60,48,69,300
48,45,69,300
54,45,69,300
54,51,72,678
45,45,63,294
45,45,72,1233
57,48,72,294
45,45,72,1239
54,45,69,291
54,51,72,1182
45,48,72,294
45,51,69,1239
51,48,84,297
48,54,69,1218
45,51,69,294
57,45,69,1215
57,45,69,294
51,48,72,1179
54,45,69,534
45,48,72,303
51,45,72,1197
48,51,72,297
45,45,63,1221
54,45,72,294
54,51,72,1212
54,45,72,294
54,45,78,1182
51,45,69,294
45,54,72,1212
45,45,69,294
48,45,72,1218
48,45,69,294
51,54,69,1209
54,45,72,294
45,45,69,1191
48,51,69,297
45,45,72,408
48,45,69,300
48,48,69,1200
45,45,72,294
54,51,69,1224
48,45,78,294
54,51,69,1152
45,45,72,291
45,45,72,1224
51,48,72,294
45,45,69,1215
45,51,69,297
51,45,72,1221
48,51,72,294
48,45,72,1176
51,51,69,294
57,45,69,1221
54,45,69,294
48,45,72,303
48,45,78,300
54,45,72,300
51,45,72,936
45,45,72,291
45,51,72,1221
45,48,69,294
57,45,72,1212
48,51,72,297
48,45,72,1218
51,45,69,294
45,45,63,1173
51,48,69,294
48,45,72,1218
60,54,72,294
45,51,72,1218
48,45,75,294
48,45,69,1227
45,48,72,300
45,45,72,300
45,45,72,300
45,45,63,642
48,48,69,294
48,51,69,1218
45,51,63,294
51,45,72,1209
48,54,69,294
48,45,69,1182
54,45,72,297
48,45,72,1218
48,48,72,294
45,51,75,1023
57,54,72,840
51,51,69,294
54,45,72,1224
45,48,69,297
45,51,72,294
54,45,72,306
51,45,72,300
48,48,72,306
45,48,69,438
45,45,72,294
51,51,72,1212
45,51,72,294
48,45,69,1182
54,54,75,294
45,45,72,1212
45,45,72,294
45,51,72,1218
57,45,72,294
54,45,69,1209
45,45,69,294
45,45,72,1182
51,54,69,300
45,51,72,303
51,45,69,945
51,51,72,294
48,45,72,1215
45,45,63,291
45,54,69,1188
54,45,78,294
54,48,69,1215
48,45,72,297
51,45,63,1221
45,45,72,294
57,45,72,1212
54,51,72,294
51,45,69,1185
45,51,69,294
45,45,69,1212
45,45,72,294
51,45,72,306
48,51,72,309
48,45,69,300
51,45,72,294
48,45,78,978
45,51,69,294
54,48,72,1215
48,51,69,294
48,45,72,1218
54,45,72,294
60,51,72,1224
54,45,69,294
57,45,72,1200
54,45,72,291
54,51,72,1224
51,51,69,294
45,48,75,1215
48,45,69,291
45,51,72,309
54,45,72,897
51,51,72,297
60,45,72,1203
48,45,72,294
54,45,72,1209
51,54,72,294
45,45,72,1218
48,51,69,297
45,45,69,1218
51,45,72,294
45,45,72,1200
45,51,69,294
48,48,72,1218
54,45,69,294
45,45,75,1224
45,45,69,294
57,45,72,1218
48,45,72,294
45,45,69,300
51,45,72,300
45,45,69,465
54,48,72,294
60,45,69,1212
57,48,69,294
51,48,69,1221
60,45,69,294
54,48,69,1212
45,45,72,294
54,45,72,1218
57,45,78,294
45,45,69,1209
48,51,69,294
45,48,72,1218
51,48,69,294
51,48,69,1209
45,48,72,300
45,45,69,294
54,51,72,1029
48,45,72,291
45,45,69,1224
45,54,75,294
51,45,72,1197
51,54,69,297
48,45,84,1221
45,45,72,294
51,45,63,1212
45,45,72,294
51,45,72,1221
45,54,72,294
48,45,72,1194
45,48,69,294
45,45,69,1218
54,48,69,294
45,51,72,309
51,48,72,309
48,45,69,753
45,48,72,294
48,45,72,1200
54,51,78,294
45,54,72,1218
51,51,72,294
45,54,69,1224
45,48,69,294
54,45,72,1215
48,45,69,291
51,51,72,1212
60,45,69,294
54,54,72,1215
48,45,69,297
45,51,72,1224
51,45,72,294
45,51,72,393
45,54,69,294
51,45,78,1041
45,51,72,294
48,45,69,1209
54,51,69,294
54,45,69,1218
48,54,69,297
45,45,63,1218
51,54,72,294
45,45,69,1200
45,48,72,294
48,54,72,1218
51,45,69,294
51,54,69,1224
45,54,72,294
45,48,78,1215
48,54,72,294
45,48,72,300
45,48,72,300
45,45,72,606
45,51,72,294
54,45,72,1212
57,45,72,294
45,45,69,1221
45,54,72,294
45,54,72,1194
51,51,72,294
48,48,69,1218
48,48,72,294
51,51,69,1209
45,45,78,294
45,45,69,1218
45,54,72,297
45,45,69,1209
45,54,69,294
48,45,72,1215
45,45,72,300
45,45,69,312
51,51,63,294
51,45,72,1158
54,45,72,294
45,48,72,1197
48,45,63,297
45,45,72,1221
51,51,69,294
48,45,84,1212
48,45,69,294
48,45,72,1221
45,51,72,294
48,48,72,1194
45,51,72,294
45,45,72,1218
57,48,72,294
57,51,72,1209
48,45,72,294
48,51,69,309
54,45,69,303
54,51,72,300
48,45,69,648
45,45,78,294
45,45,69,1218
57,45,69,294
57,51,72,1224
57,48,72,294
45,45,72,1215
57,45,72,294
51,45,72,1212
54,45,72,294
54,45,72,1215
48,48,72,291
45,54,72,1221
45,45,72,294
54,51,69,300
51,45,72,1155
60,54,75,294
57,45,72,1209
48,51,72,294
45,45,69,1218
57,51,72,297
51,48,72,1218
45,54,63,294
48,51,72,1191
54,45,72,294
45,51,69,1218
45,45,72,294
51,54,69,1224
45,45,72,294
48,51,72,1215
45,45,75,291
63,45,69,1215
45,48,69,294
48,45,69,303
54,45,72,309
51,45,72,303
45,45,69,597
51,51,72,294
45,45,69,1221
51,51,72,294
45,45,69,1212
45,45,69,294
45,51,69,1218
45,48,69,294
45,54,69,1209
54,45,75,294
45,51,72,1218
45,45,72,291
54,45,72,1209
45,51,69,294
48,45,72,432
54,51,72,297
45,51,72,1200
45,45,72,291
48,45,69,1224
45,45,72,303
45,51,72,1197
54,45,72,297
45,51,72,1221
45,45,72,294
51,51,78,1212
45,45,72,294
51,48,69,1221
45,45,69,294
45,51,69,1212
51,45,69,294
45,51,72,1218
45,45,72,294
51,51,69,306
45,48,72,300
45,45,72,306
51,51,69,603
45,45,72,294
45,51,72,1215
45,45,78,294
45,45,69,1218
51,48,72,294
45,45,69,1224
45,45,72,294
48,45,69,1200
48,51,69,291
54,45,69,1224
48,45,69,294
48,54,72,1215
54,45,69,291
48,51,72,1221
45,48,72,477
45,45,69,297
45,51,72,1203
51,45,78,294
54,45,72,1209
45,45,72,294
51,51,69,1218
45,51,72,297
51,45,69,1218
54,45,69,294
51,51,72,1215
48,45,69,294
48,51,72,1218
45,48,72,294
45,51,69,1224
45,45,72,294
51,45,72,1215
57,45,72,294
45,51,75,309
45,45,72,300
51,54,72,306
45,48,69,615
45,51,72,294
51,45,72,1212
54,54,63,294
51,45,69,1203
45,51,72,294
48,51,69,1212
51,45,72,294
45,48,72,1218
45,48,72,294
54,45,72,1209
45,51,75,294
45,45,69,1200
45,45,69,291
45,45,72,1218
51,48,63,519
45,51,63,294
45,45,63,1215
45,45,69,291
54,51,69,1224
45,48,69,303
51,48,69,1197
45,51,72,297
45,45,69,1221
51,45,69,294
45,45,69,1212
45,54,75,294
54,45,72,1221
60,48,69,294
51,45,72,1212
45,51,72,294
45,48,72,1218
48,45,72,294
54,45,72,303
45,45,72,309
45,45,72,303
48,45,72,624
51,45,69,294
45,45,72,1215
45,45,69,294
51,51,72,1218
48,45,78,294
48,48,72,1224
45,45,72,294
54,45,69,1200
54,51,69,291
45,45,72,1224
45,54,72,294
45,45,69,1215
48,45,69,291
45,48,72,1221
54,48,72,300
51,51,69,300
51,45,72,324
54,54,72,294
51,45,78,1212
48,45,72,294
45,51,72,1218
45,45,69,294
66,54,72,1209
51,45,63,294
45,51,72,1218
54,45,69,297
48,45,69,1218
45,45,72,294
45,45,69,1215
51,45,72,294
54,45,69,1218
48,51,72,294
48,45,69,309
45,48,75,306
54,54,72,300
45,48,72,294
45,51,72,819
51,45,72,294
45,51,69,1212
48,48,72,300
54,54,72,1203
54,51,69,294
54,54,72,1212
51,45,72,294
45,51,72,1218
51,54,69,294
48,45,72,1209
45,45,75,294
54,45,69,1218
48,45,72,291
45,45,69,303
51,45,69,294
57,51,72,1050
48,51,72,294
45,45,72,1224
45,45,72,297
57,51,69,1200
45,54,72,291
54,45,72,1224
48,45,72,294
48,48,63,1215
45,45,69,297
45,51,78,1221
45,51,72,294
48,45,72,1197
54,54,69,294
54,45,69,1221
57,48,69,294
51,45,69,294
48,45,72,300
45,51,72,306
54,48,72,300
45,45,63,660
45,51,72,294
51,45,69,1215
45,54,72,294
45,51,69,1218
45,45,75,294
45,51,63,1224
51,45,69,297
45,54,69,1200
51,45,72,291
45,54,69,1224
48,51,72,294
54,48,69,1215
54,54,72,291
54,45,69,786
51,51,69,756
45,45,69,294
48,51,72,294
60,45,69,300
45,45,75,309
57,45,72,306
45,45,72,294
51,45,72,1023
51,48,72,291
45,51,69,1209
45,45,72,294
51,45,69,1215
48,54,72,294
48,45,72,1218
51,45,72,294
48,45,72,1224
45,45,63,297
51,45,69,300
45,45,72,306
48,45,75,294
51,51,72,303
45,45,72,303
48,45,72,309
54,45,63,303
45,51,69,297
45,45,72,966
51,51,72,297
45,45,72,1218
45,51,72,294
54,48,69,1215
45,51,72,294
45,45,72,1218
51,51,72,294
54,45,84,1215
51,45,72,294
45,51,69,300
45,45,69,300
51,48,69,300
48,51,72,300
51,45,72,792
51,45,72,294
57,51,72,1197
48,45,72,294
51,45,72,1221
45,45,69,294
45,45,69,1212
48,45,72,294
57,51,69,1218
48,48,78,294
48,45,63,1146
54,45,72,294
51,51,72,1218
45,45,72,297
45,45,69,993
51,45,72,291
48,51,72,1233
60,48,72,294
48,45,69,1224
54,45,69,294
57,45,72,1248
51,45,69,291
48,45,72,1233
54,51,72,294
54,45,75,1248
51,45,72,294
48,48,72,1221
60,45,69,294
60,45,72,1218
54,48,72,294
51,45,72,1209
48,54,72,294
60,45,72,309
51,45,72,306
45,51,72,732
48,48,72,294
48,51,69,1218
45,45,69,294
45,54,78,1224
51,45,69,294
63,45,72,1215
45,51,69,294
57,45,69,1197
54,45,72,294
48,51,72,1215
45,45,69,297
45,51,72,1221
45,48,69,294
45,51,69,1212
45,45,72,300
51,51,69,555
48,45,72,291
48,45,72,1209
45,45,78,294
54,48,72,1215
45,45,69,294
45,54,72,1218
51,48,69,294
45,45,72,1215
51,45,72,294
45,45,69,1215
45,45,72,291
57,48,69,1224
57,51,72,294
57,51,72,1215
54,48,72,297
45,54,72,1185
45,45,69,294
51,45,75,606
45,45,69,294
54,51,63,1239
45,45,72,291
51,45,72,1230
48,51,72,303
57,45,72,1218
54,45,69,294
60,45,72,1245
48,45,69,291
48,45,72,1236
51,45,69,294
51,51,69,1227
57,45,72,294
54,54,78,1188
51,51,69,294
48,45,69,1215
57,45,72,291
51,54,72,303
57,45,69,306
54,45,69,276
45,51,72,291
51,48,72,1194
45,45,72,294
48,45,72,1239
45,45,69,294
48,51,72,1245
51,45,72,291
63,51,69,1236
57,45,78,294
54,54,72,1191
45,54,72,294
45,45,69,1224
51,45,72,294
57,51,72,1218
57,45,75,291
48,51,69,300
48,45,72,306
51,45,69,300
57,45,72,306
48,51,69,729
54,45,69,294
51,51,69,1221
48,48,72,294
45,54,75,1212
48,45,69,294
48,45,72,1182
48,51,69,294
54,45,72,1209
54,45,72,294
51,45,72,1218
45,48,69,297
57,48,72,1218
48,54,72,291
45,51,72,300
45,45,69,297
51,45,69,807
51,45,72,294
45,45,78,1215
51,54,69,291
45,45,69,1224
45,45,72,294
51,45,69,252
48,48,72,756
48,51,69,720
51,45,78,681
60,51,78,294
45,45,78,1230
45,51,84,294
45,45,75,1194
54,45,87,294
45,45,81,1239
48,51,78,300
48,45,72,294
45,45,72,1020
51,45,72,294
45,51,69,1236
45,48,72,294
51,45,72,1212
54,45,63,294
51,48,72,1236
48,48,69,294
51,45,69,1248
51,45,69,291
54,51,72,1224
54,45,72,294
54,51,75,1182
45,45,72,294
45,51,69,1212
51,45,72,294
45,54,69,300
45,45,72,294
57,45,72,837
45,51,72,297
48,45,72,1182
54,51,72,294
45,45,69,1215
45,51,72,294
54,45,72,1218
57,48,72,294
54,45,72,1224
57,54,75,294
51,45,72,1179
54,45,72,291
57,51,63,1224
45,48,72,294
48,51,72,1215
51,48,69,291
54,54,69,300
54,45,72,756
54,51,69,294
57,45,69,1212
51,48,72,294
54,51,69,1218
48,45,69,294
45,45,75,1209
51,45,72,294
48,45,69,1179
45,45,69,297
54,54,72,1218
45,45,69,294
48,51,69,1215
51,45,69,294
48,51,72,1218
48,45,69,294
57,51,72,1188
54,45,69,309
51,54,69,294
51,54,72,1146
54,48,72,294
54,51,75,1212
54,51,69,294
48,45,69,1221
45,45,72,294
51,45,69,1173
45,45,69,294
48,45,69,1218
57,45,72,294
45,45,69,1209
57,45,72,294
54,45,69,1218
54,45,69,297
48,51,69,1182
48,45,69,294
51,45,75,300
45,45,69,294
48,45,69,909
54,45,72,294
54,51,69,1215
45,45,69,291
45,45,69,1185
51,45,72,294
48,51,69,1215
48,48,63,297
45,51,69,1221
45,45,69,294
51,45,69,1212
48,48,72,294
48,48,72,1182
45,45,78,294
45,45,69,1212
51,51,69,294
51,54,69,300
48,45,72,306
51,54,72,300
54,51,72,753
54,48,69,297
45,45,69,1218
54,45,72,294
45,51,72,1215
48,48,69,294
51,51,72,1218
51,45,69,294
57,45,75,1215
45,45,78,294
54,45,69,1215
48,54,72,291
45,45,69,1224
48,45,72,294
51,45,69,1215
54,51,63,1092
60,51,69,294
48,51,69,1212
48,45,72,294
51,45,72,1218
51,51,72,294
57,45,69,1209
48,51,69,294
45,45,84,1218
48,45,69,291
51,45,69,1209
51,45,69,294
48,45,72,1215
45,51,72,294
51,45,69,1218
45,51,69,255
45,45,72,252
51,45,72,294
45,45,72,753
45,48,69,636
57,45,69,309
54,45,69,531
60,45,90,291
51,45,72,1233
54,45,69,294
51,45,72,1203
48,51,69,294
48,51,69,1233
54,45,69,294
48,54,69,1239
51,54,69,294
45,48,72,1209
54,48,69,294
