Iteration,SetIndex,LineIndex,Cycles
28,508,0,300
28,508,1,297
28,508,2,306
28,508,3,885
28,508,4,306
28,508,5,303
28,508,6,300
28,508,7,300
28,509,0,297
28,509,1,984
28,509,2,306
28,509,3,297
28,509,4,297
28,509,5,300
28,509,6,306
28,509,7,1116
28,510,0,258
28,510,1,261
28,510,2,264
28,510,3,267
28,510,4,306
28,510,5,309
28,510,6,264
28,510,7,261
28,511,0,264
28,511,1,264
28,511,2,261
28,511,3,303
28,511,4,312
28,511,5,264
28,511,6,267
28,511,7,300
29,0,0,315
29,0,1,321
29,0,2,945
29,0,3,303
29,0,4,312
29,0,5,324
29,0,6,333
29,0,7,315
29,1,0,306
29,1,1,306
29,1,2,315
29,1,3,309
29,1,4,321
29,1,5,318
29,1,6,303
29,1,7,303
29,2,0,258
29,2,1,267
29,2,2,267
29,2,3,261
29,2,4,264
29,2,5,255
29,2,6,288
29,2,7,288
29,3,0,57
29,3,1,51
29,3,2,54
29,3,3,57
29,3,4,57
29,3,5,48
29,3,6,48
29,3,7,57
29,4,0,216
29,4,1,255
29,4,2,213
29,4,3,207
29,4,4,204
29,4,5,267
29,4,6,390
29,4,7,351
29,5,0,210
29,5,1,312
29,5,2,237
29,5,3,207
29,5,4,258
29,5,5,216
29,5,6,279
29,5,7,297
29,6,0,312
29,6,1,309
29,6,2,297
29,6,3,312
29,6,4,306
29,6,5,306
29,6,6,1116
29,6,7,303
29,7,0,795
29,7,1,255
29,7,2,294
29,7,3,261
29,7,4,261
29,7,5,681
29,7,6,252
29,7,7,252
29,8,0,270
29,8,1,255
29,8,2,309
29,8,3,213
29,8,4,255
29,8,5,273
29,8,6,273
29,8,7,291
29,9,0,264
29,9,1,207
29,9,2,273
29,9,3,210
29,9,4,258
29,9,5,273
29,9,6,282
29,9,7,294
29,10,0,303
29,10,1,306
29,10,2,291
29,10,3,849
29,10,4,312
29,10,5,300
29,10,6,315
29,10,7,297
29,11,0,294
29,11,1,309
29,11,2,303
29,11,3,315
29,11,4,315
29,11,5,306
29,11,6,312
29,11,7,309
29,12,0,309
29,12,1,309
29,12,2,300
29,12,3,1107
29,12,4,297
29,12,5,294
29,12,6,252
29,12,7,258
29,13,0,258
29,13,1,303
29,13,2,306
29,13,3,312
29,13,4,1149
29,13,5,309
29,13,6,309
29,13,7,306
29,14,0,261
29,14,1,273
29,14,2,273
29,14,3,258
29,14,4,258
29,14,5,258
29,14,6,276
29,14,7,297
29,15,0,255
29,15,1,201
29,15,2,201
29,15,3,213
29,15,4,306
29,15,5,276
29,15,6,264
29,15,7,255
29,16,0,309
29,16,1,252
29,16,2,261
29,16,3,813
29,16,4,300
29,16,5,255
29,16,6,294
29,16,7,297
29,17,0,306
29,17,1,309
29,17,2,306
29,17,3,312
29,17,4,306
29,17,5,306
29,17,6,291
29,17,7,309
29,18,0,291
29,18,1,261
29,18,2,300
29,18,3,204
29,18,4,267
29,18,5,255
29,18,6,297
29,18,7,294
29,19,0,255
29,19,1,264
29,19,2,207
29,19,3,315
29,19,4,300
29,19,5,261
29,19,6,306
29,19,7,213
29,20,0,270
29,20,1,255
29,20,2,216
29,20,3,261
29,20,4,261
29,20,5,261
29,20,6,288
29,20,7,285
29,21,0,267
29,21,1,261
29,21,2,267
29,21,3,258
29,21,4,300
29,21,5,264
29,21,6,270
29,21,7,288
29,22,0,1086
29,22,1,300
29,22,2,306
29,22,3,306
29,22,4,303
29,22,5,309
29,22,6,258
29,22,7,1035
29,23,0,258
29,23,1,306
29,23,2,255
29,23,3,255
29,23,4,165
29,23,5,252
29,23,6,72
29,23,7,69
29,24,0,258
29,24,1,255
29,24,2,297
29,24,3,210
29,24,4,261
29,24,5,255
29,24,6,213
29,24,7,276
29,25,0,270
29,25,1,267
29,25,2,300
29,25,3,198
29,25,4,213
29,25,5,264
29,25,6,201
29,25,7,285
29,26,0,252
29,26,1,261
29,26,2,297
29,26,3,297
29,26,4,1164
29,26,5,255
29,26,6,306
29,26,7,309
29,27,0,303
29,27,1,297
29,27,2,306
29,27,3,687
29,27,4,303
29,27,5,306
29,27,6,312
29,27,7,297
29,28,0,297
29,28,1,303
29,28,2,306
29,28,3,303
29,28,4,1170
29,28,5,309
29,28,6,300
29,28,7,306
29,29,0,306
29,29,1,300
29,29,2,309
29,29,3,312
29,29,4,1050
29,29,5,303
29,29,6,309
29,29,7,306
29,30,0,255
29,30,1,264
29,30,2,258
29,30,3,213
29,30,4,213
29,30,5,255
29,30,6,207
29,30,7,213
29,31,0,264
29,31,1,258
29,31,2,204
29,31,3,210
29,31,4,264
29,31,5,210
29,31,6,213
29,31,7,285
29,32,0,267
29,32,1,255
29,32,2,258
29,32,3,312
29,32,4,309
29,32,5,306
29,32,6,312
29,32,7,315
29,33,0,318
29,33,1,306
29,33,2,309
29,33,3,315
29,33,4,318
29,33,5,315
29,33,6,318
29,33,7,312
29,34,0,312
29,34,1,273
29,34,2,276
29,34,3,306
29,34,4,312
29,34,5,294
29,34,6,303
29,34,7,303
29,35,0,303
29,35,1,261
29,35,2,261
29,35,3,300
29,35,4,309
29,35,5,270
29,35,6,288
29,35,7,306
29,36,0,270
29,36,1,258
29,36,2,258
29,36,3,288
29,36,4,258
29,36,5,261
29,36,6,288
29,36,7,213
29,37,0,255
29,37,1,261
29,37,2,216
29,37,3,213
29,37,4,261
29,37,5,261
29,37,6,276
29,37,7,207
29,38,0,312
29,38,1,303
29,38,2,1284
29,38,3,300
29,38,4,306
29,38,5,306
29,38,6,294
29,38,7,858
29,39,0,315
29,39,1,309
29,39,2,303
29,39,3,294
29,39,4,303
29,39,5,321
29,39,6,309
29,39,7,306
29,40,0,258
29,40,1,267
29,40,2,210
29,40,3,216
29,40,4,261
29,40,5,255
29,40,6,285
29,40,7,306
29,41,0,264
29,41,1,261
29,41,2,213
29,41,3,213
29,41,4,261
29,41,5,306
29,41,6,261
29,41,7,276
29,42,0,294
29,42,1,768
29,42,2,309
29,42,3,303
29,42,4,927
29,42,5,303
29,42,6,300
29,42,7,309
29,43,0,297
29,43,1,867
29,43,2,312
29,43,3,303
29,43,4,306
29,43,5,300
29,43,6,303
29,43,7,309
29,44,0,300
29,44,1,309
29,44,2,1155
29,44,3,309
29,44,4,303
29,44,5,300
29,44,6,306
29,44,7,303
29,45,0,306
29,45,1,900
29,45,2,300
29,45,3,315
29,45,4,306
29,45,5,294
29,45,6,294
29,45,7,297
29,46,0,270
29,46,1,264
29,46,2,309
29,46,3,201
29,46,4,255
29,46,5,213
29,46,6,258
29,46,7,285
29,47,0,306
29,47,1,261
29,47,2,213
29,47,3,213
29,47,4,258
29,47,5,306
29,47,6,210
29,47,7,285
29,48,0,1236
29,48,1,300
29,48,2,306
29,48,3,303
29,48,4,303
29,48,5,834
29,48,6,309
29,48,7,300
29,49,0,312
29,49,1,303
29,49,2,303
29,49,3,303
29,49,4,303
29,49,5,987
29,49,6,312
29,49,7,303
29,50,0,264
29,50,1,261
29,50,2,213
29,50,3,255
29,50,4,261
29,50,5,261
29,50,6,267
29,50,7,213
29,51,0,306
29,51,1,258
29,51,2,210
29,51,3,213
29,51,4,207
29,51,5,255
29,51,6,282
29,51,7,285
29,52,0,255
29,52,1,264
29,52,2,264
29,52,3,210
29,52,4,258
29,52,5,258
29,52,6,273
29,52,7,282
29,53,0,258
29,53,1,276
29,53,2,210
29,53,3,213
29,53,4,258
29,53,5,207
29,53,6,273
29,53,7,291
29,54,0,972
29,54,1,306
29,54,2,306
29,54,3,306
29,54,4,306
29,54,5,1269
29,54,6,306
29,54,7,309
29,55,0,312
29,55,1,309
29,55,2,303
29,55,3,1038
29,55,4,303
29,55,5,309
29,55,6,483
29,55,7,312
29,56,0,258
29,56,1,258
29,56,2,264
29,56,3,267
29,56,4,261
29,56,5,258
29,56,6,201
29,56,7,303
29,57,0,252
29,57,1,300
29,57,2,213
29,57,3,210
29,57,4,258
29,57,5,261
29,57,6,276
29,57,7,300
29,58,0,303
29,58,1,303
29,58,2,306
29,58,3,306
29,58,4,1263
29,58,5,312
29,58,6,300
29,58,7,303
29,59,0,297
29,59,1,831
29,59,2,309
29,59,3,303
29,59,4,306
29,59,5,297
29,59,6,297
29,59,7,303
29,60,0,315
29,60,1,306
29,60,2,303
29,60,3,306
29,60,4,306
29,60,5,297
29,60,6,303
29,60,7,309
29,61,0,1116
29,61,1,315
29,61,2,309
29,61,3,309
29,61,4,312
29,61,5,981
29,61,6,312
29,61,7,300
29,62,0,261
29,62,1,255
29,62,2,303
29,62,3,216
29,62,4,303
29,62,5,264
29,62,6,273
29,62,7,204
29,63,0,312
29,63,1,258
29,63,2,207
29,63,3,213
29,63,4,297
29,63,5,261
29,63,6,216
29,63,7,273
29,64,0,222
29,64,1,261
29,64,2,216
29,64,3,255
29,64,4,273
29,64,5,486
29,64,6,471
29,64,7,291
29,65,0,264
29,65,1,258
29,65,2,267
29,65,3,258
29,65,4,264
29,65,5,267
29,65,6,297
29,65,7,300
29,66,0,300
29,66,1,309
29,66,2,870
29,66,3,321
29,66,4,318
29,66,5,309
29,66,6,321
29,66,7,306
29,67,0,309
29,67,1,315
29,67,2,315
29,67,3,315
29,67,4,312
29,67,5,306
29,67,6,321
29,67,7,315
29,68,0,318
29,68,1,321
29,68,2,315
29,68,3,312
29,68,4,309
29,68,5,318
29,68,6,306
29,68,7,309
29,69,0,312
29,69,1,1284
29,69,2,303
29,69,3,270
29,69,4,312
29,69,5,303
29,69,6,306
29,69,7,303
29,70,0,294
29,70,1,258
29,70,2,261
29,70,3,279
29,70,4,261
29,70,5,255
29,70,6,267
29,70,7,276
29,71,0,261
29,71,1,264
29,71,2,261
29,71,3,267
29,71,4,264
29,71,5,252
29,71,6,207
29,71,7,264
29,72,0,306
29,72,1,825
29,72,2,303
29,72,3,312
29,72,4,309
29,72,5,309
29,72,6,294
29,72,7,885
29,73,0,312
29,73,1,306
29,73,2,300
29,73,3,300
29,73,4,306
29,73,5,309
29,73,6,306
29,73,7,1215
29,74,0,255
29,74,1,258
29,74,2,270
29,74,3,264
29,74,4,270
29,74,5,264
29,74,6,216
29,74,7,267
29,75,0,255
29,75,1,258
29,75,2,261
29,75,3,282
29,75,4,261
29,75,5,252
29,75,6,219
29,75,7,255
29,76,0,270
29,76,1,258
29,76,2,273
29,76,3,267
29,76,4,270
29,76,5,267
29,76,6,297
29,76,7,216
29,77,0,309
29,77,1,267
29,77,2,207
29,77,3,213
29,77,4,288
29,77,5,261
29,77,6,270
29,77,7,213
29,78,0,300
29,78,1,306
29,78,2,312
29,78,3,306
29,78,4,309
29,78,5,303
29,78,6,306
29,78,7,309
29,79,0,1257
29,79,1,303
29,79,2,300
29,79,3,312
29,79,4,309
29,79,5,1233
29,79,6,909
29,79,7,300
29,80,0,258
29,80,1,264
29,80,2,210
29,80,3,258
29,80,4,261
29,80,5,261
29,80,6,279
29,80,7,300
29,81,0,261
29,81,1,261
29,81,2,258
29,81,3,264
29,81,4,210
29,81,5,258
29,81,6,294
29,81,7,285
29,82,0,309
29,82,1,303
29,82,2,300
29,82,3,1089
29,82,4,303
29,82,5,303
29,82,6,303
29,82,7,309
29,83,0,300
29,83,1,861
29,83,2,309
29,83,3,315
29,83,4,303
29,83,5,303
29,83,6,297
29,83,7,993
29,84,0,309
29,84,1,306
29,84,2,960
29,84,3,303
29,84,4,306
29,84,5,309
29,84,6,306
29,84,7,1113
29,85,0,300
29,85,1,303
29,85,2,312
29,85,3,300
29,85,4,294
29,85,5,306
29,85,6,303
29,85,7,306
29,86,0,258
29,86,1,267
29,86,2,294
29,86,3,258
29,86,4,264
29,86,5,264
29,86,6,216
29,86,7,273
29,87,0,258
29,87,1,264
29,87,2,261
29,87,3,258
29,87,4,267
29,87,5,258
29,87,6,306
29,87,7,213
29,88,0,306
29,88,1,303
29,88,2,312
29,88,3,1005
29,88,4,297
29,88,5,306
29,88,6,300
29,88,7,1230
29,89,0,318
29,89,1,312
29,89,2,309
29,89,3,300
29,89,4,303
29,89,5,312
29,89,6,306
29,89,7,303
29,90,0,255
29,90,1,267
29,90,2,300
29,90,3,297
29,90,4,258
29,90,5,258
29,90,6,315
29,90,7,294
29,91,0,255
29,91,1,258
29,91,2,273
29,91,3,213
29,91,4,273
29,91,5,261
29,91,6,219
29,91,7,297
29,92,0,258
29,92,1,213
29,92,2,264
29,92,3,198
29,92,4,264
29,92,5,258
29,92,6,297
29,92,7,309
29,93,0,264
29,93,1,255
29,93,2,303
29,93,3,210
29,93,4,273
29,93,5,267
29,93,6,273
29,93,7,300
29,94,0,306
29,94,1,312
29,94,2,300
29,94,3,753
29,94,4,303
29,94,5,303
29,94,6,312
29,94,7,306
29,95,0,297
29,95,1,309
29,95,2,309
29,95,3,312
29,95,4,300
29,95,5,978
29,95,6,309
29,95,7,303
29,96,0,255
29,96,1,264
29,96,2,213
29,96,3,210
29,96,4,264
29,96,5,258
29,96,6,300
29,96,7,297
29,97,0,255
29,97,1,264
29,97,2,321
29,97,3,264
29,97,4,273
29,97,5,255
29,97,6,300
29,97,7,261
29,98,0,306
29,98,1,1188
29,98,2,303
29,98,3,306
29,98,4,309
29,98,5,312
29,98,6,291
29,98,7,1002
29,99,0,303
29,99,1,300
29,99,2,306
29,99,3,306
29,99,4,309
29,99,5,300
29,99,6,303
29,99,7,306
29,100,0,312
29,100,1,306
29,100,2,291
29,100,3,318
29,100,4,309
29,100,5,312
29,100,6,315
29,100,7,312
29,101,0,321
29,101,1,318
29,101,2,312
29,101,3,312
29,101,4,315
29,101,5,315
29,101,6,306
29,101,7,306
29,102,0,267
29,102,1,261
29,102,2,270
29,102,3,264
29,102,4,297
29,102,5,309
29,102,6,216
29,102,7,312
29,103,0,324
29,103,1,270
29,103,2,258
29,103,3,300
29,103,4,300
29,103,5,261
29,103,6,297
29,103,7,273
29,104,0,309
29,104,1,1182
29,104,2,312
29,104,3,303
29,104,4,303
29,104,5,303
29,104,6,309
29,104,7,297
29,105,0,312
29,105,1,300
29,105,2,288
29,105,3,729
29,105,4,300
29,105,5,297
29,105,6,312
29,105,7,309
29,106,0,258
29,106,1,255
29,106,2,210
29,106,3,210
29,106,4,258
29,106,5,258
29,106,6,270
29,106,7,213
29,107,0,264
29,107,1,303
29,107,2,306
29,107,3,210
29,107,4,258
29,107,5,264
29,107,6,273
29,107,7,300
29,108,0,291
29,108,1,261
29,108,2,213
29,108,3,303
29,108,4,261
29,108,5,267
29,108,6,216
29,108,7,288
29,109,0,258
29,109,1,258
29,109,2,255
29,109,3,264
29,109,4,297
29,109,5,255
29,109,6,264
29,109,7,300
29,110,0,303
29,110,1,291
29,110,2,300
29,110,3,732
29,110,4,294
29,110,5,312
29,110,6,306
29,110,7,306
29,111,0,303
29,111,1,306
29,111,2,309
29,111,3,303
29,111,4,300
29,111,5,312
29,111,6,297
29,111,7,1116
29,112,0,261
29,112,1,258
29,112,2,213
29,112,3,213
29,112,4,267
29,112,5,255
29,112,6,216
29,112,7,297
29,113,0,261
29,113,1,267
29,113,2,300
29,113,3,216
29,113,4,264
29,113,5,294
29,113,6,270
29,113,7,210
29,114,0,309
29,114,1,1227
29,114,2,309
29,114,3,300
29,114,4,315
29,114,5,303
29,114,6,294
29,114,7,963
29,115,0,312
29,115,1,870
29,115,2,303
29,115,3,306
29,115,4,309
29,115,5,303
29,115,6,297
29,115,7,900
29,116,0,303
29,116,1,312
29,116,2,306
29,116,3,303
29,116,4,300
29,116,5,756
29,116,6,312
29,116,7,303
29,117,0,300
29,117,1,315
29,117,2,306
29,117,3,309
29,117,4,321
29,117,5,1125
29,117,6,309
29,117,7,309
29,118,0,261
29,118,1,261
29,118,2,213
29,118,3,216
29,118,4,255
29,118,5,294
29,118,6,207
29,118,7,300
29,119,0,270
29,119,1,264
29,119,2,297
29,119,3,294
29,119,4,261
29,119,5,309
29,119,6,255
29,119,7,306
29,120,0,309
29,120,1,942
29,120,2,306
29,120,3,300
29,120,4,309
29,120,5,300
29,120,6,303
29,120,7,744
29,121,0,300
29,121,1,312
29,121,2,303
29,121,3,297
29,121,4,294
29,121,5,300
29,121,6,303
29,121,7,303
29,122,0,261
29,122,1,264
29,122,2,261
29,122,3,255
29,122,4,252
29,122,5,255
29,122,6,297
29,122,7,273
29,123,0,264
29,123,1,261
29,123,2,306
29,123,3,207
29,123,4,303
29,123,5,270
29,123,6,300
29,123,7,219
29,124,0,267
29,124,1,264
29,124,2,210
29,124,3,210
29,124,4,258
29,124,5,258
29,124,6,294
29,124,7,291
29,125,0,261
29,125,1,267
29,125,2,309
29,125,3,219
29,125,4,216
29,125,5,255
29,125,6,303
29,125,7,291
29,126,0,312
29,126,1,306
29,126,2,315
29,126,3,1218
29,126,4,300
29,126,5,312
29,126,6,312
29,126,7,300
29,127,0,294
29,127,1,300
29,127,2,306
29,127,3,306
29,127,4,309
29,127,5,303
29,127,6,294
29,127,7,303
29,128,0,255
29,128,1,264
29,128,2,207
29,128,3,258
29,128,4,261
29,128,5,255
29,128,6,213
29,128,7,300
29,129,0,258
29,129,1,267
29,129,2,267
29,129,3,258
29,129,4,258
29,129,5,267
29,129,6,312
29,129,7,303
29,130,0,303
29,130,1,300
29,130,2,315
29,130,3,291
29,130,4,300
29,130,5,300
29,130,6,300
29,130,7,309
29,131,0,306
29,131,1,300
29,131,2,294
29,131,3,1041
29,131,4,306
29,131,5,309
29,131,6,297
29,131,7,309
29,132,0,306
29,132,1,945
29,132,2,312
29,132,3,318
29,132,4,303
29,132,5,309
29,132,6,306
29,132,7,309
29,133,0,300
29,133,1,1191
29,133,2,303
29,133,3,309
29,133,4,312
29,133,5,300
29,133,6,312
29,133,7,312
29,134,0,279
29,134,1,261
29,134,2,279
29,134,3,300
29,134,4,261
29,134,5,291
29,134,6,300
29,134,7,306
29,135,0,273
29,135,1,309
29,135,2,315
29,135,3,282
29,135,4,282
29,135,5,312
29,135,6,303
29,135,7,213
29,136,0,303
29,136,1,315
29,136,2,315
29,136,3,321
29,136,4,312
29,136,5,315
29,136,6,309
29,136,7,312
29,137,0,324
29,137,1,318
29,137,2,303
29,137,3,309
29,137,4,306
29,137,5,306
29,137,6,309
29,137,7,303
29,138,0,273
29,138,1,252
29,138,2,258
29,138,3,258
29,138,4,264
29,138,5,267
29,138,6,300
29,138,7,300
29,139,0,258
29,139,1,255
29,139,2,207
29,139,3,255
29,139,4,267
29,139,5,264
29,139,6,276
29,139,7,261
29,140,0,261
29,140,1,261
29,140,2,303
29,140,3,258
29,140,4,261
29,140,5,258
29,140,6,210
29,140,7,303
29,141,0,255
29,141,1,255
29,141,2,309
29,141,3,309
29,141,4,258
29,141,5,261
29,141,6,270
29,141,7,291
29,142,0,309
29,142,1,681
29,142,2,315
29,142,3,297
29,142,4,306
29,142,5,306
29,142,6,294
29,142,7,816
29,143,0,303
29,143,1,306
29,143,2,312
29,143,3,300
29,143,4,297
29,143,5,831
29,143,6,303
29,143,7,849
29,144,0,258
29,144,1,264
29,144,2,270
29,144,3,288
29,144,4,258
29,144,5,264
29,144,6,282
29,144,7,294
29,145,0,255
29,145,1,276
29,145,2,213
29,145,3,300
29,145,4,261
29,145,5,258
29,145,6,264
29,145,7,300
29,146,0,1011
29,146,1,1254
29,146,2,312
29,146,3,303
29,146,4,300
29,146,5,303
29,146,6,291
29,146,7,939
29,147,0,309
29,147,1,315
29,147,2,309
29,147,3,306
29,147,4,291
29,147,5,975
29,147,6,309
29,147,7,306
29,148,0,309
29,148,1,300
29,148,2,309
29,148,3,258
29,148,4,300
29,148,5,255
29,148,6,255
29,148,7,264
29,149,0,1122
29,149,1,315
29,149,2,252
29,149,3,261
29,149,4,300
29,149,5,816
29,149,6,303
29,149,7,315
29,150,0,255
29,150,1,258
29,150,2,264
29,150,3,258
29,150,4,258
29,150,5,258
29,150,6,261
29,150,7,285
29,151,0,258
29,151,1,267
29,151,2,258
29,151,3,255
29,151,4,258
29,151,5,306
29,151,6,276
29,151,7,267
29,152,0,300
29,152,1,306
29,152,2,294
29,152,3,705
29,152,4,303
29,152,5,303
29,152,6,303
29,152,7,306
29,153,0,303
29,153,1,303
29,153,2,288
29,153,3,306
29,153,4,309
29,153,5,306
29,153,6,309
29,153,7,294
29,154,0,261
29,154,1,213
29,154,2,300
29,154,3,213
29,154,4,261
29,154,5,264
29,154,6,258
29,154,7,282
29,155,0,267
29,155,1,258
29,155,2,213
29,155,3,210
29,155,4,297
29,155,5,255
29,155,6,264
29,155,7,264
29,156,0,264
29,156,1,297
29,156,2,303
29,156,3,213
29,156,4,261
29,156,5,267
29,156,6,282
29,156,7,216
29,157,0,255
29,157,1,258
29,157,2,255
29,157,3,258
29,157,4,258
29,157,5,252
29,157,6,276
29,157,7,288
29,158,0,318
29,158,1,306
29,158,2,303
29,158,3,309
29,158,4,294
29,158,5,1029
29,158,6,300
29,158,7,309
29,159,0,315
29,159,1,303
29,159,2,309
29,159,3,309
29,159,4,294
29,159,5,933
29,159,6,306
29,159,7,312
29,160,0,261
29,160,1,258
29,160,2,303
29,160,3,210
29,160,4,252
29,160,5,297
29,160,6,273
29,160,7,282
29,161,0,261
29,161,1,255
29,161,2,294
29,161,3,213
29,161,4,261
29,161,5,258
29,161,6,297
29,161,7,270
29,162,0,300
29,162,1,1212
29,162,2,297
29,162,3,303
29,162,4,309
29,162,5,303
29,162,6,300
29,162,7,825
29,163,0,306
29,163,1,315
29,163,2,306
29,163,3,303
29,163,4,303
29,163,5,306
29,163,6,306
29,163,7,297
29,164,0,1179
29,164,1,309
29,164,2,300
29,164,3,297
29,164,4,306
29,164,5,1140
29,164,6,306
29,164,7,306
29,165,0,300
29,165,1,294
29,165,2,297
29,165,3,309
29,165,4,306
29,165,5,306
29,165,6,306
29,165,7,303
29,166,0,258
29,166,1,258
29,166,2,210
29,166,3,219
29,166,4,216
29,166,5,264
29,166,6,276
29,166,7,210
29,167,0,258
29,167,1,261
29,167,2,303
29,167,3,297
29,167,4,261
29,167,5,258
29,167,6,213
29,167,7,213
29,168,0,318
29,168,1,321
29,168,2,312
29,168,3,312
29,168,4,318
29,168,5,315
29,168,6,303
29,168,7,306
29,169,0,318
29,169,1,309
29,169,2,315
29,169,3,315
29,169,4,312
29,169,5,315
29,169,6,318
29,169,7,306
29,170,0,273
29,170,1,264
29,170,2,273
29,170,3,285
29,170,4,270
29,170,5,303
29,170,6,312
29,170,7,216
29,171,0,264
29,171,1,264
29,171,2,258
29,171,3,258
29,171,4,258
29,171,5,267
29,171,6,276
29,171,7,201
29,172,0,258
29,172,1,258
29,172,2,297
29,172,3,210
29,172,4,294
29,172,5,261
29,172,6,258
29,172,7,303
29,173,0,258
29,173,1,252
29,173,2,264
29,173,3,288
29,173,4,255
29,173,5,264
29,173,6,207
29,173,7,210
29,174,0,801
29,174,1,303
29,174,2,297
29,174,3,309
29,174,4,306
29,174,5,1194
29,174,6,306
29,174,7,300
29,175,0,297
29,175,1,312
29,175,2,294
29,175,3,1176
29,175,4,300
29,175,5,300
29,175,6,312
29,175,7,306
29,176,0,255
29,176,1,261
29,176,2,264
29,176,3,261
29,176,4,264
29,176,5,270
29,176,6,210
29,176,7,300
29,177,0,264
29,177,1,255
29,177,2,270
29,177,3,258
29,177,4,261
29,177,5,261
29,177,6,264
29,177,7,312
29,178,0,1197
29,178,1,312
29,178,2,255
29,178,3,306
29,178,4,309
29,178,5,312
29,178,6,1164
29,178,7,303
29,179,0,300
29,179,1,312
29,179,2,978
29,179,3,303
29,179,4,309
29,179,5,306
29,179,6,303
29,179,7,306
29,180,0,315
29,180,1,297
29,180,2,297
29,180,3,1083
29,180,4,300
29,180,5,1224
29,180,6,306
29,180,7,303
29,181,0,306
29,181,1,306
29,181,2,300
29,181,3,300
29,181,4,312
29,181,5,303
29,181,6,300
29,181,7,303
29,182,0,258
29,182,1,261
29,182,2,258
29,182,3,267
29,182,4,261
29,182,5,255
29,182,6,270
29,182,7,300
29,183,0,255
29,183,1,264
29,183,2,303
29,183,3,207
29,183,4,270
29,183,5,252
29,183,6,273
29,183,7,297
29,184,0,303
29,184,1,1074
29,184,2,318
29,184,3,309
29,184,4,306
29,184,5,315
29,184,6,291
29,184,7,885
29,185,0,306
29,185,1,309
29,185,2,312
29,185,3,306
29,185,4,291
29,185,5,927
29,185,6,306
29,185,7,312
29,186,0,255
29,186,1,258
29,186,2,213
29,186,3,309
29,186,4,288
29,186,5,210
29,186,6,285
29,186,7,300
29,187,0,258
29,187,1,276
29,187,2,213
29,187,3,216
29,187,4,309
29,187,5,255
29,187,6,279
29,187,7,294
29,188,0,273
29,188,1,294
29,188,2,270
29,188,3,207
29,188,4,270
29,188,5,264
29,188,6,267
29,188,7,309
29,189,0,264
29,189,1,261
29,189,2,303
29,189,3,210
29,189,4,252
29,189,5,258
29,189,6,297
29,189,7,294
29,190,0,312
29,190,1,1236
29,190,2,303
29,190,3,309
29,190,4,312
29,190,5,312
29,190,6,303
29,190,7,294
29,191,0,306
29,191,1,306
29,191,2,306
29,191,3,306
29,191,4,303
29,191,5,291
29,191,6,297
29,191,7,798
29,192,0,306
29,192,1,306
29,192,2,303
29,192,3,297
29,192,4,300
29,192,5,294
29,192,6,294
29,192,7,300
29,193,0,309
29,193,1,312
29,193,2,1119
29,193,3,300
29,193,4,300
29,193,5,297
29,193,6,309
29,193,7,1122
29,194,0,258
29,194,1,261
29,194,2,222
29,194,3,207
29,194,4,258
29,194,5,261
29,194,6,216
29,194,7,261
29,195,0,258
29,195,1,294
29,195,2,210
29,195,3,207
29,195,4,255
29,195,5,261
29,195,6,294
29,195,7,294
29,196,0,255
29,196,1,258
29,196,2,255
29,196,3,213
29,196,4,276
29,196,5,267
29,196,6,273
29,196,7,267
29,197,0,297
29,197,1,264
29,197,2,201
29,197,3,213
29,197,4,264
29,197,5,258
29,197,6,267
29,197,7,210
29,198,0,303
29,198,1,309
29,198,2,297
29,198,3,885
29,198,4,300
29,198,5,315
29,198,6,303
29,198,7,312
29,199,0,303
29,199,1,306
29,199,2,315
29,199,3,300
29,199,4,309
29,199,5,1155
29,199,6,309
29,199,7,306
29,200,0,258
29,200,1,258
29,200,2,210
29,200,3,300
29,200,4,267
29,200,5,258
29,200,6,300
29,200,7,276
29,201,0,255
29,201,1,267
29,201,2,213
29,201,3,219
29,201,4,264
29,201,5,309
29,201,6,300
29,201,7,306
29,202,0,318
29,202,1,312
29,202,2,315
29,202,3,318
29,202,4,309
29,202,5,309
29,202,6,315
29,202,7,312
29,203,0,312
29,203,1,306
29,203,2,315
29,203,3,312
29,203,4,321
29,203,5,309
29,203,6,315
29,203,7,315
29,204,0,309
29,204,1,315
29,204,2,318
29,204,3,318
29,204,4,321
29,204,5,315
29,204,6,306
29,204,7,312
29,205,0,303
29,205,1,258
29,205,2,303
29,205,3,300
29,205,4,312
29,205,5,300
29,205,6,297
29,205,7,306
29,206,0,258
29,206,1,255
29,206,2,261
29,206,3,276
29,206,4,261
29,206,5,216
29,206,6,288
29,206,7,294
29,207,0,270
29,207,1,258
29,207,2,213
29,207,3,210
29,207,4,264
29,207,5,255
29,207,6,282
29,207,7,282
29,208,0,300
29,208,1,312
29,208,2,306
29,208,3,312
29,208,4,309
29,208,5,303
29,208,6,309
29,208,7,306
29,209,0,300
29,209,1,306
29,209,2,291
29,209,3,687
29,209,4,309
29,209,5,300
29,209,6,312
29,209,7,300
29,210,0,264
29,210,1,255
29,210,2,216
29,210,3,210
29,210,4,255
29,210,5,261
29,210,6,216
29,210,7,291
29,211,0,264
29,211,1,255
29,211,2,213
29,211,3,213
29,211,4,255
29,211,5,267
29,211,6,279
29,211,7,300
29,212,0,264
29,212,1,270
29,212,2,207
29,212,3,213
29,212,4,267
29,212,5,252
29,212,6,279
29,212,7,288
29,213,0,258
29,213,1,261
29,213,2,258
29,213,3,300
