Iteration,SetIndex,LineIndex,Cycles
4,104,3,303
4,104,4,309
4,104,5,300
4,104,6,309
4,104,7,300
4,105,0,297
4,105,1,1005
4,105,2,306
4,105,3,300
4,105,4,300
4,105,5,309
4,105,6,297
4,105,7,741
4,106,0,258
4,106,1,267
4,106,2,261
4,106,3,210
4,106,4,264
4,106,5,261
4,106,6,264
4,106,7,300
4,107,0,261
4,107,1,300
4,107,2,210
4,107,3,201
4,107,4,258
4,107,5,267
4,107,6,210
4,107,7,309
4,108,0,297
4,108,1,261
4,108,2,300
4,108,3,279
4,108,4,261
4,108,5,255
4,108,6,213
4,108,7,288
4,109,0,255
4,109,1,255
4,109,2,270
4,109,3,261
4,109,4,258
4,109,5,264
4,109,6,273
4,109,7,297
4,110,0,318
4,110,1,306
4,110,2,303
4,110,3,1260
4,110,4,306
4,110,5,312
4,110,6,297
4,110,7,312
4,111,0,888
4,111,1,306
4,111,2,312
4,111,3,300
4,111,4,297
4,111,5,1083
4,111,6,303
4,111,7,303
4,112,0,258
4,112,1,258
4,112,2,207
4,112,3,219
4,112,4,264
4,112,5,258
4,112,6,276
4,112,7,213
4,113,0,255
4,113,1,264
4,113,2,267
4,113,3,261
4,113,4,258
4,113,5,258
4,113,6,279
4,113,7,285
4,114,0,309
4,114,1,309
4,114,2,312
4,114,3,306
4,114,4,291
4,114,5,834
4,114,6,303
4,114,7,315
4,115,0,300
4,115,1,309
4,115,2,318
4,115,3,312
4,115,4,312
4,115,5,306
4,115,6,1257
4,115,7,300
4,116,0,300
4,116,1,303
4,116,2,297
4,116,3,306
4,116,4,1221
4,116,5,309
4,116,6,309
4,116,7,315
4,117,0,300
4,117,1,1095
4,117,2,294
4,117,3,744
4,117,4,312
4,117,5,321
4,117,6,315
4,117,7,312
4,118,0,270
4,118,1,303
4,118,2,309
4,118,3,282
4,118,4,282
4,118,5,276
4,118,6,309
4,118,7,219
4,119,0,261
4,119,1,270
4,119,2,273
4,119,3,318
4,119,4,273
4,119,5,267
4,119,6,213
4,119,7,318
4,120,0,264
4,120,1,324
4,120,2,312
4,120,3,300
4,120,4,318
4,120,5,312
4,120,6,324
4,120,7,312
4,121,0,873
4,121,1,300
4,121,2,306
4,121,3,312
4,121,4,312
4,121,5,306
4,121,6,306
4,121,7,894
4,122,0,270
4,122,1,258
4,122,2,273
4,122,3,264
4,122,4,258
4,122,5,261
4,122,6,303
4,122,7,282
4,123,0,267
4,123,1,213
4,123,2,273
4,123,3,213
4,123,4,255
4,123,5,270
4,123,6,285
4,123,7,294
4,124,0,267
4,124,1,258
4,124,2,267
4,124,3,267
4,124,4,255
4,124,5,255
4,124,6,276
4,124,7,291
4,125,0,252
4,125,1,261
4,125,2,267
4,125,3,291
4,125,4,267
4,125,5,261
4,125,6,213
4,125,7,261
4,126,0,948
4,126,1,300
4,126,2,321
4,126,3,297
4,126,4,297
4,126,5,309
4,126,6,303
4,126,7,1110
4,127,0,300
4,127,1,309
4,127,2,309
4,127,3,303
4,127,4,300
4,127,5,1116
4,127,6,303
4,127,7,303
4,128,0,261
4,128,1,261
4,128,2,297
4,128,3,309
4,128,4,264
4,128,5,261
4,128,6,273
4,128,7,285
4,129,0,258
4,129,1,267
4,129,2,258
4,129,3,261
4,129,4,261
4,129,5,288
4,129,6,210
4,129,7,261
4,130,0,312
4,130,1,294
4,130,2,303
4,130,3,300
4,130,4,309
4,130,5,786
4,130,6,300
4,130,7,309
4,131,0,315
4,131,1,297
4,131,2,297
4,131,3,801
4,131,4,303
4,131,5,306
4,131,6,300
4,131,7,303
4,132,0,294
4,132,1,936
4,132,2,306
4,132,3,306
4,132,4,309
4,132,5,306
4,132,6,297
4,132,7,306
4,133,0,306
4,133,1,300
4,133,2,297
4,133,3,267
4,133,4,312
4,133,5,306
4,133,6,312
4,133,7,294
4,134,0,264
4,134,1,267
4,134,2,273
4,134,3,207
4,134,4,270
4,134,5,261
4,134,6,297
4,134,7,300
4,135,0,258
4,135,1,258
4,135,2,216
4,135,3,210
4,135,4,264
4,135,5,258
4,135,6,264
4,135,7,300
4,136,0,303
4,136,1,303
4,136,2,306
4,136,3,1194
4,136,4,303
4,136,5,300
4,136,6,306
4,136,7,300
4,137,0,297
4,137,1,816
4,137,2,300
4,137,3,312
4,137,4,312
4,137,5,303
4,137,6,309
4,137,7,297
4,138,0,258
4,138,1,213
4,138,2,270
4,138,3,201
4,138,4,255
4,138,5,258
4,138,6,273
4,138,7,264
4,139,0,264
4,139,1,264
4,139,2,306
4,139,3,213
4,139,4,267
4,139,5,276
4,139,6,282
4,139,7,267
4,140,0,255
4,140,1,270
4,140,2,255
4,140,3,258
4,140,4,258
4,140,5,255
4,140,6,213
4,140,7,210
4,141,0,258
4,141,1,267
4,141,2,306
4,141,3,210
4,141,4,258
4,141,5,255
4,141,6,264
4,141,7,201
4,142,0,1122
4,142,1,309
4,142,2,309
4,142,3,303
4,142,4,306
4,142,5,1224
4,142,6,312
4,142,7,312
4,143,0,303
4,143,1,309
4,143,2,294
4,143,3,768
4,143,4,306
4,143,5,315
4,143,6,297
4,143,7,300
4,144,0,252
4,144,1,216
4,144,2,210
4,144,3,216
4,144,4,264
4,144,5,258
4,144,6,276
4,144,7,306
4,145,0,264
4,145,1,264
4,145,2,204
4,145,3,210
4,145,4,261
4,145,5,258
4,145,6,270
4,145,7,297
4,146,0,312
4,146,1,300
4,146,2,315
4,146,3,300
4,146,4,297
4,146,5,306
4,146,6,306
4,146,7,315
4,147,0,1269
4,147,1,306
4,147,2,309
4,147,3,303
4,147,4,303
4,147,5,1092
4,147,6,300
4,147,7,315
4,148,0,306
4,148,1,297
4,148,2,303
4,148,3,306
4,148,4,318
4,148,5,309
4,148,6,312
4,148,7,1074
4,149,0,300
4,149,1,309
4,149,2,312
4,149,3,312
4,149,4,294
4,149,5,831
4,149,6,312
4,149,7,315
4,150,0,258
4,150,1,258
4,150,2,213
4,150,3,213
4,150,4,261
4,150,5,309
4,150,6,210
4,150,7,273
4,151,0,258
4,151,1,264
4,151,2,216
4,151,3,213
4,151,4,201
4,151,5,264
4,151,6,315
4,151,7,300
4,152,0,312
4,152,1,318
4,152,2,318
4,152,3,315
4,152,4,321
4,152,5,312
4,152,6,309
4,152,7,300
4,153,0,312
4,153,1,1023
4,153,2,321
4,153,3,309
4,153,4,309
4,153,5,273
4,153,6,315
4,153,7,318
4,154,0,303
4,154,1,264
4,154,2,270
4,154,3,306
4,154,4,270
4,154,5,306
4,154,6,300
4,154,7,267
4,155,0,303
4,155,1,255
4,155,2,258
4,155,3,261
4,155,4,264
4,155,5,255
4,155,6,276
4,155,7,291
4,156,0,264
4,156,1,261
4,156,2,270
4,156,3,219
4,156,4,219
4,156,5,255
4,156,6,288
4,156,7,288
4,157,0,264
4,157,1,267
4,157,2,213
4,157,3,282
4,157,4,306
4,157,5,216
4,157,6,261
4,157,7,303
4,158,0,312
4,158,1,300
4,158,2,306
4,158,3,303
4,158,4,309
4,158,5,297
4,158,6,294
4,158,7,741
4,159,0,306
4,159,1,306
4,159,2,303
4,159,3,306
4,159,4,297
4,159,5,312
4,159,6,312
4,159,7,312
4,160,0,258
4,160,1,261
4,160,2,258
4,160,3,255
4,160,4,258
4,160,5,264
4,160,6,213
4,160,7,294
4,161,0,255
4,161,1,303
4,161,2,219
4,161,3,213
4,161,4,264
4,161,5,264
4,161,6,210
4,161,7,264
4,162,0,309
4,162,1,303
4,162,2,303
4,162,3,306
4,162,4,1257
4,162,5,303
4,162,6,312
4,162,7,312
4,163,0,306
4,163,1,309
4,163,2,1191
4,163,3,309
4,163,4,309
4,163,5,309
4,163,6,303
4,163,7,1224
4,164,0,309
4,164,1,816
4,164,2,303
4,164,3,300
4,164,4,303
4,164,5,300
4,164,6,294
4,164,7,867
4,165,0,312
4,165,1,300
4,165,2,312
4,165,3,309
4,165,4,297
4,165,5,864
4,165,6,306
4,165,7,315
4,166,0,261
4,166,1,264
4,166,2,264
4,166,3,213
4,166,4,273
4,166,5,258
4,166,6,291
4,166,7,297
4,167,0,306
4,167,1,273
4,167,2,291
4,167,3,213
4,167,4,264
4,167,5,270
4,167,6,297
4,167,7,210
4,168,0,312
4,168,1,309
4,168,2,306
4,168,3,297
4,168,4,303
4,168,5,297
4,168,6,294
4,168,7,309
4,169,0,306
4,169,1,297
4,169,2,312
4,169,3,306
4,169,4,300
4,169,5,1233
4,169,6,300
4,169,7,306
4,170,0,252
4,170,1,261
4,170,2,207
4,170,3,216
4,170,4,264
4,170,5,294
4,170,6,276
4,170,7,282
4,171,0,255
4,171,1,261
4,171,2,252
4,171,3,270
4,171,4,270
4,171,5,258
4,171,6,216
4,171,7,270
4,172,0,270
4,172,1,216
4,172,2,213
4,172,3,207
4,172,4,255
4,172,5,264
4,172,6,261
4,172,7,309
4,173,0,267
4,173,1,258
4,173,2,264
4,173,3,264
4,173,4,264
4,173,5,264
4,173,6,294
4,173,7,273
4,174,0,303
4,174,1,717
4,174,2,309
4,174,3,318
4,174,4,309
4,174,5,303
4,174,6,315
4,174,7,1005
4,175,0,300
4,175,1,813
4,175,2,300
4,175,3,312
4,175,4,303
4,175,5,300
4,175,6,300
4,175,7,963
4,176,0,258
4,176,1,258
4,176,2,267
4,176,3,297
4,176,4,261
4,176,5,258
4,176,6,201
4,176,7,288
4,177,0,273
4,177,1,219
4,177,2,207
4,177,3,285
4,177,4,258
4,177,5,267
4,177,6,276
4,177,7,282
4,178,0,297
4,178,1,303
4,178,2,318
4,178,3,309
4,178,4,306
4,178,5,294
4,178,6,294
4,178,7,297
4,179,0,300
4,179,1,300
4,179,2,963
4,179,3,303
4,179,4,309
4,179,5,294
4,179,6,306
4,179,7,303
4,180,0,303
4,180,1,306
4,180,2,306
4,180,3,300
4,180,4,312
4,180,5,1140
4,180,6,297
4,180,7,306
4,181,0,309
4,181,1,303
4,181,2,300
4,181,3,1029
4,181,4,303
4,181,5,306
4,181,6,300
4,181,7,309
4,182,0,264
4,182,1,264
4,182,2,261
4,182,3,261
4,182,4,258
4,182,5,264
4,182,6,216
4,182,7,300
4,183,0,255
4,183,1,264
4,183,2,291
4,183,3,213
4,183,4,258
4,183,5,258
4,183,6,273
4,183,7,297
4,184,0,309
4,184,1,309
4,184,2,303
4,184,3,966
4,184,4,309
4,184,5,309
4,184,6,300
4,184,7,306
4,185,0,303
4,185,1,699
4,185,2,312
4,185,3,306
4,185,4,258
4,185,5,270
4,185,6,300
4,185,7,315
4,186,0,300
4,186,1,270
4,186,2,267
4,186,3,282
4,186,4,288
4,186,5,315
4,186,6,312
4,186,7,213
4,187,0,270
4,187,1,315
4,187,2,267
4,187,3,279
4,187,4,273
4,187,5,315
4,187,6,339
4,187,7,216
4,188,0,261
4,188,1,306
4,188,2,297
4,188,3,282
4,188,4,276
4,188,5,264
4,188,6,315
4,188,7,258
4,189,0,267
4,189,1,258
4,189,2,258
4,189,3,264
4,189,4,255
4,189,5,261
4,189,6,306
4,189,7,264
4,190,0,1191
4,190,1,312
4,190,2,306
4,190,3,303
4,190,4,309
4,190,5,315
4,190,6,303
4,190,7,306
4,191,0,309
4,191,1,315
4,191,2,309
4,191,3,300
4,191,4,303
4,191,5,1104
4,191,6,315
4,191,7,312
4,192,0,306
4,192,1,306
4,192,2,294
4,192,3,948
4,192,4,306
4,192,5,312
4,192,6,315
4,192,7,297
4,193,0,303
4,193,1,309
4,193,2,312
4,193,3,300
4,193,4,309
4,193,5,303
4,193,6,306
4,193,7,939
4,194,0,261
4,194,1,264
4,194,2,213
4,194,3,210
4,194,4,258
4,194,5,273
4,194,6,282
4,194,7,288
4,195,0,312
4,195,1,306
4,195,2,273
4,195,3,258
4,195,4,252
4,195,5,261
4,195,6,279
4,195,7,291
4,196,0,255
4,196,1,267
4,196,2,258
4,196,3,261
4,196,4,258
4,196,5,267
4,196,6,288
4,196,7,267
4,197,0,258
4,197,1,261
4,197,2,210
4,197,3,261
4,197,4,255
4,197,5,261
4,197,6,303
4,197,7,258
4,198,0,306
4,198,1,1218
4,198,2,312
4,198,3,309
4,198,4,309
4,198,5,315
4,198,6,303
4,198,7,1155
4,199,0,300
4,199,1,309
4,199,2,303
4,199,3,312
4,199,4,297
4,199,5,306
4,199,6,306
4,199,7,972
4,200,0,258
4,200,1,255
4,200,2,207
4,200,3,216
4,200,4,255
4,200,5,255
4,200,6,267
4,200,7,210
4,201,0,297
4,201,1,267
4,201,2,213
4,201,3,210
4,201,4,255
4,201,5,300
4,201,6,303
4,201,7,216
4,202,0,312
4,202,1,300
4,202,2,315
4,202,3,303
4,202,4,297
4,202,5,312
4,202,6,303
4,202,7,309
4,203,0,300
4,203,1,306
4,203,2,306
4,203,3,309
4,203,4,306
4,203,5,1218
4,203,6,297
4,203,7,312
4,204,0,294
4,204,1,303
4,204,2,309
4,204,3,315
4,204,4,312
4,204,5,300
4,204,6,303
4,204,7,297
4,205,0,306
4,205,1,309
4,205,2,291
4,205,3,312
4,205,4,309
4,205,5,309
4,205,6,309
4,205,7,297
4,206,0,270
4,206,1,264
4,206,2,276
4,206,3,210
4,206,4,258
4,206,5,267
4,206,6,264
4,206,7,306
4,207,0,228
4,207,1,297
4,207,2,210
4,207,3,213
4,207,4,255
4,207,5,267
4,207,6,270
4,207,7,306
4,208,0,306
4,208,1,315
4,208,2,312
4,208,3,303
4,208,4,309
4,208,5,300
4,208,6,312
4,208,7,312
4,209,0,309
4,209,1,312
4,209,2,303
4,209,3,1152
4,209,4,312
4,209,5,309
4,209,6,309
4,209,7,303
4,210,0,264
4,210,1,255
4,210,2,216
4,210,3,213
4,210,4,255
4,210,5,258
4,210,6,273
4,210,7,291
4,211,0,258
4,211,1,255
4,211,2,267
4,211,3,261
4,211,4,258
4,211,5,258
4,211,6,210
4,211,7,261
4,212,0,261
4,212,1,258
4,212,2,255
4,212,3,210
4,212,4,264
4,212,5,282
4,212,6,267
4,212,7,294
4,213,0,255
4,213,1,267
4,213,2,273
4,213,3,288
4,213,4,261
4,213,5,261
4,213,6,288
4,213,7,288
4,214,0,1179
4,214,1,309
4,214,2,312
4,214,3,303
4,214,4,309
4,214,5,1275
4,214,6,303
4,214,7,318
4,215,0,303
4,215,1,297
4,215,2,315
4,215,3,300
4,215,4,300
4,215,5,294
4,215,6,297
4,215,7,813
4,216,0,258
4,216,1,273
4,216,2,300
4,216,3,210
4,216,4,255
4,216,5,255
4,216,6,276
4,216,7,279
4,217,0,261
4,217,1,261
4,217,2,264
4,217,3,258
4,217,4,267
4,217,5,261
4,217,6,264
4,217,7,279
4,218,0,306
4,218,1,309
4,218,2,309
4,218,3,303
4,218,4,1101
4,218,5,315
4,218,6,312
4,218,7,303
4,219,0,303
4,219,1,309
4,219,2,312
4,219,3,300
4,219,4,306
4,219,5,318
4,219,6,315
4,219,7,318
4,220,0,309
4,220,1,318
4,220,2,312
4,220,3,318
4,220,4,300
4,220,5,303
4,220,6,273
4,220,7,309
4,221,0,321
4,221,1,321
4,221,2,261
4,221,3,312
4,221,4,309
4,221,5,318
4,221,6,318
4,221,7,315
4,222,0,267
4,222,1,300
4,222,2,303
4,222,3,261
4,222,4,288
4,222,5,318
4,222,6,303
4,222,7,297
4,223,0,270
4,223,1,255
4,223,2,267
4,223,3,291
4,223,4,255
4,223,5,261
4,223,6,201
4,223,7,216
4,224,0,303
4,224,1,1209
4,224,2,312
4,224,3,303
4,224,4,303
4,224,5,312
4,224,6,300
4,224,7,297
4,225,0,1002
4,225,1,309
4,225,2,312
4,225,3,309
4,225,4,306
4,225,5,309
4,225,6,303
4,225,7,306
4,226,0,255
4,226,1,258
4,226,2,264
4,226,3,258
4,226,4,258
4,226,5,258
4,226,6,303
4,226,7,297
4,227,0,261
4,227,1,258
4,227,2,207
4,227,3,210
4,227,4,261
4,227,5,255
4,227,6,309
4,227,7,258
4,228,0,264
4,228,1,261
4,228,2,264
4,228,3,255
4,228,4,267
4,228,5,294
4,228,6,303
4,228,7,279
4,229,0,261
4,229,1,258
4,229,2,267
4,229,3,204
4,229,4,264
4,229,5,264
4,229,6,213
4,229,7,270
4,230,0,303
4,230,1,294
4,230,2,294
4,230,3,267
4,230,4,303
4,230,5,300
4,230,6,309
4,230,7,306
4,231,0,309
4,231,1,294
4,231,2,1188
4,231,3,303
4,231,4,303
4,231,5,309
4,231,6,309
4,231,7,1179
4,232,0,255
4,232,1,255
4,232,2,273
4,232,3,261
4,232,4,255
4,232,5,270
4,232,6,270
4,232,7,264
4,233,0,264
4,233,1,279
4,233,2,273
4,233,3,210
4,233,4,252
4,233,5,264
4,233,6,288
4,233,7,294
4,234,0,1080
4,234,1,309
4,234,2,306
4,234,3,306
4,234,4,309
4,234,5,309
4,234,6,294
4,234,7,1080
4,235,0,303
4,235,1,312
4,235,2,303
4,235,3,309
4,235,4,312
4,235,5,1050
4,235,6,312
4,235,7,300
4,236,0,312
4,236,1,303
4,236,2,297
4,236,3,825
4,236,4,303
4,236,5,297
4,236,6,297
4,236,7,309
4,237,0,315
4,237,1,1260
4,237,2,309
4,237,3,303
4,237,4,300
4,237,5,294
4,237,6,303
4,237,7,765
4,238,0,255
4,238,1,258
4,238,2,207
4,238,3,213
4,238,4,267
4,238,5,261
4,238,6,297
4,238,7,219
4,239,0,255
4,239,1,261
4,239,2,267
4,239,3,258
4,239,4,258
4,239,5,261
4,239,6,270
4,239,7,297
4,240,0,729
4,240,1,300
4,240,2,306
4,240,3,309
4,240,4,306
4,240,5,1230
4,240,6,309
4,240,7,312
4,241,0,309
4,241,1,306
4,241,2,312
4,241,3,1137
4,241,4,300
4,241,5,306
4,241,6,306
4,241,7,312
4,242,0,261
4,242,1,264
4,242,2,216
4,242,3,306
4,242,4,258
4,242,5,252
4,242,6,282
4,242,7,300
4,243,0,261
4,243,1,261
4,243,2,297
4,243,3,258
4,243,4,258
4,243,5,258
4,243,6,279
4,243,7,261
4,244,0,267
4,244,1,258
4,244,2,261
4,244,3,255
4,244,4,252
4,244,5,267
4,244,6,270
4,244,7,276
4,245,0,261
4,245,1,258
4,245,2,216
4,245,3,213
4,245,4,258
4,245,5,303
4,245,6,264
4,245,7,264
4,246,0,309
4,246,1,312
4,246,2,300
4,246,3,1053
4,246,4,303
4,246,5,312
4,246,6,303
4,246,7,303
4,247,0,297
4,247,1,747
4,247,2,300
4,247,3,312
4,247,4,309
4,247,5,300
4,247,6,300
4,247,7,300
4,248,0,267
4,248,1,255
4,248,2,270
4,248,3,252
4,248,4,258
4,248,5,258
4,248,6,210
4,248,7,294
4,249,0,261
4,249,1,258
4,249,2,258
4,249,3,258
4,249,4,255
4,249,5,261
4,249,6,270
4,249,7,210
4,250,0,300
4,250,1,705
4,250,2,303
4,250,3,309
4,250,4,303
4,250,5,303
4,250,6,309
4,250,7,312
4,251,0,303
4,251,1,1110
4,251,2,309
4,251,3,312
4,251,4,309
4,251,5,312
4,251,6,300
4,251,7,942
4,252,0,309
4,252,1,306
4,252,2,303
4,252,3,312
4,252,4,303
4,252,5,303
4,252,6,303
4,252,7,1002
4,253,0,309
4,253,1,306
4,253,2,303
4,253,3,309
4,253,4,300
4,253,5,312
4,253,6,300
4,253,7,306
4,254,0,276
4,254,1,273
4,254,2,261
4,254,3,288
4,254,4,300
4,254,5,309
4,254,6,303
4,254,7,219
4,255,0,267
4,255,1,273
4,255,2,306
4,255,3,285
4,255,4,312
4,255,5,306
4,255,6,219
4,255,7,261
4,256,0,282
4,256,1,303
4,256,2,315
4,256,3,306
4,256,4,312
4,256,5,318
4,256,6,306
4,256,7,318
4,257,0,387
4,257,1,312
4,257,2,303
4,257,3,300
4,257,4,303
4,257,5,312
4,257,6,306
4,257,7,309
4,258,0,258
4,258,1,255
4,258,2,258
4,258,3,267
4,258,4,267
4,258,5,267
4,258,6,255
4,258,7,261
4,259,0,258
4,259,1,258
4,259,2,261
4,259,3,258
4,259,4,258
4,259,5,255
4,259,6,267
4,259,7,255
4,260,0,255
4,260,1,258
4,260,2,264
4,260,3,264
4,260,4,267
4,260,5,258
4,260,6,264
4,260,7,258
4,261,0,267
4,261,1,258
4,261,2,282
4,261,3,297
4,261,4,261
4,261,5,258
4,261,6,261
4,261,7,258
4,262,0,309
4,262,1,312
4,262,2,303
4,262,3,1080
4,262,4,309
4,262,5,312
4,262,6,312
4,262,7,303
4,263,0,291
4,263,1,996
4,263,2,309
4,263,3,306
4,263,4,300
4,263,5,297
4,263,6,303
4,263,7,300
4,264,0,255
4,264,1,255
4,264,2,261
4,264,3,261
4,264,4,255
4,264,5,258
4,264,6,255
4,264,7,261
4,265,0,300
4,265,1,258
4,265,2,258
4,265,3,255
4,265,4,264
4,265,5,309
4,265,6,258
4,265,7,273
4,266,0,312
4,266,1,1077
4,266,2,303
4,266,3,303
4,266,4,309
4,266,5,300
4,266,6,303
4,266,7,804
4,267,0,309
4,267,1,303
4,267,2,300
4,267,3,306
4,267,4,297
4,267,5,873
4,267,6,309
4,267,7,309
4,268,0,309
4,268,1,1266
4,268,2,309
4,268,3,309
4,268,4,294
4,268,5,795
4,268,6,315
4,268,7,306
4,269,0,258
4,269,1,996
4,269,2,297
4,269,3,297
4,269,4,252
4,269,5,294
4,269,6,300
4,269,7,303
4,270,0,264
4,270,1,261
4,270,2,258
4,270,3,258
4,270,4,255
4,270,5,258
4,270,6,261
4,270,7,270
4,271,0,267
4,271,1,264
4,271,2,255
4,271,3,255
4,271,4,270
4,271,5,264
4,271,6,300
4,271,7,258
4,272,0,309
4,272,1,306
4,272,2,303
4,272,3,300
4,272,4,306
4,272,5,300
4,272,6,306
4,272,7,309
4,273,0,309
4,273,1,1113
4,273,2,309
4,273,3,306
4,273,4,303
4,273,5,312
4,273,6,309
4,273,7,1128
4,274,0,255
4,274,1,258
4,274,2,258
4,274,3,318
4,274,4,258
4,274,5,261
4,274,6,261
4,274,7,264
4,275,0,258
4,275,1,261
4,275,2,264
4,275,3,270
4,275,4,264
4,275,5,264
4,275,6,261
4,275,7,255
4,276,0,303
4,276,1,261
4,276,2,261
4,276,3,255
4,276,4,264
4,276,5,261
4,276,6,258
4,276,7,264
4,277,0,255
4,277,1,261
4,277,2,258
4,277,3,258
4,277,4,255
4,277,5,261
4,277,6,261
4,277,7,261
4,278,0,303
4,278,1,306
4,278,2,309
4,278,3,1287
4,278,4,309
4,278,5,312
4,278,6,318
4,278,7,306
4,279,0,300
4,279,1,303
4,279,2,1263
4,279,3,306
4,279,4,312
4,279,5,300
4,279,6,303
4,279,7,1224
4,280,0,261
4,280,1,255
4,280,2,255
4,280,3,267
4,280,4,252
4,280,5,261
4,280,6,258
4,280,7,261
4,281,0,303
4,281,1,255
4,281,2,264
4,281,3,261
4,281,4,261
4,281,5,264
4,281,6,255
4,281,7,261
4,282,0,297
4,282,1,303
4,282,2,309
4,282,3,300
4,282,4,1161
4,282,5,297
4,282,6,312
4,282,7,300
4,283,0,291
4,283,1,948
4,283,2,300
4,283,3,837
4,283,4,312
4,283,5,300
4,283,6,306
4,283,7,300
4,284,0,306
4,284,1,309
4,284,2,309
4,284,3,303
4,284,4,291
4,284,5,1065
4,284,6,306
4,284,7,312
4,285,0,303
4,285,1,303
4,285,2,303
4,285,3,798
4,285,4,300
4,285,5,306
4,285,6,306
4,285,7,306
4,286,0,255
4,286,1,258
4,286,2,255
4,286,3,267
4,286,4,264
4,286,5,258
4,286,6,267
4,286,7,255
4,287,0,255
4,287,1,258
4,287,2,258
4,287,3,309
4,287,4,264
4,287,5,255
4,287,6,264
4,287,7,261
4,288,0,321
4,288,1,312
4,288,2,315
4,288,3,309
4,288,4,312
4,288,5,315
4,288,6,312
4,288,7,315
4,289,0,315
4,289,1,315
4,289,2,282
4,289,3,300
4,289,4,258
4,289,5,294
4,289,6,318
4,289,7,324
4,290,0,261
4,290,1,261
4,290,2,270
4,290,3,267
4,290,4,315
4,290,5,261
4,290,6,267
4,290,7,309
4,291,0,303
4,291,1,261
4,291,2,261
4,291,3,255
4,291,4,258
4,291,5,267
4,291,6,258
4,291,7,267
4,292,0,264
4,292,1,273
4,292,2,261
4,292,3,267
4,292,4,267
4,292,5,258
4,292,6,258
4,292,7,255
4,293,0,258
4,293,1,258
4,293,2,255
4,293,3,264
4,293,4,270
4,293,5,261
4,293,6,264
4,293,7,261
4,294,0,297
4,294,1,933
4,294,2,312
4,294,3,921
4,294,4,306
4,294,5,306
4,294,6,306
4,294,7,309
4,295,0,309
4,295,1,303
4,295,2,315
4,295,3,300
4,295,4,306
4,295,5,312
4,295,6,309
4,295,7,309
4,296,0,261
4,296,1,267
4,296,2,252
4,296,3,273
4,296,4,267
4,296,5,261
4,296,6,258
4,296,7,255
4,297,0,261
4,297,1,264
4,297,2,255
4,297,3,261
4,297,4,258
4,297,5,258
4,297,6,261
4,297,7,267
4,298,0,984
4,298,1,300
4,298,2,309
4,298,3,303
4,298,4,306
4,298,5,1185
4,298,6,822
4,298,7,300
4,299,0,306
4,299,1,303
4,299,2,303
4,299,3,303
4,299,4,309
4,299,5,312
4,299,6,1230
4,299,7,309
4,300,0,306
4,300,1,303
4,300,2,309
4,300,3,312
4,300,4,1152
4,300,5,312
4,300,6,300
4,300,7,303
4,301,0,303
4,301,1,309
4,301,2,306
4,301,3,300
4,301,4,303
4,301,5,309
4,301,6,303
4,301,7,1236
4,302,0,258
4,302,1,267
4,302,2,264
4,302,3,258
4,302,4,264
4,302,5,270
4,302,6,252
4,302,7,267
4,303,0,297
4,303,1,264
4,303,2,258
4,303,3,294
4,303,4,255
4,303,5,255
4,303,6,267
4,303,7,258
4,304,0,309
4,304,1,315
4,304,2,300
4,304,3,306
4,304,4,1263
4,304,5,297
4,304,6,309
4,304,7,303
4,305,0,306
4,305,1,1002
4,305,2,300
4,305,3,309
4,305,4,309
4,305,5,306
4,305,6,300
4,305,7,309
4,306,0,264
4,306,1,264
4,306,2,261
4,306,3,297
4,306,4,255
4,306,5,255
4,306,6,255
4,306,7,258
4,307,0,261
4,307,1,261
4,307,2,267
4,307,3,255
4,307,4,258
4,307,5,261
4,307,6,261
4,307,7,264
4,308,0,258
4,308,1,270
4,308,2,255
4,308,3,258
4,308,4,258
4,308,5,252
4,308,6,264
4,308,7,303
4,309,0,255
4,309,1,264
4,309,2,264
4,309,3,261
4,309,4,267
4,309,5,300
4,309,6,255
4,309,7,264
4,310,0,312
4,310,1,300
4,310,2,306
4,310,3,303
4,310,4,300
4,310,5,315
4,310,6,309
4,310,7,312
4,311,0,1239
4,311,1,306
4,311,2,309
4,311,3,306
4,311,4,303
4,311,5,315
4,311,6,1107
4,311,7,303
4,312,0,255
4,312,1,258
4,312,2,255
4,312,3,261
4,312,4,261
4,312,5,258
4,312,6,264
4,312,7,264
4,313,0,264
4,313,1,255
4,313,2,258
4,313,3,258
4,313,4,264
4,313,5,267
4,313,6,264
4,313,7,258
4,314,0,1083
4,314,1,309
4,314,2,312
4,314,3,306
4,314,4,309
4,314,5,312
4,314,6,309
4,314,7,1221
4,315,0,312
4,315,1,306
4,315,2,312
4,315,3,309
4,315,4,303
4,315,5,822
4,315,6,300
4,315,7,306
4,316,0,300
4,316,1,306
4,316,2,291
4,316,3,864
4,316,4,303
4,316,5,303
4,316,6,315
4,316,7,300
4,317,0,1119
4,317,1,312
4,317,2,309
4,317,3,312
4,317,4,306
4,317,5,1077
4,317,6,306
4,317,7,297
4,318,0,270
4,318,1,261
4,318,2,264
4,318,3,255
4,318,4,252
4,318,5,267
4,318,6,255
4,318,7,267
4,319,0,261
4,319,1,255
4,319,2,261
4,319,3,258
4,319,4,267
4,319,5,267
4,319,6,258
4,319,7,273
4,320,0,258
4,320,1,255
4,320,2,264
4,320,3,261
4,320,4,264
4,320,5,261
4,320,6,258
4,320,7,261
4,321,0,267
4,321,1,258
4,321,2,264
4,321,3,255
4,321,4,255
4,321,5,264
