TrainingSize,Cycles
12,51
13,51
14,51
15,48
16,210
17,213
18,210
19,75
20,198
21,210
22,261
23,207
24,207
25,51
26,54
27,204
28,291
29,297
30,204
31,207
0,189
1,204
2,207
3,48
4,45
5,51
6,204
7,45
8,51
9,210
10,45
11,207
12,48
13,219
14,45
15,69
16,210
17,51
18,210
19,45
20,213
21,198
22,255
23,198
24,45
25,261
26,264
27,204
28,207
29,216
30,234
31,210
0,201
1,48
2,201
3,45
4,54
5,216
6,207
7,48
8,45
9,153
10,51
11,303
12,216
13,51
14,45
15,207
16,216
17,201
18,45
19,72
20,45
21,201
22,255
23,219
24,255
25,213
26,225
27,324
28,210
29,213
30,210
31,207
0,189
1,213
2,48
3,45
4,48
5,51
6,207
7,48
8,51
9,66
10,105
11,207
12,243
13,216
14,213
15,207
16,213
17,51
18,51
19,219
20,66
21,207
22,258
23,198
24,207
25,210
26,51
27,225
28,45
29,222
30,213
31,213
0,213
1,45
2,207
3,51
4,45
5,45
6,207
7,105
8,210
9,54
10,222
11,213
12,45
13,48
14,198
15,51
16,213
17,45
18,210
19,63
20,210
21,213
22,264
23,45
24,258
25,51
26,51
27,210
28,210
29,213
30,300
31,204
0,1071
1,213
2,204
3,51
4,51
5,51
6,201
7,51
8,84
9,222
10,51
11,216
12,51
13,210
14,51
15,48
16,207
17,48
18,207
19,45
20,45
21,213
22,258
23,207
24,267
25,213
26,210
27,201
28,210
29,210
30,210
31,219
0,390
1,54
2,48
3,45
4,45
5,54
6,228
7,51
8,48
9,45
10,45
11,210
12,45
13,213
14,45
15,216
16,225
17,54
18,45
19,45
20,96
21,207
22,255
23,45
24,204
25,45
26,210
27,213
28,210
29,213
30,210
31,252
0,186
1,45
2,51
3,45
4,48
5,51
6,207
7,45
8,48
9,51
10,108
11,201
12,216
13,213
14,51
15,51
16,213
17,45
18,216
19,87
20,72
21,45
22,264
23,264
24,207
25,213
26,45
27,273
28,285
29,210
30,216
31,219
0,198
1,201
2,210
3,45
4,51
5,45
6,204
7,48
8,45
9,48
10,87
11,207
12,45
13,222
14,45
15,51
16,204
17,216
18,216
19,45
20,45
21,216
22,258
23,54
24,264
25,216
26,78
27,222
28,222
29,207
30,204
31,210
0,186
1,54
2,213
3,54
4,45
5,51
6,207
7,45
8,210
9,96
10,51
11,210
12,45
13,48
14,45
15,48
16,210
17,225
18,51
19,78
20,51
21,60
22,267
23,252
24,204
25,264
26,219
27,207
28,210
29,219
30,201
31,219
0,186
1,48
2,213
3,48
4,45
5,45
6,201
7,45
8,48
9,213
10,54
11,213
12,45
13,54
14,54
15,51
16,225
17,45
18,108
19,69
20,228
21,210
22,258
23,213
24,258
25,210
26,213
27,207
28,210
29,207
30,201
31,219
0,195
1,48
2,903
3,51
4,54
5,207
6,204
7,45
8,216
9,114
10,216
11,201
12,54
13,207
14,48
15,45
16,213
17,45
18,45
19,45
20,216
21,207
22,264
23,45
24,45
25,210
26,216
27,198
28,219
29,51
30,54
31,210
0,312
1,39
2,51
3,45
4,45
5,48
6,204
7,204
8,48
9,45
10,51
11,213
12,45
13,48
14,51
15,48
16,225
17,237
18,45
19,213
20,216
21,204
22,258
23,45
24,210
25,270
26,204
27,207
28,264
29,216
30,207
31,219
0,825
1,45
2,48
3,225
4,45
5,45
6,210
7,45
8,45
9,213
10,213
11,207
12,54
13,51
14,51
15,75
16,213
17,60
18,399
19,234
20,213
21,201
22,264
23,252
24,258
25,255
26,252
27,213
28,207
29,51
30,204
31,207
0,198
1,54
2,216
3,45
4,45
5,54
6,216
7,45
8,75
9,117
10,45
11,198
12,45
13,51
14,45
15,201
16,210
17,207
18,213
19,216
20,213
21,75
22,273
23,48
24,219
25,288
26,45
27,258
28,243
29,225
30,291
31,216
0,267
1,48
2,45
3,45
4,45
5,201
6,207
7,51
8,45
9,45
10,51
11,237
12,54
13,45
14,51
15,45
16,270
17,204
18,216
19,45
20,39
21,198
22,282
23,210
24,60
25,273
26,222
27,213
28,327
29,309
30,267
31,216
0,153
1,207
2,291
3,45
4,45
5,54
6,237
7,51
8,48
9,120
10,57
11,216
12,51
13,45
14,45
15,54
16,240
17,45
18,57
19,210
20,213
21,258
22,252
23,51
24,261
25,54
26,45
27,198
28,216
29,216
30,210
31,219
0,156
1,51
2,216
3,45
4,51
5,51
6,210
7,54
8,225
9,45
10,51
11,207
12,45
13,54
14,45
15,45
16,210
17,45
18,210
19,84
20,48
21,216
22,270
23,282
24,213
25,210
26,45
27,231
28,216
29,354
30,201
31,282
0,192
1,210
2,51
3,51
4,42
5,57
6,198
7,120
8,69
9,237
10,39
11,228
12,39
13,69
14,228
15,54
16,237
17,204
18,216
19,72
20,267
21,39
22,270
23,57
24,57
25,39
26,45
27,429
28,231
29,198
30,204
31,444
0,183
1,234
2,57
3,228
4,42
5,42
6,213
7,198
8,54
9,42
10,60
11,204
12,45
13,213
14,45
15,51
16,222
17,45
18,225
19,210
20,222
21,123
22,264
23,51
24,261
25,45
26,204
27,204
28,207
29,72
30,207
31,267
0,363
1,54
2,207
3,45
4,39
5,105
6,195
7,195
8,201
9,228
10,39
11,225
12,39
13,204
14,192
15,66
16,225
17,42
18,204
19,42
20,228
21,219
22,267
23,42
24,267
25,237
26,198
27,222
28,195
29,222
30,66
31,279
0,183
1,192
2,198
3,39
4,39
5,66
6,195
7,69
8,228
9,117
10,45
11,210
12,51
13,219
14,45
15,54
16,213
17,51
18,51
19,45
20,84
21,45
22,258
23,201
24,261
25,210
26,210
27,222
28,216
29,45
30,210
31,51
0,195
1,45
2,45
3,45
4,45
5,45
6,204
7,114
8,54
9,105
10,207
11,213
12,45
13,45
14,45
15,45
16,207
17,54
18,201
19,48
20,45
21,45
22,261
23,216
24,210
25,258
26,51
27,198
28,72
29,213
30,210
31,222
0,189
1,45
2,51
3,54
4,45
5,51
6,207
7,201
8,51
9,48
10,45
11,213
12,51
13,213
14,48
15,45
16,213
17,51
18,207
19,45
20,207
21,54
22,264
23,207
24,258
25,255
26,207
27,198
28,45
29,201
30,210
31,210
0,198
1,45
2,45
3,213
4,45
5,51
6,207
7,207
8,51
9,114
10,48
11,216
12,213
13,210
14,198
15,210
16,210
17,45
18,78
19,51
20,45
21,45
22,255
23,207
24,216
25,261
26,45
27,204
28,255
29,48
30,69
31,216
0,1038
1,51
2,210
3,45
4,45
5,45
6,207
7,45
8,51
9,93
10,48
11,207
12,45
13,45
14,51
15,213
16,204
17,45
18,45
19,234
20,210
21,48
22,291
23,261
24,258
25,273
26,210
27,210
28,225
29,210
30,201
31,213
0,183
1,54
2,45
3,51
4,51
5,51
6,201
7,45
8,72
9,216
10,48
11,213
12,225
13,45
14,54
15,45
16,276
17,45
18,45
19,213
20,207
21,219
22,258
23,255
24,45
25,258
26,45
27,207
28,210
29,204
30,204
31,207
0,204
1,48
2,45
3,51
4,51
5,54
6,210
7,45
8,51
9,51
10,51
11,219
12,204
13,48
14,51
15,45
16,216
17,45
18,48
19,216
20,45
21,204
22,258
23,207
24,51
25,216
26,210
27,198
28,216
29,213
30,204
31,204
0,192
1,45
2,51
3,45
4,45
5,213
6,207
7,204
8,45
9,213
10,54
11,210
12,210
13,48
14,72
15,51
16,210
17,210
18,45
19,51
20,45
21,45
22,255
23,258
24,54
25,210
26,51
27,204
28,210
29,210
30,45
31,54
0,1017
1,45
2,45
3,48
4,45
5,48
6,210
7,45
8,45
9,45
10,93
11,207
12,48
13,54
14,207
15,45
16,213
17,45
18,207
19,111
20,213
21,213
22,270
23,207
24,45
25,45
26,45
27,333
28,216
29,201
30,222
31,216
0,183
1,204
2,204
3,45
4,45
5,45
6,204
7,54
8,210
9,132
10,51
11,261
12,45
13,51
14,45
15,294
16,216
17,300
18,51
19,45
20,312
21,48
22,264
23,204
24,48
25,210
26,48
27,198
28,51
29,216
30,204
31,216
0,189
1,45
2,51
3,51
4,45
5,45
6,216
7,45
8,210
9,51
10,54
11,207
12,210
13,45
14,45
15,198
16,216
17,54
18,48
19,48
20,51
21,204
22,261
23,45
24,255
25,48
26,210
27,198
28,216
29,216
30,213
31,51
0,195
1,207
2,201
3,216
4,51
5,45
6,207
7,120
8,45
9,210
10,45
11,201
12,45
13,45
14,45
15,54
16,207
17,51
18,51
19,45
20,54
21,204
22,267
23,207
24,258
25,216
26,213
27,207
28,213
29,207
30,213
31,213
0,246
1,204
2,48
3,45
4,54
5,51
6,207
7,45
8,51
9,99
10,87
11,219
12,48
13,45
14,45
15,45
16,210
17,45
18,48
19,48
20,45
21,204
22,267
23,213
24,213
25,45
26,213
27,204
28,210
29,204
30,48
31,213
0,204
1,51
2,45
3,45
4,48
5,51
6,210
7,48
8,45
9,93
10,45
11,210
12,45
13,45
14,45
15,48
16,222
17,234
18,45
19,45
20,48
21,45
22,261
23,258
24,54
25,270
26,45
27,210
28,45
29,213
30,207
31,210
0,192
1,45
2,45
3,54
4,54
5,51
6,201
7,195
8,210
9,105
10,207
11,207
12,54
13,210
14,45
15,204
16,213
17,210
18,45
19,210
20,87
21,204
22,258
23,258
24,258
25,258
26,210
27,204
28,54
29,219
30,210
31,210
0,999
1,51
2,213
3,54
4,48
5,51
6,207
7,54
8,48
9,54
10,102
11,204
12,54
13,45
14,198
15,45
16,210
17,207
18,45
19,54
20,207
21,45
22,264
23,255
24,45
25,45
26,45
27,204
28,207
29,207
30,207
31,216
0,189
1,45
2,45
3,51
4,45
5,45
6,207
7,207
8,45
9,45
10,213
11,216
12,45
13,45
14,204
15,45
16,213
17,51
18,45
19,213
20,45
21,231
22,264
23,261
24,54
25,219
26,207
27,207
28,219
29,210
30,219
31,222
0,192
1,45
2,213
3,45
4,51
5,45
6,207
7,54
8,45
9,105
10,219
11,219
12,45
13,51
14,51
15,45
16,207
17,225
18,45
19,54
20,51
21,45
22,255
23,204
24,45
25,219
26,48
27,201
28,51
29,216
30,204
31,51
0,189
1,45
2,51
3,45
4,45
5,48
6,201
7,51
8,45
9,111
10,45
11,207
12,45
13,213
14,201
15,51
16,207
17,48
18,237
19,72
20,222
21,216
22,255
23,207
24,207
25,45
26,51
27,222
28,48
29,210
30,219
31,210
0,195
1,48
2,207
3,45
4,45
5,48
6,207
7,198
8,213
9,126
10,117
11,207
12,51
13,51
14,45
15,45
16,213
17,210
18,225
19,51
20,225
21,48
22,264
23,51
24,273
25,258
26,210
27,207
28,45
29,201
30,300
31,48
0,201
1,45
2,210
3,45
4,45
5,48
6,204
7,51
8,213
9,126
10,210
11,210
12,45
13,213
14,45
15,48
16,207
17,45
18,45
19,51
20,48
21,45
22,261
23,207
24,219
25,213
26,207
27,228
28,213
29,213
30,219
31,228
0,192
1,204
2,213
3,51
4,51
5,48
6,216
7,99
8,45
9,45
10,45
11,216
12,48
13,48
14,45
15,48
16,213
17,96
18,213
19,48
20,54
21,201
22,255
23,207
24,213
25,279
26,219
27,210
28,210
29,210
30,201
31,213
0,483
1,45
2,45
3,45
4,45
5,45
6,207
7,45
8,81
9,213
10,201
11,204
12,48
13,45
14,48
15,45
16,216
17,99
18,51
19,207
20,45
21,204
22,258
23,213
24,51
25,48
26,201
27,201
28,210
29,213
30,207
31,210
0,204
1,51
2,48
3,45
4,51
5,51
6,201
7,45
8,90
9,51
10,45
11,207
12,225
13,216
14,51
15,54
16,216
17,207
18,45
19,51
20,204
21,198
22,255
23,207
24,267
25,207
26,219
27,216
28,207
29,210
30,210
31,219
0,876
1,45
2,207
3,51
4,48
5,45
6,201
7,51
8,45
9,45
10,132
11,216
12,45
13,45
14,45
15,216
16,207
17,48
18,54
19,99
20,207
21,51
22,258
23,51
24,267
25,255
26,45
27,207
28,216
29,210
30,204
31,204
0,387
1,45
2,45
3,45
4,48
5,45
6,207
7,45
8,51
9,114
10,213
11,216
12,45
13,45
14,45
15,51
16,219
17,213
18,240
19,45
20,54
21,210
22,258
23,45
24,258
25,51
26,45
27,213
28,210
29,225
30,204
31,45
0,192
1,51
2,201
3,45
4,54
5,45
6,201
7,201
8,45
9,222
10,45
11,207
12,51
13,51
14,45
15,207
16,234
17,213
18,210
19,111
20,207
21,222
22,261
23,261
24,45
25,45
26,210
27,201
28,210
29,216
30,216
31,210
0,183
1,207
2,207
3,54
4,48
5,45
6,210
7,51
8,45
9,213
10,87
11,210
12,219
13,51
14,51
15,51
16,210
17,213
18,294
19,57
20,213
21,45
22,261
23,210
24,258
25,48
26,45
27,204
28,201
29,234
30,45
31,210
0,198
1,207
2,45
3,45
4,48
5,51
6,201
7,45
8,45
9,45
10,207
11,207
12,48
13,45
14,201
15,45
16,213
17,51
18,54
19,207
20,93
21,204
22,258
23,261
24,207
25,204
26,45
27,213
28,48
29,213
30,207
31,219
0,693
1,45
2,54
3,54
4,45
5,51
6,489
7,207
8,51
9,135
10,117
11,210
12,45
13,51
14,51
15,45
16,207
17,216
18,207
19,78
20,48
21,198
22,258
23,261
24,213
25,258
26,45
27,210
28,210
29,204
30,201
31,216
0,186
1,45
2,45
3,51
4,45
5,51
6,87
7,51
8,45
9,114
10,45
11,207
12,48
13,48
14,201
15,207
16,222
17,51
18,210
19,54
20,204
21,222
22,255
23,258
24,258
25,213
26,213
27,213
28,219
29,204
30,207
31,213
0,513
1,45
2,207
3,45
4,54
5,54
6,204
7,204
8,45
9,99
10,51
11,213
12,210
13,45
14,54
15,213
16,210
17,51
18,45
19,210
20,198
21,213
22,264
23,207
24,270
25,261
26,210
27,210
28,216
29,48
30,204
31,210
0,198
1,207
2,51
3,45
4,45
5,45
6,204
7,45
8,45
9,45
10,45
11,210
12,48
13,51
14,45
15,207
16,204
17,45
18,45
19,231
20,54
21,45
22,255
23,48
24,258
25,258
26,219
27,210
28,45
29,210
30,210
31,210
0,195
1,201
2,210
3,210
4,45
5,45
6,213
7,45
8,213
9,51
10,216
11,213
12,45
13,45
14,48
15,51
16,207
17,210
18,213
19,66
20,54
21,45
22,261
23,255
24,255
25,270
26,207
27,204
28,213
29,210
30,45
31,210
0,189
1,45
2,213
3,54
4,54
5,51
6,207
7,48
8,45
9,78
10,210
11,201
12,51
13,219
14,45
15,45
16,219
17,216
18,222
19,51
20,45
21,45
22,264
23,207
24,210
25,273
26,213
27,216
28,45
29,225
30,207
31,60
0,903
1,51
2,201
3,45
4,45
5,54
6,207
7,48
8,45
9,225
10,219
11,204
12,48
13,54
14,207
15,45
16,216
17,207
18,45
19,63
20,219
21,204
22,255
23,258
24,258
25,45
26,45
27,207
28,219
29,207
30,222
31,210
0,1074
1,207
2,48
3,45
4,45
5,51
6,207
7,48
8,213
9,48
10,54
11,207
12,216
13,45
14,204
15,45
16,216
17,228
18,210
19,45
20,210
21,216
22,255
23,255
24,213
25,258
26,210
27,210
28,216
29,225
30,204
31,237
0,183
1,207
2,210
3,45
4,48
5,45
6,204
7,48
8,45
9,45
10,207
11,213
12,45
13,45
14,48
15,48
16,213
17,225
18,45
19,51
20,63
21,144
22,267
23,255
24,258
25,54
26,204
27,198
28,231
29,210
30,207
31,213
0,189
1,201
2,207
3,45
4,48
5,45
6,204
7,51
8,45
9,45
10,156
11,210
12,216
13,51
14,45
15,48
16,210
17,219
18,225
19,102
20,210
21,45
22,255
23,255
24,54
25,45
26,210
27,201
28,207
29,201
30,207
31,216
0,480
1,45
2,45
3,45
4,51
5,45
6,198
7,207
8,51
9,45
10,210
11,207
12,210
13,54
14,45
15,45
16,219
17,207
18,54
19,45
20,213
21,54
22,255
23,207
24,45
25,210
26,210
27,204
28,45
29,51
30,210
31,210
0,858
1,204
2,210
3,51
4,45
5,45
6,207
7,51
8,51
9,99
10,207
11,210
12,213
13,51
14,51
15,207
16,207
17,216
18,216
19,210
20,87
21,45
22,255
23,261
24,255
25,216
26,207
27,276
28,258
29,219
30,210
31,216
0,147
1,45
2,216
3,45
4,45
5,54
6,207
7,201
8,54
9,99
10,111
11,219
12,48
13,213
14,45
15,198
16,210
17,51
18,51
19,210
20,201
21,204
22,270
23,255
24,258
25,213
26,216
27,201
28,270
29,216
30,207
31,54
0,198
1,195
2,207
3,51
4,54
5,51
6,234
7,51
8,48
9,222
10,117
11,207
12,45
13,45
14,45
15,45
16,210
17,213
18,210
19,48
20,222
21,210
22,255
23,261
24,51
25,225
26,51
27,198
28,54
29,210
30,216
31,123
0,195
1,201
2,45
3,45
4,45
5,48
6,207
7,117
8,51
9,93
10,225
11,216
12,45
13,45
14,51
15,204
16,213
17,207
18,231
19,222
20,57
21,210
22,258
23,261
24,264
25,261
26,210
27,198
28,207
29,264
30,234
31,210
0,189
1,45
2,45
3,45
4,51
5,45
6,207
7,201
8,54
9,105
10,90
11,210
12,51
13,45
14,45
15,198
16,210
17,48
18,210
19,222
20,204
21,45
22,255
23,48
24,264
25,216
26,48
27,204
28,210
29,216
30,45
31,207
0,192
1,45
2,210
3,45
4,51
5,54
6,201
7,45
8,51
9,45
10,48
11,210
12,45
13,51
14,51
15,210
16,210
17,216
18,45
19,54
20,204
21,111
22,264
23,45
24,255
25,54
26,45
27,207
28,216
29,210
30,45
31,210
0,519
1,45
2,210
3,45
4,51
5,45
6,228
7,45
8,51
9,114
10,201
11,210
12,51
13,45
14,45
15,48
16,216
17,45
18,219
19,246
20,45
21,225
22,261
23,213
24,285
25,45
26,51
27,201
28,210
29,210
30,207
31,213
0,192
1,204
2,51
3,45
4,54
5,45
6,210
7,45
8,45
9,54
10,54
11,210
12,207
13,48
14,51
15,207
16,210
17,51
18,60
19,54
20,213
21,45
22,258
23,51
24,267
25,258
26,210
27,207
28,207
29,207
30,231
31,216
0,189
1,204
2,204
3,48
4,51
5,45
6,207
7,84
8,45
9,210
10,51
11,210
12,51
13,216
14,213
15,213
16,231
17,216
18,51
19,210
20,60
21,207
22,261
23,207
24,213
25,258
26,213
27,204
28,45
29,219
30,210
31,204
0,195
1,48
2,45
3,51
4,54
5,45
6,126
7,51
8,48
9,48
10,123
11,207
12,45
13,45
14,45
15,219
16,216
17,219
18,87
19,66
20,213
21,207
22,264
23,201
24,285
25,45
26,264
27,207
28,213
29,219
30,210
31,207
0,183
1,45
2,210
3,216
4,45
5,45
6,210
7,54
8,45
9,219
10,51
11,207
12,48
13,45
14,45
15,213
16,222
17,210
18,201
19,210
20,213
21,204
22,255
23,207
24,54
25,225
26,207
27,207
28,210
29,207
30,219
31,282
0,762
1,204
2,216
3,48
4,51
5,45
6,201
7,51
8,45
9,114
10,45
11,207
12,48
13,45
14,51
15,207
16,207
17,105
18,45
19,45
20,51
21,45
22,258
23,252
24,222
25,45
26,213
27,258
28,213
29,210
30,210
31,213
0,207
1,45
2,204
3,51
4,54
5,45
6,204
7,48
8,54
9,51
10,48
11,210
12,45
13,45
14,45
15,45
16,213
17,45
18,54
19,69
20,45
21,204
22,255
23,255
24,213
25,219
26,210
27,207
28,210
29,213
30,45
31,207
0,198
1,45
2,48
3,51
4,45
5,45
6,207
7,54
8,81
9,228
10,207
11,210
12,219
13,45
14,204
15,216
16,210
17,210
18,210
19,54
20,207
21,45
22,261
23,201
24,258
25,213
26,45
27,210
28,210
29,45
30,207
31,210
0,201
1,45
2,54
3,45
4,54
5,45
6,201
7,207
8,213
9,105
10,54
11,210
12,45
13,45
14,201
15,201
16,216
17,213
18,45
19,252
20,51
21,207
22,261
23,204
24,48
25,216
26,219
27,207
28,207
29,207
30,201
31,216
0,186
1,207
2,210
3,210
4,45
5,45
6,201
7,207
8,45
9,54
10,51
11,207
12,45
13,213
14,51
15,45
16,216
17,51
18,45
19,45
20,213
21,204
22,279
23,258
24,264
25,258
26,54
27,195
28,210
29,216
30,216
31,213
0,201
1,201
2,207
3,45
4,45
5,222
6,210
7,45
8,45
9,222
10,45
11,207
12,54
13,213
14,51
15,48
16,213
17,45
18,210
19,66
20,213
21,204
22,276
23,228
24,210
25,258
26,210
27,210
28,300
29,201
30,228
31,213
0,192
1,207
2,207
3,54
4,45
5,51
6,204
7,48
8,51
9,51
10,51
11,207
12,210
13,45
14,48
15,45
16,219
17,51
18,51
19,48
20,72
21,204
22,213
23,75
24,204
25,258
26,210
27,204
28,45
29,216
30,207
31,51
0,198
1,48
2,216
3,54
4,45
5,51
6,210
7,45
8,45
9,219
10,105
11,210
12,213
13,207
14,207
15,207
16,210
17,45
18,51
19,45
20,60
21,204
22,264
23,210
24,210
25,210
26,51
27,201
28,48
29,258
30,216
31,219
0,195
1,45
2,219
3,51
4,45
5,222
6,210
7,78
8,45
9,54
10,84
11,210
12,45
13,45
14,213
15,51
16,213
17,48
18,54
19,222
20,204
21,234
22,258
23,261
24,216
25,45
26,210
27,198
28,210
29,213
30,69
31,402
0,177
1,45
2,45
3,210
4,51
5,51
6,207
7,48
8,54
9,222
10,207
11,207
12,45
13,219
14,54
15,45
16,207
17,51
18,45
19,102
20,213
21,225
22,258
23,261
24,213
25,45
26,45
27,207
28,210
29,207
30,72
31,219
0,201
1,45
2,213
3,45
4,45
5,48
6,204
7,54
8,219
9,114
10,138
11,219
12,45
13,237
14,48
15,45
16,207
17,45
18,60
19,45
20,48
21,48
22,261
23,45
24,258
25,210
26,264
27,207
28,216
29,72
30,204
31,210
0,414
1,207
2,51
3,51
4,51
5,48
6,204
7,207
8,51
9,96
10,45
11,207
12,213
13,45
14,48
15,45
16,213
17,216
18,45
19,45
20,45
21,204
22,255
23,261
24,210
25,207
26,213
27,213
28,255
29,210
30,216
31,210
0,192
1,51
2,45
3,45
4,51
5,45
6,210
7,207
8,51
9,99
10,48
11,219
12,48
13,45
14,48
15,48
16,222
17,45
18,54
19,54
20,54
21,54
22,264
23,51
24,48
25,213
26,201
27,201
28,213
29,216
30,225
31,207
0,192
1,45
2,45
3,51
4,204
5,51
6,204
7,45
8,45
9,45
10,51
11,207
12,45
13,219
14,207
15,51
16,210
17,51
18,204
19,45
20,81
21,45
22,258
23,210
24,216
25,51
26,213
27,204
28,51
29,213
30,207
31,204
0,198
1,207
2,51
3,51
4,48
5,54
6,198
7,54
8,51
9,45
10,93
11,210
12,51
13,45
14,45
15,198
16,204
17,54
18,45
19,54
20,204
21,201
22,210
23,51
24,216
25,207
26,210
27,204
28,210
29,207
30,210
31,210
0,198
1,45
2,51
3,45
4,45
5,210
6,216
7,45
8,78
9,123
10,111
11,210
12,48
13,210
14,51
15,45
16,207
17,213
18,219
19,48
20,69
21,204
22,255
23,48
24,255
25,204
26,216
27,201
28,210
29,213
30,204
31,222
0,195
1,48
2,45
3,45
4,51
5,45
6,201
7,51
8,45
9,105
10,45
11,204
12,45
13,213
14,48
15,54
16,216
17,45
18,210
19,105
20,51
21,201
22,255
23,198
24,255
25,45
26,219
27,207
28,210
29,210
30,201
31,210
0,948
1,204
2,210
3,45
4,45
5,45
6,207
7,51
8,45
9,51
10,93
11,210
12,45
13,54
14,66
15,51
16,213
17,51
18,45
19,207
20,75
21,216
22,264
23,210
24,213
25,45
26,210
27,204
28,210
29,213
30,207
31,210
0,198
1,51
2,210
3,45
4,45
5,213
6,204
7,48
8,48
9,93
10,45
11,216
12,45
13,51
14,213
15,48
16,213
17,54
18,210
19,45
20,60
21,51
22,258
23,216
24,207
25,216
26,219
27,210
28,54
29,207
30,207
31,219
0,360
1,207
2,213
3,45
4,48
5,45
6,204
7,45
8,45
9,123
10,210
11,207
12,51
13,54
14,51
15,48
16,213
17,45
18,216
19,69
20,75
21,204
22,252
23,210
24,45
25,255
26,222
27,204
28,216
29,216
30,210
31,213
0,192
1,45
2,51
3,51
4,54
5,48
6,198
7,81
8,45
9,210
10,45
11,207
12,54
13,54
14,207
15,51
16,210
17,51
18,57
19,207
20,51
21,204
22,255
23,255
24,54
25,210
26,210
27,198
28,210
29,213
30,216
31,204
0,183
1,51
2,201
3,45
4,51
5,51
6,201
7,45
8,45
9,45
10,60
11,201
12,45
13,48
14,45
15,51
16,216
17,219
18,51
19,234
20,81
21,45
22,255
23,255
24,45
25,51
26,216
27,204
28,54
29,207
30,102
31,234
0,198
1,45
2,207
3,54
4,48
5,45
6,210
7,51
8,45
9,105
10,54
11,210
12,45
13,45
14,45
15,51
16,213
17,45
18,51
19,234
20,51
21,201
22,264
23,201
24,207
25,210
26,210
27,204
28,204
29,51
30,201
31,216
0,186
1,54
2,51
3,45
