TrainingSize,Cycles
2,204
3,45
4,51
5,51
6,45
7,66
8,45
9,45
10,45
11,48
12,51
13,210
14,129
15,48
16,45
17,213
18,45
19,54
20,45
21,48
22,45
23,54
24,45
25,54
26,198
27,216
28,204
29,210
30,72
31,201
0,186
1,54
2,210
3,48
4,45
5,45
6,45
7,75
8,45
9,45
10,54
11,51
12,45
13,210
14,54
15,45
16,45
17,207
18,84
19,210
20,45
21,45
22,69
23,45
24,54
25,213
26,207
27,48
28,207
29,210
30,162
31,207
0,198
1,882
2,216
3,45
4,45
5,48
6,51
7,75
8,51
9,51
10,45
11,45
12,48
13,201
14,45
15,237
16,78
17,45
18,123
19,144
20,45
21,45
22,45
23,210
24,51
25,213
26,198
27,210
28,210
29,45
30,45
31,162
0,183
1,45
2,210
3,54
4,51
5,54
6,45
7,48
8,54
9,210
10,48
11,45
12,45
13,201
14,51
15,51
16,48
17,45
18,48
19,78
20,45
21,51
22,51
23,45
24,81
25,210
26,204
27,210
28,210
29,207
30,207
31,210
0,198
1,45
2,207
3,54
4,45
5,45
6,210
7,48
8,48
9,48
10,45
11,45
12,45
13,207
14,45
15,210
16,48
17,45
18,219
19,48
20,45
21,45
22,213
23,48
24,45
25,45
26,207
27,48
28,210
29,54
30,210
31,207
0,834
1,45
2,204
3,45
4,45
5,54
6,45
7,51
8,54
9,45
10,48
11,45
12,51
13,213
14,75
15,213
16,51
17,45
18,78
19,45
20,102
21,45
22,45
23,69
24,210
25,54
26,204
27,210
28,210
29,225
30,45
31,207
0,198
1,45
2,207
3,45
4,51
5,51
6,54
7,60
8,45
9,51
10,45
11,48
12,45
13,213
14,45
15,213
16,48
17,51
18,48
19,102
20,45
21,48
22,45
23,45
24,45
25,81
26,195
27,45
28,213
29,213
30,234
31,204
0,186
1,54
2,210
3,48
4,48
5,48
6,51
7,48
8,54
9,213
10,51
11,48
12,45
13,210
14,45
15,45
16,51
17,210
18,51
19,51
20,45
21,51
22,207
23,54
24,45
25,213
26,198
27,210
28,213
29,210
30,201
31,207
0,939
1,45
2,210
3,45
4,45
5,54
6,45
7,48
8,51
9,42
10,45
11,45
12,45
13,201
14,45
15,45
16,225
17,207
18,51
19,108
20,114
21,213
22,207
23,207
24,213
25,54
26,210
27,204
28,45
29,48
30,216
31,210
0,183
1,48
2,207
3,45
4,54
5,45
6,45
7,48
8,45
9,54
10,222
11,51
12,210
13,210
14,69
15,48
16,54
17,51
18,42
19,45
20,45
21,45
22,51
23,270
24,45
25,210
26,213
27,45
28,45
29,54
30,237
31,57
0,198
1,48
2,213
3,48
4,51
5,45
6,48
7,45
8,51
9,48
10,93
11,45
12,54
13,237
14,45
15,54
16,48
17,45
18,219
19,45
20,45
21,63
22,45
23,216
24,51
25,45
26,198
27,210
28,219
29,213
30,216
31,48
0,195
1,45
2,204
3,45
4,48
5,54
6,51
7,45
8,48
9,204
10,75
11,51
12,219
13,219
14,45
15,45
16,210
17,198
18,51
19,45
20,156
21,108
22,78
23,51
24,201
25,45
26,210
27,45
28,222
29,222
30,216
31,213
0,195
1,48
2,45
3,45
4,51
5,51
6,45
7,51
8,213
9,213
10,45
11,204
12,48
13,216
14,216
15,48
16,45
17,48
18,45
19,210
20,75
21,45
22,54
23,45
24,201
25,48
26,207
27,210
28,45
29,210
30,201
31,213
0,201
1,51
2,48
3,54
4,51
5,45
6,204
7,45
8,213
9,45
10,219
11,45
12,54
13,207
14,45
15,219
16,204
17,48
18,51
19,51
20,45
21,51
22,45
23,45
24,51
25,45
26,204
27,207
28,222
29,210
30,270
31,210
0,486
1,45
2,48
3,51
4,51
5,51
6,51
7,84
8,45
9,84
10,213
11,45
12,213
13,210
14,45
15,210
16,222
17,48
18,45
19,48
20,48
21,45
22,45
23,210
24,45
25,45
26,198
27,45
28,210
29,204
30,213
31,222
0,192
1,45
2,45
3,48
4,51
5,54
6,210
7,210
8,54
9,45
10,81
11,51
12,216
13,213
14,45
15,213
16,216
17,210
18,45
19,207
20,99
21,45
22,45
23,207
24,204
25,210
26,207
27,201
28,228
29,213
30,54
31,207
0,189
1,45
2,45
3,45
4,45
5,45
6,51
7,45
8,45
9,99
10,60
11,51
12,48
13,255
14,45
15,45
16,219
17,45
18,51
19,48
20,51
21,204
22,45
23,54
24,45
25,48
26,216
27,216
28,222
29,45
30,225
31,210
0,201
1,45
2,45
3,45
4,45
5,54
6,210
7,45
8,54
9,51
10,66
11,48
12,45
13,210
14,45
15,216
16,66
17,45
18,54
19,219
20,51
21,51
22,51
23,45
24,201
25,48
26,402
27,210
28,213
29,45
30,225
31,75
0,966
1,45
2,51
3,45
4,45
5,45
6,216
7,51
8,57
9,210
10,75
11,48
12,45
13,210
14,54
15,51
16,216
17,45
18,48
19,45
20,45
21,45
22,51
23,45
24,207
25,210
26,204
27,207
28,207
29,213
30,213
31,207
0,201
1,45
2,45
3,45
4,51
5,48
6,48
7,201
8,48
9,78
10,51
11,45
12,45
13,213
14,45
15,45
16,216
17,48
18,48
19,45
20,75
21,48
22,54
23,204
24,45
25,45
26,201
27,213
28,216
29,72
30,219
31,207
0,186
1,45
2,51
3,45
4,216
5,45
6,48
7,45
8,45
9,207
10,207
11,45
12,45
13,207
14,45
15,45
16,48
17,45
18,210
19,84
20,51
21,204
22,51
23,216
24,219
25,72
26,201
27,207
28,48
29,213
30,216
31,210
0,195
1,45
2,45
3,45
4,51
5,60
6,54
7,204
8,45
9,78
10,108
11,54
12,51
13,213
14,45
15,219
16,210
17,207
18,216
19,45
20,51
21,108
22,45
23,51
24,45
25,51
26,210
27,213
28,210
29,213
30,45
31,75
0,192
1,48
2,45
3,45
4,51
5,51
6,48
7,216
8,120
9,216
10,96
11,45
12,45
13,213
14,45
15,45
16,51
17,45
18,228
19,264
20,51
21,99
22,48
23,201
24,45
25,210
26,198
27,219
28,201
29,216
30,222
31,204
0,204
1,45
2,210
3,51
4,51
5,45
6,213
7,48
8,45
9,54
10,219
11,45
12,48
13,213
14,45
15,54
16,45
17,45
18,45
19,207
20,66
21,219
22,48
23,213
24,207
25,45
26,204
27,216
28,228
29,219
30,210
31,45
0,183
1,45
2,201
3,48
4,54
5,45
6,45
7,45
8,45
9,81
10,72
11,45
12,45
13,228
14,48
15,48
16,45
17,204
18,45
19,48
20,45
21,45
22,207
23,51
24,216
25,54
26,216
27,45
28,213
29,219
30,207
31,210
0,192
1,45
2,210
3,48
4,48
5,51
6,45
7,45
8,45
9,66
10,45
11,72
12,54
13,210
14,162
15,45
16,213
17,45
18,45
19,213
20,75
21,45
22,48
23,69
24,213
25,216
26,198
27,213
28,54
29,228
30,222
31,198
0,192
1,48
2,48
3,45
4,45
5,48
6,45
7,45
8,75
9,51
10,234
11,204
12,45
13,210
14,48
15,207
16,69
17,45
18,45
19,120
20,93
21,210
22,51
23,45
24,48
25,207
26,201
27,213
28,51
29,216
30,210
31,210
0,198
1,54
2,207
3,51
4,45
5,45
6,45
7,54
8,45
9,252
10,216
11,75
12,45
13,225
14,45
15,231
16,207
17,210
18,51
19,201
20,63
21,54
22,48
23,45
24,201
25,45
26,201
27,204
28,213
29,45
30,228
31,201
0,819
1,45
2,210
3,48
4,54
5,45
6,45
7,51
8,51
9,219
10,63
11,48
12,45
13,225
14,45
15,216
16,45
17,216
18,225
19,51
20,51
21,45
22,51
23,51
24,48
25,54
26,213
27,216
28,45
29,231
30,213
31,45
0,201
1,51
2,48
3,48
4,48
5,45
6,45
7,51
8,51
9,213
10,216
11,45
12,45
13,213
14,45
15,216
16,45
17,48
18,48
19,45
20,213
21,51
22,45
23,48
24,207
25,45
26,204
27,210
28,210
29,216
30,213
31,204
0,201
1,45
2,201
3,45
4,48
5,45
6,213
7,216
8,45
9,216
10,84
11,45
12,45
13,201
14,45
15,45
16,54
17,210
18,45
19,45
20,87
21,54
22,45
23,48
24,48
25,51
26,204
27,48
28,225
29,210
30,207
31,207
0,195
1,45
2,210
3,45
4,45
5,45
6,45
7,48
8,54
9,99
10,222
11,207
12,45
13,213
14,51
15,51
16,48
17,45
18,45
19,117
20,45
21,111
22,51
23,54
24,45
25,45
26,210
27,45
28,225
29,204
30,72
31,51
0,207
1,45
2,201
3,45
4,45
5,45
6,51
7,63
8,201
9,210
10,45
11,51
12,213
13,210
14,51
15,216
16,48
17,54
18,54
19,72
20,45
21,45
22,45
23,45
24,207
25,45
26,207
27,222
28,45
29,228
30,231
31,210
0,1122
1,54
2,213
3,45
4,45
5,51
6,51
7,51
8,210
9,57
10,54
11,51
12,45
13,201
14,45
15,234
16,51
17,204
18,219
19,213
20,66
21,54
22,45
23,210
24,207
25,213
26,204
27,216
28,69
29,45
30,228
31,48
0,186
1,54
2,45
3,54
4,45
5,54
6,45
7,201
8,45
9,216
10,108
11,45
12,45
13,222
14,45
15,48
16,54
17,45
18,48
19,45
20,78
21,48
22,51
23,54
24,210
25,51
26,204
27,48
28,54
29,210
30,222
31,204
0,198
1,45
2,207
3,225
4,51
5,51
6,45
7,45
8,210
9,90
10,51
11,45
12,45
13,204
14,48
15,216
16,45
17,45
18,45
19,102
20,54
21,45
22,48
23,54
24,213
25,78
26,285
27,210
28,210
29,219
30,51
31,45
0,201
1,51
2,48
3,48
4,45
5,45
6,51
7,45
8,45
9,204
10,75
11,45
12,45
13,219
14,45
15,213
16,210
17,45
18,45
19,75
20,72
21,45
22,51
23,51
24,54
25,219
26,198
27,210
28,45
29,51
30,213
31,54
0,198
1,51
2,216
3,48
4,45
5,54
6,45
7,213
8,48
9,210
10,75
11,45
12,45
13,237
14,45
15,54
16,54
17,51
18,45
19,45
20,48
21,72
22,96
23,198
24,204
25,210
26,207
27,210
28,45
29,216
30,45
31,213
0,198
1,45
2,204
3,51
4,45
5,51
6,45
7,51
8,51
9,93
10,45
11,45
12,45
13,219
14,162
15,204
16,72
17,210
18,45
19,45
20,60
21,54
22,207
23,198
24,51
25,210
26,210
27,210
28,51
29,72
30,213
31,219
0,195
1,54
2,213
3,45
4,45
5,48
6,51
7,111
8,219
9,210
10,210
11,54
12,51
13,207
14,45
15,45
16,45
17,45
18,45
19,108
20,210
21,45
22,201
23,45
24,45
25,213
26,207
27,51
28,216
29,252
30,210
31,51
0,204
1,51
2,48
3,51
4,45
5,45
6,45
7,51
8,51
9,81
10,45
11,54
12,48
13,216
14,51
15,48
16,48
17,204
18,45
19,45
20,81
21,54
22,48
23,45
24,54
25,45
26,198
27,48
28,51
29,219
30,219
31,51
0,195
1,45
2,45
3,48
4,51
5,45
6,51
7,51
8,213
9,51
10,222
11,45
12,45
13,210
14,213
15,216
16,213
17,51
18,45
19,45
20,63
21,48
22,45
23,45
24,210
25,222
26,204
27,45
28,207
29,48
30,201
31,204
0,207
1,45
2,207
3,45
4,51
5,45
6,213
7,45
8,51
9,153
10,234
11,48
12,45
13,201
14,51
15,51
16,45
17,48
18,210
19,102
20,63
21,207
22,201
23,45
24,213
25,45
26,204
27,225
28,210
29,210
30,207
31,207
0,204
1,54
2,207
3,45
4,48
5,48
6,51
7,45
8,207
9,96
10,81
11,45
12,45
13,207
14,51
15,216
16,45
17,45
18,51
19,48
20,216
21,45
22,51
23,45
24,45
25,216
26,204
27,213
28,45
29,210
30,210
31,213
0,201
1,54
2,48
3,45
4,45
5,45
6,129
7,45
8,51
9,210
10,45
11,51
12,51
13,207
14,51
15,54
16,51
17,204
18,45
19,51
20,45
21,45
22,54
23,51
24,45
25,45
26,198
27,201
28,228
29,216
30,48
31,210
0,204
1,45
2,45
3,45
4,51
5,45
6,45
7,48
8,45
9,45
10,207
11,66
12,210
13,216
14,45
15,216
16,216
17,45
18,45
19,45
20,99
21,45
22,45
23,201
24,51
25,48
26,201
27,210
28,219
29,219
30,213
31,216
0,195
1,48
2,204
3,45
4,45
5,48
6,51
7,45
8,213
9,48
10,45
11,48
12,54
13,213
14,45
15,45
16,54
17,45
18,45
19,87
20,54
21,60
22,51
23,51
24,48
25,54
26,204
27,207
28,216
29,216
30,225
31,219
0,201
1,45
2,45
3,51
4,51
5,207
6,51
7,51
8,51
9,69
10,69
11,45
12,45
13,213
14,225
15,213
16,216
17,207
18,45
19,66
20,108
21,45
22,45
23,54
24,210
25,45
26,207
27,45
28,219
29,45
30,207
31,198
0,186
1,51
2,45
3,45
4,48
5,54
6,48
7,45
8,48
9,93
10,213
11,204
12,45
13,225
14,51
15,45
16,45
17,216
18,54
19,45
20,210
21,45
22,45
23,51
24,45
25,45
26,198
27,45
28,207
29,219
30,69
31,207
0,186
1,45
2,204
3,45
4,45
5,54
6,45
7,51
8,45
9,108
10,87
11,111
12,54
13,222
14,51
15,201
16,219
17,51
18,48
19,45
20,57
21,45
22,207
23,51
24,45
25,222
26,207
27,207
28,213
29,216
30,51
31,210
0,204
1,45
2,207
3,51
4,48
5,45
6,45
7,45
8,45
9,213
10,219
11,210
12,51
13,213
14,231
15,54
16,216
17,207
18,45
19,45
20,99
21,207
22,45
23,51
24,117
25,210
26,201
27,45
28,78
29,210
30,213
31,210
0,147
1,45
2,207
3,45
4,45
5,45
6,51
7,102
8,45
9,105
10,234
11,210
12,45
13,228
14,45
15,216
16,201
17,51
18,48
19,45
20,45
21,75
22,48
23,45
24,45
25,45
26,207
27,210
28,210
29,45
30,216
31,213
0,420
1,45
2,201
3,51
4,51
5,45
6,102
7,54
8,48
9,204
10,48
11,45
12,45
13,201
14,63
15,48
16,201
17,201
18,216
19,45
20,45
21,48
22,51
23,54
24,45
25,45
26,201
27,201
28,45
29,99
30,225
31,201
0,189
1,45
2,51
3,51
4,48
5,54
6,54
7,51
8,45
9,51
10,219
11,45
12,51
13,210
14,48
15,45
16,222
17,45
18,216
19,54
20,90
21,45
22,48
23,45
24,207
25,213
26,204
27,210
28,45
29,48
30,210
31,204
0,192
1,51
2,51
3,48
4,48
5,48
6,48
7,51
8,45
9,105
10,45
11,45
12,51
13,201
14,48
15,207
16,45
17,48
18,129
19,45
20,87
21,48
22,48
23,45
24,45
25,45
26,198
27,216
28,210
29,219
30,216
31,45
0,192
1,54
2,204
3,51
4,48
5,45
6,45
7,45
8,207
9,99
10,99
11,45
12,48
13,204
14,48
15,213
16,222
17,48
18,45
19,45
20,108
21,48
22,48
23,51
24,210
25,45
26,204
27,216
28,51
29,48
30,210
31,216
0,162
1,135
2,45
3,54
4,45
5,210
6,48
7,54
8,51
9,51
10,216
11,45
12,510
13,279
14,51
15,45
16,45
17,198
18,216
19,48
20,99
21,51
22,204
23,45
24,207
25,213
26,213
27,216
28,45
29,216
30,219
31,207
0,201
1,48
2,51
3,45
4,45
5,51
6,51
7,45
8,45
9,75
10,51
11,45
12,54
13,204
14,63
15,45
16,45
17,51
18,45
19,72
20,99
21,60
22,45
23,51
24,51
25,51
26,207
27,45
28,45
29,219
30,207
31,201
0,183
1,45
2,207
3,45
4,51
5,51
6,213
7,51
8,51
9,75
10,45
11,54
12,45
13,207
14,216
15,210
16,207
17,51
18,216
19,45
20,48
21,48
22,45
23,48
24,45
25,45
26,204
27,222
28,210
29,225
30,201
31,45
0,201
1,45
2,48
3,48
4,48
5,54
6,45
7,45
8,207
9,45
10,75
11,210
12,51
13,210
14,51
15,213
16,51
17,45
18,54
19,114
20,90
21,45
22,51
23,48
24,45
25,45
26,210
27,213
28,45
29,213
30,201
31,213
0,933
1,54
2,45
3,51
4,54
5,51
6,45
7,207
8,48
9,90
10,72
11,54
12,45
13,207
14,210
15,48
16,222
17,45
18,51
19,204
20,108
21,99
22,45
23,198
24,201
25,213
26,201
27,45
28,219
29,45
30,222
31,75
0,189
1,45
2,201
3,45
4,48
5,51
6,207
7,51
8,51
9,66
10,75
11,207
12,51
13,216
14,51
15,222
16,207
17,72
18,51
19,84
20,87
21,207
22,51
23,54
24,216
25,51
26,207
27,207
28,210
29,210
30,96
31,207
0,192
1,45
2,210
3,45
4,48
5,51
6,48
7,45
8,54
9,210
10,69
11,51
12,48
13,207
14,51
15,48
16,45
17,207
18,48
19,207
20,210
21,198
22,45
23,45
24,45
25,213
26,204
27,45
28,231
29,219
30,210
31,45
0,201
1,45
2,210
3,54
4,45
5,48
6,54
7,54
8,210
9,51
10,99
11,45
12,54
13,222
14,45
15,45
16,51
17,207
18,51
19,66
20,78
21,51
22,45
23,48
24,45
25,216
26,204
27,210
28,51
29,219
30,228
31,51
0,657
1,51
2,51
3,45
4,45
5,207
6,219
7,45
8,45
9,45
10,102
11,51
12,51
13,210
14,48
15,45
16,216
17,48
18,213
19,51
20,87
21,45
22,45
23,45
24,210
25,51
26,210
27,213
28,225
29,216
30,222
31,198
0,201
1,54
2,201
3,45
4,48
5,45
6,45
7,207
8,45
9,102
10,228
11,51
12,45
13,207
14,48
15,45
16,210
17,48
18,51
19,45
20,105
21,45
22,48
23,51
24,54
25,54
26,207
27,210
28,207
29,48
30,225
31,207
0,183
1,45
2,207
3,45
4,54
5,45
6,216
7,90
8,45
9,219
10,87
11,45
12,51
13,213
14,45
15,213
16,45
17,45
18,45
19,45
20,93
21,45
22,45
23,48
24,45
25,45
26,204
27,219
28,51
29,216
30,219
31,45
0,774
1,48
2,216
3,45
4,51
5,51
6,45
7,207
8,45
9,51
10,81
11,51
12,48
13,219
14,48
15,210
16,207
17,51
18,45
19,45
20,54
21,54
22,48
23,45
24,45
25,48
26,204
27,207
28,216
29,213
30,213
31,45
0,192
1,51
2,201
3,216
4,54
5,54
6,45
7,51
8,45
9,219
10,45
11,45
12,45
13,201
14,51
15,45
16,225
17,210
18,51
19,75
20,75
21,51
22,51
23,48
24,210
25,213
26,195
27,51
28,213
29,210
30,213
31,222
0,198
1,48
2,201
3,48
4,48
5,210
6,45
7,45
8,54
9,222
10,84
11,51
12,45
13,225
14,213
15,237
16,84
17,135
18,45
19,102
20,45
21,219
22,51
23,48
24,48
25,51
26,204
27,210
28,231
29,213
30,216
31,207
0,192
1,45
2,210
3,54
4,45
5,45
6,51
7,48
8,45
9,96
10,48
11,213
12,45
13,198
14,54
15,45
16,48
17,48
18,45
19,216
20,51
21,45
22,45
23,48
24,48
25,213
26,213
27,210
28,210
29,45
30,201
31,213
0,192
1,48
2,45
3,48
4,51
5,45
6,63
7,51
8,51
9,102
10,213
11,45
12,51
13,219
14,48
15,237
16,51
17,204
18,204
19,45
20,216
21,45
22,45
23,45
24,45
25,54
26,198
27,45
28,207
29,45
30,225
31,51
0,192
1,48
2,45
3,45
4,45
5,51
6,45
7,72
8,45
9,72
10,222
11,45
12,54
13,207
14,78
15,231
16,219
17,207
18,48
19,51
20,84
21,51
22,45
23,207
24,45
25,228
26,198
27,207
28,216
29,51
30,216
31,207
0,201
1,45
2,210
3,48
4,45
5,51
6,45
7,45
8,210
9,51
10,84
11,45
12,45
13,210
14,216
15,51
16,210
17,207
18,225
19,60
20,72
21,213
22,45
23,45
24,45
25,213
26,210
27,45
28,231
29,216
30,207
31,207
0,189
1,45
2,51
3,54
4,51
5,45
6,51
7,54
8,210
9,213
10,93
11,54
12,54
13,207
14,48
15,210
16,45
17,45
18,48
19,45
20,213
21,51
22,51
23,48
24,45
25,231
26,213
27,45
28,210
29,210
30,216
31,54
0,792
1,51
2,45
3,216
4,51
5,51
6,48
7,48
8,51
9,102
10,54
11,45
12,48
13,219
14,45
15,213
16,51
17,45
18,81
19,48
20,54
21,45
22,51
23,210
24,210
25,213
26,204
27,216
28,213
29,234
30,210
31,210
0,198
1,51
2,54
3,45
4,51
5,51
6,45
7,78
8,51
9,99
10,54
11,45
12,213
13,225
14,45
15,207
16,207
17,213
18,51
19,60
20,72
21,210
22,51
23,48
24,210
25,219
26,243
27,51
28,213
29,207
30,219
31,48
0,198
1,54
2,210
3,48
4,54
5,45
6,51
7,54
8,45
9,102
10,222
11,45
12,45
13,213
14,48
15,54
16,45
17,201
18,54
19,72
20,210
21,45
22,45
23,207
24,51
25,45
26,201
27,210
28,72
29,225
30,213
31,219
0,195
1,45
2,48
3,45
4,45
5,51
6,45
7,78
8,45
9,45
10,48
11,81
12,213
13,228
14,231
15,45
16,228
17,198
18,45
19,210
20,123
21,72
22,213
23,102
24,45
25,213
26,207
27,216
28,210
29,228
30,45
31,228
0,681
1,54
2,51
3,45
4,45
5,45
6,51
7,48
8,45
9,87
10,216
11,45
12,48
13,210
14,51
15,45
16,45
17,48
18,51
19,45
20,213
21,51
22,51
23,45
24,54
25,45
26,210
27,213
28,213
29,222
30,45
31,45
0,201
1,45
2,201
3,48
4,51
5,207
6,207
7,210
8,45
9,81
10,51
11,51
12,48
13,213
14,51
15,231
16,45
17,48
18,45
19,57
20,87
21,207
22,51
23,45
24,210
25,48
26,198
27,51
28,216
29,207
30,222
31,204
0,213
1,54
2,207
3,48
4,54
5,51
6,45
7,51
8,45
9,237
10,72
11,45
12,153
13,216
14,78
15,219
16,198
17,45
18,45
19,213
20,45
21,57
22,222
23,54
24,51
25,417
26,204
27,210
28,210
29,48
30,225
31,45
0,195
1,45
2,51
3,48
4,45
5,45
6,48
7,126
8,54
9,204
10,48
11,45
12,45
13,201
14,45
15,216
16,45
17,201
18,216
19,51
20,51
21,54
22,45
23,51
24,54
25,216
26,213
27,210
28,231
29,45
30,210
31,51
0,189
1,45
2,207
3,48
4,210
5,51
6,48
7,81
8,51
9,84
10,45
11,45
12,45
13,219
14,45
15,45
16,216
17,48
18,51
19,213
20,90
21,54
22,51
23,45
24,45
25,219
26,204
27,48
28,216
29,51
30,51
31,222
0,198
1,45
2,45
3,51
4,51
5,48
6,45
7,48
8,210
9,90
10,51
11,54
12,210
13,210
14,54
15,45
16,45
17,51
18,45
19,51
20,54
21,57
22,51
23,54
24,45
25,54
26,204
27,210
28,210
29,216
30,225
31,210
0,198
1,48
2,207
3,54
4,45
5,45
6,48
7,48
8,45
9,213
10,60
11,45
12,45
13,216
14,51
15,54
16,45
17,51
18,45
19,45
20,48
21,45
22,45
23,207
24,45
25,54
26,198
27,210
28,219
29,216
30,216
31,216
0,1038
1,54
2,48
3,54
4,45
5,51
6,207
7,45
8,45
9,45
10,45
11,45
12,45
13,303
14,54
15,51
16,45
17,201
18,45
19,213
20,48
21,114
22,45
23,48
24,207
25,225
26,216
27,207
28,48
29,222
30,219
31,108
0,192
1,54
2,48
3,51
4,45
5,45
6,93
7,54
8,45
9,99
10,81
11,201
12,54
13,225
14,45
15,45
16,51
17,48
18,216
19,204
20,96
21,51
22,54
23,234
24,51
25,213
26,213
27,210
28,207
29,210
30,48
31,201
0,180
1,45
2,45
3,45
4,48
5,48
6,54
7,45
8,51
9,51
10,78
11,45
12,45
13,201
14,48
15,210
16,45
17,45
18,45
19,57
20,48
21,210
22,45
23,51
24,51
25,213
26,198
27,45
28,216
29,231
30,216
31,45
0,603
1,45
2,51
3,54
4,48
5,45
6,48
7,45
8,45
9,78
10,45
11,54
12,45
13,216
14,54
15,48
16,45
17,45
18,222
19,90
20,54
21,207
22,54
23,72
24,213
25,48
26,213
27,54
28,207
29,207
30,60
31,219
0,858
1,45
2,51
3,54
4,45
5,48
6,45
7,48
8,213
9,90
10,102
11,84
12,45
13,225
14,45
15,51
16,51
17,207
18,45
19,201
20,51
21,45
22,48
23,51
24,45
25,219
26,201
27,45
28,210
29,87
30,219
31,234
0,204
1,51
2,51
3,48
4,48
