TrainingSize,Cycles
15,48
16,54
17,60
18,69
19,48
20,45
21,51
22,72
23,45
24,54
25,69
26,45
27,48
28,51
29,45
30,51
31,54
0,816
1,45
2,51
3,45
4,45
5,45
6,54
7,45
8,54
9,51
10,45
11,51
12,45
13,45
14,54
15,51
16,69
17,45
18,45
19,45
20,51
21,69
22,45
23,51
24,72
25,51
26,78
27,45
28,45
29,60
30,72
31,51
0,768
1,45
2,45
3,45
4,45
5,45
6,45
7,51
8,45
9,45
10,45
11,45
12,54
13,54
14,45
15,72
16,48
17,48
18,144
19,54
20,48
21,45
22,51
23,51
24,54
25,69
26,90
27,69
28,45
29,54
30,57
31,45
0,189
1,45
2,45
3,45
4,45
5,48
6,45
7,51
8,48
9,51
10,45
11,45
12,51
13,45
14,45
15,48
16,90
17,45
18,102
19,45
20,45
21,45
22,48
23,78
24,51
25,69
26,54
27,51
28,45
29,51
30,72
31,45
0,201
1,45
2,48
3,51
4,54
5,51
6,54
7,45
8,54
9,48
10,51
11,75
12,45
13,45
14,51
15,114
16,51
17,45
18,51
19,51
20,51
21,51
22,45
23,51
24,45
25,48
26,45
27,72
28,51
29,54
30,60
31,51
0,198
1,45
2,51
3,48
4,48
5,45
6,51
7,51
8,45
9,45
10,51
11,48
12,45
13,51
14,45
15,57
16,51
17,45
18,48
19,45
20,45
21,45
22,45
23,45
24,51
25,69
26,51
27,69
28,45
29,45
30,48
31,48
0,192
1,51
2,51
3,45
4,51
5,45
6,45
7,45
8,51
9,45
10,45
11,45
12,45
13,45
14,45
15,51
16,63
17,45
18,45
19,54
20,45
21,72
22,51
23,45
24,45
25,69
26,45
27,48
28,69
29,45
30,45
31,69
0,198
1,48
2,51
3,45
4,48
5,51
6,48
7,45
8,54
9,48
10,45
11,51
12,45
13,48
14,45
15,45
16,48
17,45
18,81
19,54
20,45
21,54
22,45
23,45
24,51
25,51
26,54
27,72
28,45
29,54
30,57
31,51
0,393
1,51
2,48
3,51
4,48
5,51
6,45
7,51
8,51
9,45
10,48
11,54
12,45
13,45
14,48
15,45
16,69
17,45
18,51
19,51
20,78
21,45
22,45
23,54
24,48
25,63
26,51
27,45
28,69
29,45
30,78
31,54
0,150
1,45
2,45
3,51
4,45
5,45
6,51
7,51
8,45
9,48
10,48
11,45
12,45
13,45
14,48
15,48
16,54
17,54
18,51
19,45
20,72
21,45
22,75
23,45
24,54
25,45
26,45
27,54
28,51
29,69
30,69
31,51
0,300
1,45
2,45
3,51
4,45
5,45
6,45
7,45
8,48
9,48
10,54
11,45
12,48
13,45
14,51
15,45
16,54
17,48
18,54
19,51
20,45
21,51
22,51
23,45
24,69
25,51
26,45
27,72
28,54
29,60
30,72
31,45
0,186
1,48
2,45
3,45
4,51
5,45
6,45
7,45
8,45
9,45
10,48
11,54
12,45
13,51
14,45
15,48
16,48
17,45
18,45
19,45
20,48
21,45
22,54
23,45
24,51
25,48
26,51
27,45
28,54
29,45
30,63
31,69
0,201
1,45
2,51
3,51
4,45
5,51
6,48
7,54
8,45
9,45
10,45
11,45
12,51
13,45
14,45
15,51
16,51
17,51
18,51
19,105
20,45
21,45
22,48
23,72
24,72
25,45
26,45
27,72
28,45
29,48
30,45
31,72
0,558
1,45
2,54
3,45
4,54
5,45
6,48
7,54
8,45
9,54
10,45
11,54
12,45
13,48
14,51
15,45
16,129
17,45
18,75
19,48
20,69
21,66
22,51
23,48
24,48
25,66
26,45
27,45
28,60
29,45
30,72
31,51
0,192
1,51
2,48
3,51
4,51
5,51
6,51
7,45
8,45
9,45
10,45
11,45
12,45
13,45
14,48
15,45
16,54
17,207
18,54
19,57
20,87
21,60
22,72
23,51
24,45
25,69
26,51
27,45
28,57
29,45
30,45
31,72
0,201
1,45
2,45
3,51
4,45
5,54
6,45
7,45
8,48
9,45
10,51
11,51
12,51
13,45
14,45
15,54
16,90
17,45
18,48
19,51
20,45
21,51
22,45
23,45
24,54
25,45
26,48
27,51
28,51
29,45
30,54
31,75
0,198
1,45
2,45
3,45
4,51
5,45
6,54
7,45
8,45
9,45
10,45
11,48
12,48
13,51
14,45
15,51
16,54
17,123
18,45
19,51
20,45
21,51
22,45
23,45
24,69
25,54
26,75
27,54
28,51
29,54
30,51
31,45
0,621
1,45
2,51
3,45
4,51
5,51
6,51
7,51
8,45
9,51
10,45
11,54
12,48
13,45
14,45
15,45
16,54
17,48
18,69
19,45
20,45
21,45
22,105
23,78
24,72
25,45
26,51
27,45
28,45
29,84
30,54
31,45
0,717
1,45
2,51
3,45
4,48
5,45
6,45
7,45
8,45
9,48
10,48
11,45
12,48
13,51
14,48
15,54
16,57
17,213
18,54
19,48
20,48
21,45
22,72
23,45
24,78
25,45
26,45
27,51
28,45
29,48
30,45
31,45
0,198
1,45
2,45
3,45
4,45
5,51
6,48
7,45
8,45
9,45
10,45
11,45
12,45
13,51
14,51
15,51
16,54
17,90
18,45
19,51
20,51
21,51
22,45
23,48
24,75
25,45
26,48
27,48
28,45
29,66
30,48
31,54
0,192
1,45
2,51
3,45
4,45
5,51
6,45
7,45
8,48
9,45
10,51
11,45
12,45
13,45
14,45
15,45
16,51
17,54
18,45
19,45
20,51
21,45
22,51
23,45
24,45
25,54
26,45
27,45
28,69
29,45
30,45
31,45
0,360
1,45
2,45
3,45
4,45
5,51
6,45
7,45
8,51
9,51
10,48
11,45
12,45
13,51
14,45
15,45
16,57
17,60
18,54
19,48
20,48
21,45
22,48
23,45
24,51
25,51
26,45
27,54
28,51
29,51
30,54
31,72
0,1140
1,45
2,51
3,45
4,54
5,45
6,45
7,45
8,54
9,45
10,45
11,54
12,45
13,54
14,45
15,51
16,45
17,51
18,51
19,45
20,45
21,54
22,78
23,51
24,48
25,51
26,72
27,48
28,48
29,45
30,45
31,45
0,183
1,45
2,45
3,51
4,48
5,45
6,48
7,45
8,51
9,45
10,45
11,51
12,45
13,54
14,45
15,45
16,66
17,60
18,45
19,48
20,48
21,45
22,45
23,75
24,45
25,51
26,45
27,75
28,45
29,51
30,45
31,45
0,1164
1,51
2,45
3,45
4,45
5,45
6,51
7,45
8,51
9,48
10,45
11,45
12,48
13,45
14,45
15,45
16,45
17,45
18,51
19,45
20,45
21,48
22,48
23,75
24,51
25,48
26,75
27,54
28,75
29,51
30,51
31,45
0,192
1,51
2,45
3,48
4,45
5,51
6,45
7,45
8,45
9,45
10,51
11,45
12,45
13,45
14,51
15,72
16,45
17,48
18,45
19,69
20,54
21,45
22,75
23,45
24,45
25,51
26,45
27,45
28,54
29,45
30,54
31,45
0,204
1,54
2,51
3,45
4,51
5,45
6,45
7,45
8,45
9,51
10,54
11,51
12,45
13,51
14,45
15,48
16,48
17,45
18,54
19,48
20,60
21,45
22,45
23,51
24,87
25,75
26,51
27,45
28,51
29,45
30,51
31,45
0,198
1,45
2,45
3,45
4,45
5,45
6,45
7,54
8,48
9,45
10,45
11,54
12,54
13,51
14,45
15,45
16,51
17,45
18,48
19,48
20,45
21,45
22,45
23,45
24,45
25,69
26,102
27,45
28,66
29,51
30,45
31,45
0,207
1,51
2,48
3,45
4,45
5,45
6,51
7,45
8,48
9,45
10,51
11,45
12,48
13,45
14,45
15,48
16,45
17,54
18,45
19,45
20,45
21,51
22,45
23,54
24,69
25,51
26,72
27,48
28,51
29,51
30,48
31,48
0,192
1,45
2,45
3,45
4,45
5,51
6,45
7,45
8,45
9,54
10,45
11,69
12,45
13,45
14,45
15,48
16,48
17,45
18,45
19,48
20,45
21,45
22,45
23,54
24,45
25,45
26,45
27,51
28,51
29,54
30,54
31,48
0,201
1,45
2,51
3,45
4,45
5,48
6,48
7,45
8,45
9,51
10,45
11,51
12,45
13,54
14,48
15,45
16,45
17,48
18,51
19,54
20,45
21,51
22,51
23,51
24,51
25,54
26,48
27,45
28,48
29,45
30,45
31,54
0,186
1,45
2,48
3,51
4,45
5,45
6,54
7,45
8,45
9,45
10,45
11,45
12,45
13,45
14,45
15,51
16,51
17,45
18,48
19,54
20,45
21,51
22,45
23,75
24,45
25,45
26,78
27,51
28,54
29,45
30,48
31,72
0,201
1,45
2,54
3,48
4,48
5,51
6,51
7,45
8,45
9,45
10,45
11,45
12,45
13,48
14,51
15,45
16,45
17,54
18,51
19,45
20,51
21,45
22,90
23,45
24,69
25,45
26,75
27,72
28,51
29,48
30,51
31,48
0,192
1,45
2,51
3,45
4,51
5,51
6,48
7,45
8,45
9,51
10,45
11,45
12,45
13,45
14,51
15,45
16,45
17,45
18,48
19,51
20,54
21,72
22,72
23,48
24,51
25,66
26,54
27,48
28,81
29,45
30,45
31,51
0,195
1,45
2,48
3,45
4,45
5,54
6,51
7,48
8,45
9,51
10,48
11,48
12,54
13,45
14,45
15,48
16,45
17,51
18,45
19,48
20,51
21,75
22,45
23,78
24,48
25,66
26,69
27,45
28,45
29,45
30,54
31,72
0,198
1,45
2,54
3,45
4,45
5,45
6,51
7,45
8,45
9,45
10,51
11,45
12,45
13,54
14,54
15,48
16,51
17,45
18,72
19,48
20,51
21,45
22,51
23,45
24,48
25,66
26,45
27,51
28,45
29,45
30,48
31,48
0,195
1,48
2,51
3,51
4,45
5,45
6,45
7,45
8,45
9,54
10,45
11,51
12,45
13,45
14,51
15,45
16,63
17,108
18,48
19,45
20,45
21,45
22,51
23,45
24,51
25,51
26,45
27,69
28,66
29,45
30,72
31,51
0,192
1,45
2,51
3,48
4,45
5,45
6,45
7,45
8,45
9,45
10,45
11,48
12,48
13,45
14,48
15,54
16,45
17,45
18,51
19,48
20,51
21,45
22,54
23,51
24,45
25,45
26,48
27,48
28,45
29,78
30,48
31,51
0,183
1,45
2,54
3,45
4,45
5,45
6,45
7,51
8,45
9,51
10,45
11,51
12,48
13,45
14,45
15,51
16,45
17,48
18,48
19,96
20,45
21,54
22,45
23,51
24,72
25,51
26,51
27,51
28,66
29,78
30,57
31,51
0,204
1,45
2,54
3,57
4,45
5,45
6,48
7,45
8,45
9,51
10,45
11,51
12,51
13,48
14,45
15,45
16,72
17,45
18,45
19,45
20,51
21,45
22,75
23,72
24,72
25,54
26,72
27,51
28,51
29,54
30,51
31,45
0,180
1,45
2,45
3,48
4,51
5,48
6,48
7,45
8,54
9,54
10,51
11,48
12,48
13,51
14,45
15,54
16,54
17,111
18,48
19,45
20,45
21,72
22,48
23,48
24,69
25,66
26,51
27,48
28,45
29,45
30,48
31,45
0,591
1,45
2,54
3,45
4,45
5,51
6,45
7,45
8,48
9,45
10,45
11,54
12,51
13,45
14,51
15,45
16,54
17,54
18,54
19,45
20,48
21,51
22,45
23,45
24,45
25,51
26,45
27,45
28,48
29,66
30,45
31,45
0,189
1,45
2,51
3,51
4,45
5,48
6,48
7,45
8,48
9,48
10,51
11,45
12,48
13,51
14,54
15,45
16,45
17,51
18,45
19,48
20,45
21,45
22,96
23,51
24,54
25,51
26,51
27,48
28,45
29,45
30,48
31,72
0,195
1,45
2,45
3,45
4,45
5,48
6,51
7,45
8,45
9,48
10,48
11,45
12,48
13,45
14,75
15,48
16,45
17,45
18,45
19,48
20,48
21,51
22,45
23,45
24,66
25,51
26,78
27,48
28,66
29,45
30,45
31,48
0,195
1,45
2,45
3,48
4,45
5,45
6,45
7,45
8,45
9,54
10,45
11,45
12,48
13,45
14,45
15,45
16,45
17,207
18,54
19,45
20,48
21,45
22,45
23,45
24,72
25,60
26,45
27,45
28,75
29,51
30,45
31,45
0,198
1,45
2,45
3,48
4,48
5,45
6,45
7,54
8,54
9,54
10,45
11,45
12,45
13,63
14,45
15,45
16,45
17,87
18,51
19,45
20,45
21,51
22,45
23,48
24,75
25,51
26,45
27,45
28,72
29,69
30,48
31,72
0,192
1,51
2,45
3,51
4,45
5,45
6,51
7,45
8,45
9,51
10,45
11,45
12,51
13,51
14,48
15,45
16,45
17,54
18,45
19,54
20,45
21,45
22,48
23,93
24,69
25,69
26,45
27,72
28,45
29,45
30,54
31,78
0,204
1,45
2,51
3,45
4,45
5,45
6,51
7,51
8,48
9,51
10,45
11,45
12,45
13,45
14,45
15,45
16,66
17,45
18,45
19,48
20,45
21,45
22,60
23,45
24,66
25,66
26,45
27,54
28,45
29,78
30,51
31,45
0,183
1,45
2,51
3,54
4,45
5,45
6,51
7,48
8,51
9,45
10,45
11,45
12,51
13,51
14,45
15,45
16,96
17,51
18,54
19,45
20,45
21,87
22,51
23,48
24,45
25,51
26,54
27,45
28,51
29,57
30,51
31,51
0,1125
1,48
2,54
3,54
4,51
5,45
6,45
7,51
8,45
9,48
10,51
11,54
12,48
13,48
14,51
15,45
16,69
17,48
18,45
19,45
20,45
21,69
22,45
23,45
24,45
25,51
26,51
27,45
28,45
29,48
30,45
31,45
0,207
1,48
2,51
3,51
4,45
5,45
6,45
7,48
8,54
9,45
10,51
11,51
12,45
13,48
14,45
15,45
16,45
17,45
18,51
19,45
20,45
21,51
22,51
23,45
24,69
25,69
26,75
27,51
28,45
29,60
30,78
31,63
0,153
1,51
2,45
3,45
4,51
5,51
6,45
7,51
8,48
9,48
10,51
11,45
12,45
13,48
14,48
15,45
16,51
17,87
18,51
19,45
20,45
21,45
22,72
23,48
24,72
25,69
26,51
27,69
28,54
29,51
30,57
31,45
0,207
1,45
2,45
3,51
4,45
5,48
6,48
7,48
8,45
9,54
10,51
11,45
12,48
13,45
14,45
15,54
16,48
17,45
18,45
19,48
20,45
21,72
22,48
23,75
24,75
25,54
26,72
27,45
28,45
29,78
30,48
31,45
0,609
1,48
2,45
3,51
4,51
5,51
6,45
7,45
8,48
9,48
10,45
11,45
12,51
13,45
14,45
15,51
16,51
17,51
18,45
19,108
20,54
21,51
22,51
23,45
24,54
25,45
26,45
27,57
28,51
29,51
30,51
31,45
0,195
1,201
2,60
3,48
4,45
5,45
6,54
7,54
8,45
9,45
10,45
11,45
12,48
13,45
14,51
15,45
16,54
17,45
18,48
19,45
20,51
21,54
22,45
23,78
24,45
25,45
26,45
27,75
28,45
29,48
30,72
31,51
0,732
1,45
2,51
3,45
4,54
5,48
6,51
7,54
8,45
9,45
10,45
11,45
12,48
13,45
14,72
15,48
16,51
17,45
18,45
19,45
20,54
21,45
22,45
23,63
24,45
25,51
26,54
27,81
28,45
29,48
30,75
31,45
0,198
1,51
2,45
3,45
4,51
5,51
6,45
7,45
8,45
9,45
10,48
11,51
12,51
13,45
14,45
15,48
16,45
17,72
18,45
19,48
20,45
21,51
22,45
23,45
24,48
25,45
26,51
27,45
28,45
29,54
30,45
31,78
0,198
1,45
2,48
3,45
4,45
5,45
6,45
7,45
8,48
9,54
10,45
11,51
12,48
13,45
14,54
15,72
16,48
17,48
18,48
19,51
20,48
21,51
22,51
23,78
24,45
25,51
26,51
27,45
28,45
29,48
30,72
31,45
0,204
1,51
2,45
3,45
4,45
5,45
6,51
7,51
8,45
9,45
10,48
11,45
12,54
13,45
14,45
15,75
16,69
17,48
18,51
19,48
20,69
21,69
22,45
23,45
24,69
25,51
26,51
27,45
28,45
29,54
30,72
31,45
0,192
1,45
2,51
3,45
4,51
5,45
6,51
7,45
8,45
9,48
10,45
11,48
12,45
13,45
14,51
15,45
16,48
17,48
18,51
19,51
20,51
21,45
22,48
23,54
24,48
25,54
26,45
27,45
28,45
29,69
30,72
31,48
0,198
1,54
2,54
3,51
4,45
5,45
6,45
7,48
8,48
9,45
10,51
11,45
12,48
13,45
14,45
15,54
16,69
17,51
18,45
19,51
20,45
21,54
22,51
23,48
24,45
25,51
26,51
27,45
28,45
29,63
30,45
31,45
0,195
1,45
2,54
3,51
4,45
5,48
6,54
7,45
8,45
9,45
10,48
11,48
12,69
13,45
14,54
15,45
16,90
17,45
18,78
19,45
20,72
21,51
22,48
23,51
24,45
25,45
26,45
27,51
28,45
29,45
30,75
31,45
0,198
1,45
2,48
3,51
4,54
5,54
6,45
7,45
8,51
9,51
10,45
11,45
12,51
13,45
14,48
15,45
16,75
17,60
18,51
19,105
20,48
21,69
22,45
23,45
24,51
25,45
26,48
27,45
28,54
29,60
30,72
31,48
0,57
1,51
2,48
3,45
4,45
5,45
6,45
7,51
8,51
9,51
10,51
11,51
12,54
13,51
14,54
15,45
16,48
17,45
18,45
19,45
20,45
21,45
22,45
23,45
24,45
25,93
26,45
27,54
28,72
29,54
30,81
31,45
0,201
1,45
2,51
3,45
4,51
5,51
6,48
7,48
8,48
9,45
10,48
11,51
12,45
13,45
14,48
15,48
16,45
17,57
18,45
19,51
20,48
21,45
22,51
23,72
24,54
25,45
26,45
27,45
28,54
29,45
30,45
31,54
0,1050
1,45
2,48
3,45
4,51
5,54
6,51
7,45
8,45
9,48
10,45
11,45
12,45
13,45
14,51
15,45
16,78
17,48
18,114
19,45
20,66
21,45
22,45
23,51
24,51
25,51
26,54
27,72
28,48
29,45
30,81
31,45
0,204
1,51
2,45
3,45
4,45
5,51
6,51
7,45
8,45
9,45
10,45
11,45
12,51
13,51
14,45
15,45
16,45
17,51
18,54
19,48
20,45
21,63
22,48
23,54
24,57
25,45
26,75
27,45
28,78
29,45
30,45
31,72
0,198
1,45
2,54
3,51
4,54
5,45
6,51
7,45
8,45
9,51
10,45
11,45
12,54
13,45
14,45
15,135
16,72
17,48
18,45
19,48
20,42
21,75
22,45
23,69
24,54
25,66
26,45
27,45
28,51
29,54
30,72
31,51
0,198
1,45
2,45
3,51
4,45
5,54
6,45
7,51
8,45
9,45
10,45
11,45
12,45
13,54
14,51
15,123
16,75
17,45
18,39
19,39
20,45
21,48
22,51
23,51
24,69
25,45
26,54
27,78
28,51
29,51
30,54
31,45
0,201
1,45
2,45
3,48
4,51
5,45
6,51
7,48
8,45
9,54
10,45
11,45
12,51
13,45
14,51
15,216
16,120
17,45
18,45
19,75
20,48
21,45
22,48
23,54
24,45
25,51
26,72
27,45
28,54
29,45
30,57
31,45
0,195
1,45
2,51
3,45
4,51
5,45
6,54
7,48
8,45
9,45
10,45
11,48
12,54
13,54
14,45
15,45
16,51
17,63
18,48
19,48
20,45
21,45
22,45
23,45
24,48
25,45
26,45
27,45
28,48
29,45
30,51
31,51
0,198
1,48
2,45
3,45
4,45
5,48
6,45
7,48
8,45
9,45
10,48
11,51
12,51
13,45
14,48
15,48
16,45
17,54
18,57
19,51
20,45
21,51
22,45
23,72
24,51
25,69
26,69
27,48
28,72
29,48
30,45
31,72
0,201
1,45
2,45
3,54
4,45
5,45
6,45
7,48
8,45
9,45
10,54
11,51
12,51
13,48
14,45
15,48
16,45
17,45
18,45
19,48
20,51
21,54
22,54
23,78
24,51
25,69
26,45
27,48
28,45
29,48
30,48
31,75
0,189
1,45
2,51
3,51
4,51
5,45
6,48
7,45
8,45
9,45
10,45
11,45
12,45
13,45
14,51
15,72
16,48
17,45
18,72
19,54
20,51
21,69
22,48
23,45
24,69
25,48
26,81
27,81
28,48
29,48
30,45
31,45
0,198
1,45
2,51
3,45
4,48
5,48
6,48
7,66
8,45
9,45
10,51
11,45
12,48
13,51
14,45
15,54
16,45
17,45
18,54
19,45
20,48
21,51
22,54
23,72
24,45
25,45
26,48
27,72
28,45
29,69
30,45
31,45
0,795
1,45
2,51
3,51
4,54
5,48
6,51
7,45
8,51
9,45
10,48
11,45
12,45
13,54
14,45
15,45
16,45
17,54
18,51
19,69
20,45
21,51
22,51
23,51
24,45
25,48
26,48
27,72
28,45
29,66
30,78
31,48
0,195
1,48
2,51
3,48
4,45
5,51
6,48
7,51
8,45
9,45
10,45
11,51
12,48
13,45
14,51
15,51
16,72
17,45
18,45
19,45
20,45
21,45
22,51
23,51
24,51
25,45
26,69
27,51
28,69
29,54
30,48
31,45
0,216
1,45
2,48
3,45
4,54
5,51
6,45
7,45
8,48
9,54
10,45
11,45
12,51
13,48
14,51
15,51
16,45
17,45
18,48
19,45
20,54
21,69
22,72
23,45
24,72
25,69
26,48
27,45
28,45
29,45
30,51
31,45
0,816
1,51
2,54
3,51
4,45
5,45
6,48
7,54
8,51
9,45
10,45
11,45
12,45
13,45
14,51
15,45
16,45
17,54
18,54
19,48
20,45
21,72
22,48
23,48
24,45
25,66
26,75
27,51
28,51
29,45
30,45
31,48
0,195
1,45
2,48
3,48
4,45
5,45
6,45
7,45
8,45
9,45
10,45
11,45
12,45
13,45
14,45
15,45
16,45
17,54
18,45
19,45
20,45
21,45
22,45
23,45
24,69
25,66
26,54
27,51
28,45
29,69
30,72
31,48
0,204
1,45
2,48
3,45
4,45
5,45
6,45
7,48
8,48
9,51
10,45
11,45
12,48
13,45
14,54
15,45
16,54
17,48
18,45
19,51
20,48
21,51
22,93
23,78
24,51
25,51
26,51
27,48
28,69
29,57
30,54
31,51
0,681
1,48
2,45
3,45
4,45
5,45
6,51
7,45
8,45
9,45
10,45
11,45
12,45
13,45
14,45
15,51
16,45
17,45
18,45
19,51
20,45
21,51
22,51
23,45
24,45
25,48
26,45
27,51
28,45
29,84
30,75
31,45
0,684
1,51
2,45
3,48
4,51
5,51
6,45
7,45
8,45
9,45
10,51
11,51
12,48
13,45
14,51
15,51
16,54
17,300
18,45
19,45
20,45
21,51
22,45
23,48
24,69
25,48
26,51
27,72
28,48
29,48
30,51
31,45
0,1083
1,54
2,45
3,45
4,45
5,45
6,48
7,54
8,45
9,45
10,45
11,51
12,48
13,45
14,45
15,78
16,57
17,66
18,48
19,45
20,75
21,45
22,45
23,45
24,48
25,66
26,45
27,45
28,45
29,54
30,45
31,45
0,198
1,51
2,51
3,54
4,45
5,51
6,51
7,45
8,45
9,48
10,45
11,45
12,48
13,45
14,45
15,51
16,45
17,45
18,54
19,45
20,54
21,45
22,45
23,54
24,54
25,45
26,45
27,48
28,45
29,45
30,51
31,72
0,192
1,45
2,51
3,45
4,51
5,48
6,51
7,45
8,45
9,45
10,45
11,51
12,54
13,45
14,45
15,75
16,45
17,45
18,51
19,45
20,60
21,69
22,45
23,51
24,48
25,45
26,45
27,45
28,51
29,45
30,51
31,51
0,900
1,45
2,51
3,51
4,51
5,45
6,51
7,45
8,45
9,54
10,45
11,45
12,51
13,51
14,45
15,45
16,45
17,210
18,48
19,45
20,54
21,51
22,51
23,45
24,81
25,45
26,45
27,78
28,72
29,51
30,45
31,48
0,207
1,45
2,45
3,48
4,54
5,45
6,48
7,45
8,48
9,45
10,54
11,45
12,45
13,45
14,57
15,45
16,45
17,207
18,51
19,45
20,45
21,45
22,51
23,48
24,51
25,66
26,45
27,45
28,51
29,51
30,81
31,51
0,480
1,45
2,51
3,48
4,51
5,51
6,45
7,51
8,45
9,45
10,45
11,48
12,54
13,51
14,54
15,54
16,48
17,45
18,45
19,51
20,57
21,51
22,45
23,48
24,69
25,75
26,81
27,45
28,51
29,66
30,51
31,45
0,369
1,45
2,45
3,45
4,54
5,45
6,54
7,51
8,51
9,51
10,51
11,51
12,45
13,45
14,45
15,54
16,45
17,45
18,54
19,75
20,45
21,51
22,45
23,48
24,45
25,45
26,45
27,75
28,72
29,69
30,45
31,48
0,753
1,51
2,51
3,48
4,51
5,45
6,48
7,48
8,48
9,45
10,45
11,45
12,51
13,51
14,51
15,45
16,45
17,63
18,54
19,45
20,51
21,69
22,51
23,45
24,45
25,45
26,54
27,48
28,51
29,48
30,45
31,45
0,201
1,45
2,45
3,51
4,45
5,45
6,51
7,45
8,45
9,51
10,48
11,48
12,45
13,45
14,45
15,48
16,51
17,45
18,51
19,45
20,45
21,45
22,45
23,78
24,45
25,60
26,45
27,45
28,48
29,54
30,45
31,48
0,186
1,54
2,51
3,45
4,51
5,45
6,45
7,54
8,48
9,51
10,51
11,54
12,45
13,45
14,45
15,45
16,60
17,102
18,84
19,45
20,51
21,84
22,48
23,51
24,45
25,66
26,84
27,78
28,51
29,45
30,51
31,48
0,45
1,45
2,45
3,45
4,54
5,51
6,45
7,51
8,51
9,45
10,45
11,45
12,51
13,45
14,48
15,51
16,45
17,45
18,51
19,45
20,72
21,66
22,48
23,45
24,72
25,45
26,45
27,72
28,45
29,45
30,54
31,75
0,195
1,54
2,45
3,45
4,45
5,45
6,45
7,51
8,45
9,45
10,51
11,48
12,45
13,45
14,48
15,45
16,45
17,48
18,45
19,81
20,45
21,45
22,45
23,81
24,72
25,45
26,48
27,72
28,45
29,51
30,75
31,45
0,195
1,45
2,45
3,45
4,45
5,51
6,48
7,48
8,45
9,45
10,48
11,45
12,54
13,45
14,51
15,45
16,75
17,57
18,45
19,69
20,48
21,54
22,81
23,54
24,45
25,54
26,54
27,54
28,45
29,45
30,57
31,45
0,198
1,45
2,45
3,45
4,51
5,48
6,48
7,45
8,48
9,48
10,57
11,45
12,54
13,51
14,51
15,45
16,57
17,45
18,117
19,48
20,48
21,51
22,45
23,51
24,78
25,45
26,54
27,51
28,54
29,45
30,45
31,72
0,204
1,45
2,45
3,45
4,48
5,51
6,45
7,48
8,48
9,45
10,45
11,45
12,45
13,54
14,51
15,45
16,45
17,45
18,48
19,54
20,48
21,48
22,54
23,45
24,69
25,51
26,48
27,75
28,45
29,54
30,45
31,45
0,195
1,45
2,45
3,48
4,51
5,51
6,51
7,48
8,45
9,51
10,48
11,45
12,45
13,51
14,45
15,54
16,51
17,45
18,225
19,105
20,48
21,48
22,45
23,45
24,48
25,45
26,45
27,51
28,45
29,66
30,54
31,51
0,198
1,54
2,51
3,51
4,48
5,45
6,45
7,45
8,45
9,48
10,57
11,45
12,45
13,45
14,54
15,54
16,51
17,45
18,63
19,48
20,54
21,45
22,45
23,45
24,48
25,51
26,45
27,51
28,51
29,51
30,48
31,51
0,195
1,45
2,45
3,45
